hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H170,OPEN,1,0,1,0,323,542,500000.0
H171,OPEN,1,0,1,0,368,698,500000.0
H172,CLOSED,0,1,1,0,0,0,0.0
H173,CLOSED,0,1,1,0,0,0,0.0
H174,OPEN,1,0,1,0,354,740,500000.0
H175,OPEN,1,0,1,0,563,3406,500000.0
H176,OPEN,1,0,1,0,535,1947,500000.0
H177,CLOSED,0,1,0,0,0,0,0.0
H178,OPEN,1,0,0,1,401,778,500000.0
H179,OPEN,1,0,0,1,344,861,500000.0
H180,CLOSED,0,1,0,0,0,0,0.0
H181,CLOSED,0,1,0,0,0,0,0.0
H182,OPEN,1,0,1,0,355,711,500000.0
H183,CLOSED,0,1,1,0,0,0,0.0
H184,CLOSED,0,1,1,0,0,0,0.0
H185,OPEN,1,0,0,1,364,765,500000.0
H186,CLOSED,0,1,1,0,0,0,0.0
H187,CLOSED,0,1,1,0,0,0,0.0
H188,OPEN,1,0,1,0,456,1069,500000.0
H189,OPEN,1,0,1,0,432,1737,500000.0
H190,CLOSED,0,1,1,0,0,0,0.0
H191,OPEN,1,0,1,0,328,523,500000.0
H192,OPEN,1,0,1,0,353,661,500000.0
H193,OPEN,1,0,1,0,461,1164,500000.0
H194,OPEN,1,0,1,0,363,720,500000.0
H195,OPEN,1,0,0,1,238,324,500000.0
H196,OPEN,1,0,1,0,273,422,500000.0
H197,CLOSED,0,1,1,0,0,0,0.0
H198,OPEN,1,0,1,0,319,515,500000.0
H199,OPEN,1,0,1,0,436,1119,500000.0
H200,CLOSED,0,1,1,0,0,0,0.0
