hub_id,anchor_id,anchor_city,lat,lon,region_code,T_j,B_j
H037,HK_HONG_KONG,Hong Kong,22.3193,114.1694,APAC,1,53
H038,US_TX_HOUSTON,Houston,29.7604,-95.3698,NAM,1,90
H039,IN_TG_HYDERABAD,Hyderabad,17.385,78.4867,APAC,0,90
H040,TR_ISTANBUL,Istanbul,41.0082,28.9784,EMEA,1,128
H041,ID_JAKARTA,Jakarta,-6.2088,106.8456,APAC,1,90
H042,SA_JEDDAH,Jeddah,21.4858,39.1925,EMEA,0,53
H043,ZA_JOHANNESBURG,Johannesburg,-26.2041,28.0473,EMEA,1,53
H044,US_MO_KANSAS_CITY,Kansas City,39.0997,-94.5786,NAM,1,53
H045,PK_KARACHI,Karachi,24.8607,67.0011,APAC,0,90
H046,IN_WB_KOLKATA,Kolkata,22.5726,88.3639,APAC,1,53
H047,MY_KUALA_LUMPUR,Kuala Lumpur,3.139,101.6869,APAC,0,128
H048,KW_KUWAIT_CITY,Kuwait City,29.3759,47.9774,EMEA,0,53
H049,NG_LAGOS,Lagos,6.5244,3.3792,EMEA,1,53
H050,PK_LAHORE,Lahore,31.5204,74.3587,APAC,0,90
H051,PE_LIMA,Lima,-12.0464,-77.0428,LATAM,1,90
H052,PT_LISBON,Lisbon,38.7223,-9.1393,EMEA,1,128
H053,GB_LONDON,London,51.5074,-0.1278,EMEA,0,128
H054,US_CA_LOS_ANGELES,Los Angeles,34.0522,-118.2437,NAM,1,128
H055,ES_MADRID,Madrid,40.4168,-3.7038,EMEA,1,128
H056,PH_MANILA,Manila,14.5995,120.9842,APAC,1,90
H057,AU_VIC_MELBOURNE,Melbourne,-37.8136,144.9631,APAC,1,53
H058,MX_CDMX_MEXICO_CITY,Mexico City,19.4326,-99.1332,LATAM,0,53
H059,US_FL_MIAMI,Miami,25.7617,-80.1918,NAM,1,90
H060,IT_MILAN,Milan,45.4642,9.19,EMEA,1,90
H061,US_MN_MINNEAPOLIS,Minneapolis,44.9778,-93.265,NAM,1,53
H062,MX_NL_MONTERREY,Monterrey,25.6866,-100.3161,LATAM,1,90
H063,CA_QC_MONTREAL,Montreal,45.5017,-73.5673,NAM,0,53
H064,IN_MH_MUMBAI,Mumbai,19.076,72.8777,APAC,0,53
H065,DE_MUNICH,Munich,48.1351,11.582,EMEA,0,90
H066,KE_NAIROBI,Nairobi,-1.2921,36.8219,EMEA,1,90
H067,IN_DL_NEW_DELHI,New Delhi,28.6139,77.209,APAC,1,128
H068,US_NY_NEW_YORK,New York,40.7128,-74.006,NAM,1,90
H069,JP_OSAKA,Osaka,34.6937,135.5023,APAC,0,128
H070,NO_OSLO,Oslo,59.9139,10.7522,EMEA,0,128
H071,FR_PARIS,Paris,48.8566,2.3522,EMEA,1,90
H072,AU_WA_PERTH,Perth,-31.9505,115.8605,APAC,1,53
H073,US_PA_PHILADELPHIA,Philadelphia,39.9526,-75.1652,NAM,1,90
H074,US_AZ_PHOENIX,Phoenix,33.4484,-112.074,NAM,0,90
H075,US_OR_PORTLAND,Portland,45.5152,-122.6784,NAM,1,128
H076,CZ_PRAGUE,Prague,50.0755,14.4378,EMEA,0,53
H077,IN_MH_PUNE,Pune,18.5204,73.8567,APAC,0,53
H078,BR_RJ_RIO_DE_JANEIRO,Rio de Janeiro,-22.9068,-43.1729,LATAM,1,128
H079,SA_RIYADH,Riyadh,24.7136,46.6753,EMEA,1,128
H080,IT_ROME,Rome,41.9028,12.4964,EMEA,1,53
H081,US_UT_SALT_LAKE_CITY,Salt Lake City,40.7608,-111.891,NAM,0,53
H082,US_CA_SAN_FRANCISCO,San Francisco,37.7749,-122.4194,NAM,0,53
H083,CL_SANTIAGO,Santiago,-33.4489,-70.6693,LATAM,1,53
H084,BR_SP_SAO_PAULO,Sao Paulo,-23.5505,-46.6333,LATAM,1,53
H085,US_WA_SEATTLE,Seattle,47.6062,-122.3321,NAM,1,90
H086,KR_SEOUL,Seoul,37.5665,126.978,APAC,0,90
H087,CN_SHANGHAI,Shanghai,31.2304,121.4737,APAC,1,90
H088,SG_SINGAPORE,Singapore,1.3521,103.8198,APAC,1,90
H089,US_MO_ST_LOUIS,St Louis,38.627,-90.1994,NAM,1,53
H090,SE_STOCKHOLM,Stockholm,59.3293,18.0686,EMEA,1,53
H091,AU_NSW_SYDNEY,Sydney,-33.8688,151.2093,APAC,1,90
H092,TW_TAIPEI,Taipei,25.0329,121.5654,APAC,0,90
H093,IR_TEHRAN,Tehran,35.6892,51.389,EMEA,1,90
H094,IL_TEL_AVIV,Tel Aviv,32.0853,34.7818,EMEA,1,53
H095,JP_TOKYO,Tokyo,35.6762,139.6503,APAC,1,90
H096,CA_ON_TORONTO,Toronto,43.6532,-79.3832,NAM,1,90
H097,CA_BC_VANCOUVER,Vancouver,49.2827,-123.1207,NAM,1,90
H098,AT_VIENNA,Vienna,48.2082,16.3738,EMEA,1,90
H099,PL_WARSAW,Warsaw,52.2297,21.0122,EMEA,1,53
H100,US_DC_WASHINGTON_DC,Washington DC,38.9072,-77.0369,NAM,0,53
