hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H159,CLOSED,0,1,1,0,0,0,0.0
H160,CLOSED,0,1,1,0,0,0,0.0
H161,CLOSED,0,1,1,0,0,0,0.0
H162,OPEN,1,0,1,0,431,1428,500000.0
H163,OPEN,1,0,1,0,375,775,500000.0
H164,CLOSED,0,1,1,0,0,0,0.0
H165,OPEN,1,0,1,0,403,869,500000.0
H166,OPEN,1,0,1,0,528,2334,500000.0
H167,OPEN,1,0,0,1,227,285,500000.0
H168,OPEN,1,0,1,0,285,423,500000.0
H169,CLOSED,0,1,0,0,0,0,0.0
H170,OPEN,1,0,1,0,314,501,500000.0
H171,OPEN,1,0,1,0,358,655,500000.0
H172,OPEN,1,0,1,0,525,2647,500000.0
H173,CLOSED,0,1,1,0,0,0,0.0
H174,OPEN,1,0,1,0,363,784,500000.0
H175,OPEN,1,0,1,0,575,3587,500000.0
H176,OPEN,1,0,1,0,537,1981,500000.0
H177,OPEN,1,0,0,1,440,2829,500000.0
H178,OPEN,1,0,0,1,401,778,500000.0
H179,OPEN,1,0,0,1,353,818,500000.0
H180,OPEN,1,0,0,1,454,1899,500000.0
H181,OPEN,1,0,0,1,504,2390,500000.0
H182,OPEN,1,0,1,0,364,691,500000.0
H183,CLOSED,0,1,1,0,0,0,0.0
H184,CLOSED,0,1,1,0,0,0,0.0
H185,OPEN,1,0,0,1,455,1061,500000.0
H186,CLOSED,0,1,1,0,0,0,0.0
H187,CLOSED,0,1,1,0,0,0,0.0
H188,OPEN,1,0,1,0,459,1084,500000.0
H189,OPEN,1,0,1,0,567,2938,500000.0
H190,CLOSED,0,1,1,0,0,0,0.0
H191,OPEN,1,0,1,0,329,528,500000.0
H192,OPEN,1,0,1,0,354,654,500000.0
H193,CLOSED,0,1,1,0,0,0,0.0
H194,OPEN,1,0,1,0,360,697,500000.0
H195,OPEN,1,0,0,1,237,319,500000.0
H196,OPEN,1,0,1,0,264,405,500000.0
H197,OPEN,1,0,1,0,478,2064,500000.0
H198,OPEN,1,0,1,0,319,515,500000.0
H199,OPEN,1,0,1,0,420,985,500000.0
H200,OPEN,1,0,1,0,471,1188,500000.0
