hub_id,part_id,part_cost_P_k,hub_existing_T_j,new_hub_transfer_cost
H003,P0107,209.49,1,0.0
H003,P0108,147.54,1,0.0
H003,P0111,179.82,1,0.0
H003,P0114,289.44,1,0.0
H003,P0115,32.58,1,0.0
H003,P0117,344.89,1,0.0
H003,P0118,407.73,1,0.0
H003,P0120,26.25,1,0.0
H003,P0122,323.56,1,0.0
H003,P0124,222.81,1,0.0
H003,P0126,62.67,1,0.0
H003,P0127,141.45,1,0.0
H003,P0136,208.5,1,0.0
H003,P0137,431.1,1,0.0
H003,P0138,248.01,1,0.0
H003,P0140,248.35,1,0.0
H003,P0142,28.12,1,0.0
H003,P0145,44.25,1,0.0
H003,P0149,176.15,1,0.0
H003,P0153,52.33,1,0.0
H003,P0157,133.7,1,0.0
H003,P0163,145.68,1,0.0
H003,P0164,116.63,1,0.0
H003,P0166,122.2,1,0.0
H003,P0169,221.79,1,0.0
H003,P0170,199.09,1,0.0
H003,P0172,125.36,1,0.0
H003,P0173,343.01,1,0.0
H003,P0175,352.45,1,0.0
H003,P0179,190.91,1,0.0
H003,P0182,376.77,1,0.0
H003,P0183,124.29,1,0.0
H003,P0186,170.23,1,0.0
H003,P0187,116.72,1,0.0
H003,P0188,83.22,1,0.0
H003,P0196,50.21,1,0.0
H003,P0197,90.79,1,0.0
H003,P0203,143.95,1,0.0
H003,P0209,50.74,1,0.0
H003,P0211,71.1,1,0.0
H003,P0212,62.6,1,0.0
H003,P0213,104.38,1,0.0
H003,P0217,777.59,1,0.0
H003,P0219,678.55,1,0.0
H003,P0220,128.72,1,0.0
H003,P0221,157.53,1,0.0
H003,P0225,74.08,1,0.0
H003,P0226,334.87,1,0.0
H003,P0227,101.09,1,0.0
H003,P0228,90.1,1,0.0
H003,P0229,317.15,1,0.0
H003,P0232,141.77,1,0.0
H003,P0233,189.53,1,0.0
H003,P0236,255.08,1,0.0
H003,P0237,57.85,1,0.0
H003,P0239,132.83,1,0.0
H003,P0241,75.0,1,0.0
H003,P0242,295.77,1,0.0
H003,P0248,56.52,1,0.0
H003,P0251,25.51,1,0.0
H003,P0253,138.46,1,0.0
H003,P0254,114.75,1,0.0
H003,P0258,328.5,1,0.0
H003,P0260,48.76,1,0.0
H003,P0263,429.27,1,0.0
H003,P0264,94.96,1,0.0
H003,P0268,84.75,1,0.0
H003,P0270,144.95,1,0.0
H003,P0275,215.43,1,0.0
H003,P0278,153.54,1,0.0
H003,P0280,584.7,1,0.0
H003,P0282,894.18,1,0.0
H003,P0283,114.29,1,0.0
H003,P0286,53.14,1,0.0
H003,P0290,79.97,1,0.0
H003,P0291,340.46,1,0.0
H003,P0293,509.95,1,0.0
H003,P0297,105.16,1,0.0
H003,P0299,155.86,1,0.0
H003,P0300,83.71,1,0.0
H003,P0305,113.59,1,0.0
H003,P0309,399.58,1,0.0
H003,P0311,184.99,1,0.0
H003,P0316,305.21,1,0.0
H003,P0323,189.41,1,0.0
H003,P0324,10.02,1,0.0
H003,P0328,210.24,1,0.0
H003,P0329,215.17,1,0.0
H003,P0330,49.18,1,0.0
H003,P0331,73.76,1,0.0
H003,P0335,139.76,1,0.0
H003,P0337,599.94,1,0.0
H003,P0340,126.84,1,0.0
H003,P0342,40.99,1,0.0
H003,P0343,111.21,1,0.0
H003,P0344,71.78,1,0.0
H003,P0346,144.43,1,0.0
H003,P0347,108.54,1,0.0
H003,P0348,127.24,1,0.0
H003,P0350,243.9,1,0.0
H003,P0356,208.74,1,0.0
H003,P0357,212.44,1,0.0
H003,P0358,35.3,1,0.0
H003,P0360,271.42,1,0.0
H003,P0363,39.56,1,0.0
H003,P0365,106.62,1,0.0
H003,P0366,90.66,1,0.0
H003,P0369,703.86,1,0.0
H003,P0372,192.31,1,0.0
H003,P0373,279.16,1,0.0
H003,P0374,156.13,1,0.0
H003,P0376,293.84,1,0.0
H003,P0378,72.62,1,0.0
H003,P0380,247.69,1,0.0
H003,P0381,140.38,1,0.0
H003,P0385,276.52,1,0.0
H003,P0386,196.88,1,0.0
H003,P0390,31.57,1,0.0
H003,P0398,186.06,1,0.0
H003,P0399,202.45,1,0.0
H003,P0403,19.68,1,0.0
H003,P0405,139.42,1,0.0
H003,P0407,407.69,1,0.0
H003,P0408,168.03,1,0.0
H003,P0410,216.65,1,0.0
H003,P0411,87.05,1,0.0
H003,P0414,84.75,1,0.0
H003,P0415,289.09,1,0.0
H003,P0416,257.57,1,0.0
H003,P0421,70.5,1,0.0
H003,P0423,86.29,1,0.0
H003,P0424,228.14,1,0.0
H003,P0427,45.79,1,0.0
H003,P0428,116.51,1,0.0
H003,P0429,154.52,1,0.0
H003,P0433,160.21,1,0.0
H003,P0434,202.69,1,0.0
H003,P0435,155.73,1,0.0
H003,P0436,208.91,1,0.0
H003,P0437,121.92,1,0.0
H003,P0441,78.39,1,0.0
H003,P0445,514.02,1,0.0
H003,P0448,51.34,1,0.0
H003,P0451,61.56,1,0.0
H003,P0452,171.7,1,0.0
H003,P0456,509.49,1,0.0
H003,P0458,122.18,1,0.0
H003,P0459,206.64,1,0.0
H003,P0462,96.94,1,0.0
H003,P0465,252.03,1,0.0
H003,P0466,109.14,1,0.0
H003,P0467,81.87,1,0.0
H003,P0468,141.08,1,0.0
H003,P0469,286.31,1,0.0
H003,P0471,77.57,1,0.0
H003,P0475,336.28,1,0.0
H003,P0476,428.12,1,0.0
H003,P0479,239.88,1,0.0
H003,P0480,223.48,1,0.0
H003,P0489,49.63,1,0.0
H003,P0493,388.37,1,0.0
H003,P0498,140.39,1,0.0
H003,P0501,118.62,1,0.0
H003,P0502,109.78,1,0.0
H003,P0504,128.13,1,0.0
H003,P0505,112.41,1,0.0
H003,P0506,21.2,1,0.0
H003,P0507,62.61,1,0.0
H003,P0510,485.5,1,0.0
H003,P0511,120.69,1,0.0
H003,P0513,147.99,1,0.0
H003,P0514,144.77,1,0.0
H003,P0517,657.57,1,0.0
H003,P0518,17.36,1,0.0
H003,P0519,23.11,1,0.0
H003,P0520,85.87,1,0.0
H003,P0522,260.53,1,0.0
H003,P0523,214.31,1,0.0
H003,P0526,353.83,1,0.0
H003,P0527,165.22,1,0.0
H003,P0528,332.96,1,0.0
H003,P0529,178.94,1,0.0
H003,P0530,84.46,1,0.0
H003,P0532,154.65,1,0.0
H003,P0533,140.17,1,0.0
H003,P0534,527.05,1,0.0
H003,P0536,39.08,1,0.0
H003,P0537,48.1,1,0.0
H003,P0539,111.33,1,0.0
H003,P0543,1278.35,1,0.0
H003,P0544,708.54,1,0.0
H003,P0549,126.02,1,0.0
H003,P0552,33.16,1,0.0
H003,P0553,70.52,1,0.0
H003,P0555,194.66,1,0.0
H003,P0558,302.13,1,0.0
H003,P0560,247.45,1,0.0
H003,P0564,194.51,1,0.0
H003,P0565,243.06,1,0.0
H003,P0567,555.71,1,0.0
H003,P0570,274.99,1,0.0
H003,P0573,46.36,1,0.0
H003,P0574,60.81,1,0.0
H003,P0576,54.01,1,0.0
H003,P0577,42.58,1,0.0
H003,P0582,76.31,1,0.0
H003,P0583,73.74,1,0.0
H003,P0584,63.44,1,0.0
H003,P0585,1091.29,1,0.0
H003,P0586,182.98,1,0.0
H003,P0589,118.43,1,0.0
H003,P0593,27.44,1,0.0
H003,P0594,18.48,1,0.0
H003,P0598,447.26,1,0.0
H003,P0601,62.23,1,0.0
H003,P0602,224.35,1,0.0
H003,P0603,269.75,1,0.0
H003,P0606,233.04,1,0.0
H003,P0608,50.97,1,0.0
H003,P0609,48.23,1,0.0
H003,P0613,143.39,1,0.0
H003,P0616,565.85,1,0.0
H003,P0625,119.97,1,0.0
H003,P0626,34.4,1,0.0
H003,P0627,334.36,1,0.0
H003,P0628,548.26,1,0.0
H003,P0636,90.71,1,0.0
H003,P0637,344.14,1,0.0
H003,P0638,152.83,1,0.0
H003,P0640,93.62,1,0.0
H003,P0643,65.97,1,0.0
H003,P0645,251.36,1,0.0
H003,P0646,238.85,1,0.0
H003,P0654,601.67,1,0.0
H003,P0655,194.22,1,0.0
H003,P0658,19.85,1,0.0
H003,P0660,286.55,1,0.0
H003,P0661,147.83,1,0.0
H003,P0665,849.63,1,0.0
H003,P0667,163.1,1,0.0
H003,P0668,94.3,1,0.0
H003,P0670,20.6,1,0.0
H003,P0678,21.45,1,0.0
H003,P0681,111.68,1,0.0
H003,P0684,424.65,1,0.0
H003,P0689,76.25,1,0.0
H003,P0690,201.38,1,0.0
H003,P0691,232.89,1,0.0
H003,P0693,116.63,1,0.0
H003,P0694,196.39,1,0.0
H003,P0697,70.61,1,0.0
H003,P0698,84.52,1,0.0
H003,P0705,125.24,1,0.0
H003,P0706,273.0,1,0.0
H003,P0707,25.83,1,0.0
H003,P0708,53.22,1,0.0
H003,P0712,746.34,1,0.0
H003,P0713,213.44,1,0.0
H003,P0714,253.09,1,0.0
H003,P0715,1605.7,1,0.0
H003,P0717,68.28,1,0.0
H003,P0718,205.75,1,0.0
H003,P0720,87.15,1,0.0
H003,P0721,55.28,1,0.0
H003,P0725,319.25,1,0.0
H003,P0726,126.9,1,0.0
H003,P0727,111.5,1,0.0
H003,P0728,232.22,1,0.0
H003,P0733,99.79,1,0.0
H003,P0736,111.39,1,0.0
H003,P0738,319.36,1,0.0
H003,P0743,50.77,1,0.0
H003,P0745,429.54,1,0.0
H003,P0750,33.01,1,0.0
H003,P0752,194.36,1,0.0
H003,P0756,527.36,1,0.0
H003,P0758,10.6,1,0.0
H003,P0759,105.21,1,0.0
H003,P0760,120.72,1,0.0
H003,P0762,152.38,1,0.0
H003,P0766,61.4,1,0.0
H003,P0770,212.22,1,0.0
H003,P0771,25.99,1,0.0
H003,P0773,240.82,1,0.0
H003,P0775,235.01,1,0.0
H003,P0777,405.82,1,0.0
H003,P0779,116.51,1,0.0
H003,P0780,89.94,1,0.0
H003,P0781,83.02,1,0.0
H003,P0782,261.61,1,0.0
H003,P0783,176.26,1,0.0
H003,P0784,251.69,1,0.0
H003,P0785,138.9,1,0.0
H003,P0788,1041.48,1,0.0
H003,P0793,1041.05,1,0.0
H003,P0796,143.58,1,0.0
H003,P0797,115.14,1,0.0
H008,P0001,213.93,1,0.0
H008,P0004,477.24,1,0.0
H008,P0007,596.74,1,0.0
H008,P0009,97.21,1,0.0
H008,P0010,24.5,1,0.0
H008,P0011,105.87,1,0.0
H008,P0015,235.86,1,0.0
H008,P0016,224.46,1,0.0
H008,P0018,262.68,1,0.0
H008,P0019,888.08,1,0.0
H008,P0020,163.43,1,0.0
H008,P0022,123.2,1,0.0
H008,P0026,98.52,1,0.0
H008,P0030,51.85,1,0.0
H008,P0033,64.04,1,0.0
H008,P0034,164.24,1,0.0
H008,P0036,104.61,1,0.0
H008,P0037,30.54,1,0.0
H008,P0040,102.88,1,0.0
H008,P0044,216.05,1,0.0
H008,P0045,87.46,1,0.0
H008,P0046,13.92,1,0.0
H008,P0048,178.89,1,0.0
H008,P0049,73.64,1,0.0
H008,P0050,42.8,1,0.0
H008,P0054,204.35,1,0.0
H008,P0063,285.25,1,0.0
H008,P0064,539.25,1,0.0
H008,P0065,92.64,1,0.0
H008,P0066,95.52,1,0.0
H008,P0068,112.22,1,0.0
H008,P0069,329.8,1,0.0
H008,P0070,18.45,1,0.0
H008,P0071,66.53,1,0.0
H008,P0072,69.23,1,0.0
H008,P0076,116.82,1,0.0
H008,P0080,133.0,1,0.0
H008,P0081,359.93,1,0.0
H008,P0082,58.16,1,0.0
H008,P0083,61.69,1,0.0
H008,P0084,231.44,1,0.0
H008,P0085,114.69,1,0.0
H008,P0086,250.73,1,0.0
H008,P0087,138.29,1,0.0
H008,P0090,138.49,1,0.0
H008,P0094,259.52,1,0.0
H008,P0096,55.79,1,0.0
H008,P0097,128.39,1,0.0
H008,P0098,386.39,1,0.0
H008,P0099,17.97,1,0.0
H008,P0102,521.5,1,0.0
H008,P0103,180.54,1,0.0
H008,P0105,50.17,1,0.0
H008,P0107,209.49,1,0.0
H008,P0108,147.54,1,0.0
H008,P0109,229.41,1,0.0
H008,P0110,118.24,1,0.0
H008,P0112,161.41,1,0.0
H008,P0113,281.92,1,0.0
H008,P0114,289.44,1,0.0
H008,P0115,32.58,1,0.0
H008,P0116,18.52,1,0.0
H008,P0117,344.89,1,0.0
H008,P0119,55.87,1,0.0
H008,P0121,153.05,1,0.0
H008,P0123,705.9,1,0.0
H008,P0124,222.81,1,0.0
H008,P0126,62.67,1,0.0
H008,P0127,141.45,1,0.0
H008,P0129,56.15,1,0.0
H008,P0134,302.22,1,0.0
H008,P0136,208.5,1,0.0
H008,P0142,28.12,1,0.0
H008,P0145,44.25,1,0.0
H008,P0146,636.05,1,0.0
H008,P0148,475.77,1,0.0
H008,P0151,141.53,1,0.0
H008,P0152,168.03,1,0.0
H008,P0153,52.33,1,0.0
H008,P0157,133.7,1,0.0
H008,P0158,130.31,1,0.0
H008,P0160,313.07,1,0.0
H008,P0163,145.68,1,0.0
H008,P0165,52.85,1,0.0
H008,P0168,45.44,1,0.0
H008,P0170,199.09,1,0.0
H008,P0172,125.36,1,0.0
H008,P0173,343.01,1,0.0
