hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H180,OPEN,1,0,0,1,227,265,500000.0
H181,CLOSED,0,1,0,0,0,0,0.0
H182,OPEN,1,0,1,0,280,352,500000.0
H183,CLOSED,0,1,0,0,0,0,0.0
H184,CLOSED,0,1,0,0,0,0,0.0
H185,CLOSED,0,1,1,0,0,0,0.0
H186,OPEN,1,0,1,0,341,518,500000.0
H187,OPEN,1,0,0,1,276,405,500000.0
H188,CLOSED,0,1,0,0,0,0,0.0
H189,CLOSED,0,1,1,0,0,0,0.0
H190,CLOSED,0,1,1,0,0,0,0.0
H191,CLOSED,0,1,0,0,0,0,0.0
H192,CLOSED,0,1,1,0,0,0,0.0
H193,CLOSED,0,1,1,0,0,0,0.0
H194,CLOSED,0,1,1,0,0,0,0.0
H195,OPEN,1,0,1,0,283,375,500000.0
H196,OPEN,1,0,0,1,373,524,500000.0
H197,CLOSED,0,1,0,0,0,0,0.0
H198,CLOSED,0,1,0,0,0,0,0.0
H199,CLOSED,0,1,0,0,0,0,0.0
H200,CLOSED,0,1,1,0,0,0,0.0
H201,CLOSED,0,1,1,0,0,0,0.0
H202,OPEN,1,0,1,0,284,356,500000.0
H203,CLOSED,0,1,0,0,0,0,0.0
H204,CLOSED,0,1,1,0,0,0,0.0
H205,CLOSED,0,1,0,0,0,0,0.0
H206,CLOSED,0,1,1,0,0,0,0.0
H207,CLOSED,0,1,1,0,0,0,0.0
H208,OPEN,1,0,1,0,342,445,500000.0
H209,OPEN,1,0,1,0,398,606,500000.0
H210,CLOSED,0,1,1,0,0,0,0.0
H211,OPEN,1,0,1,0,289,363,500000.0
H212,OPEN,1,0,1,0,314,479,500000.0
H213,CLOSED,0,1,0,0,0,0,0.0
H214,CLOSED,0,1,1,0,0,0,0.0
H215,CLOSED,0,1,0,0,0,0,0.0
H216,CLOSED,0,1,1,0,0,0,0.0
H217,CLOSED,0,1,0,0,0,0,0.0
H218,CLOSED,0,1,1,0,0,0,0.0
H219,CLOSED,0,1,1,0,0,0,0.0
H220,CLOSED,0,1,1,0,0,0,0.0
H221,CLOSED,0,1,1,0,0,0,0.0
H222,OPEN,1,0,1,0,450,844,500000.0
H223,OPEN,1,0,0,1,271,320,500000.0
H224,OPEN,1,0,0,1,231,282,500000.0
H225,CLOSED,0,1,1,0,0,0,0.0
H226,CLOSED,0,1,1,0,0,0,0.0
H227,CLOSED,0,1,1,0,0,0,0.0
H228,CLOSED,0,1,1,0,0,0,0.0
H229,CLOSED,0,1,0,0,0,0,0.0
H230,CLOSED,0,1,1,0,0,0,0.0
H231,CLOSED,0,1,1,0,0,0,0.0
H232,CLOSED,0,1,1,0,0,0,0.0
H233,CLOSED,0,1,0,0,0,0,0.0
H234,OPEN,1,0,1,0,511,1236,500000.0
H235,CLOSED,0,1,1,0,0,0,0.0
H236,CLOSED,0,1,1,0,0,0,0.0
H237,CLOSED,0,1,1,0,0,0,0.0
H238,OPEN,1,0,1,0,417,855,500000.0
H239,OPEN,1,0,1,0,231,285,500000.0
H240,CLOSED,0,1,0,0,0,0,0.0
H241,CLOSED,0,1,1,0,0,0,0.0
H242,CLOSED,0,1,0,0,0,0,0.0
H243,CLOSED,0,1,1,0,0,0,0.0
H244,CLOSED,0,1,1,0,0,0,0.0
H245,CLOSED,0,1,1,0,0,0,0.0
H246,CLOSED,0,1,1,0,0,0,0.0
H247,CLOSED,0,1,1,0,0,0,0.0
H248,CLOSED,0,1,1,0,0,0,0.0
H249,CLOSED,0,1,1,0,0,0,0.0
H250,CLOSED,0,1,1,0,0,0,0.0
H251,CLOSED,0,1,1,0,0,0,0.0
H252,OPEN,1,0,1,0,313,538,500000.0
H253,CLOSED,0,1,1,0,0,0,0.0
H254,CLOSED,0,1,1,0,0,0,0.0
H255,CLOSED,0,1,1,0,0,0,0.0
H256,CLOSED,0,1,1,0,0,0,0.0
H257,CLOSED,0,1,1,0,0,0,0.0
H258,CLOSED,0,1,1,0,0,0,0.0
H259,CLOSED,0,1,1,0,0,0,0.0
H260,CLOSED,0,1,1,0,0,0,0.0
H261,CLOSED,0,1,0,0,0,0,0.0
H262,OPEN,1,0,1,0,494,1009,500000.0
H263,CLOSED,0,1,1,0,0,0,0.0
H264,CLOSED,0,1,1,0,0,0,0.0
H265,CLOSED,0,1,0,0,0,0,0.0
H266,CLOSED,0,1,1,0,0,0,0.0
H267,CLOSED,0,1,0,0,0,0,0.0
H268,CLOSED,0,1,0,0,0,0,0.0
H269,OPEN,1,0,0,1,194,274,500000.0
H270,CLOSED,0,1,1,0,0,0,0.0
H271,OPEN,1,0,1,0,212,250,500000.0
H272,CLOSED,0,1,1,0,0,0,0.0
H273,CLOSED,0,1,1,0,0,0,0.0
H274,CLOSED,0,1,1,0,0,0,0.0
H275,OPEN,1,0,1,0,389,597,500000.0
H276,CLOSED,0,1,0,0,0,0,0.0
H277,CLOSED,0,1,0,0,0,0,0.0
H278,OPEN,1,0,1,0,671,2032,500000.0
H279,OPEN,1,0,1,0,192,216,500000.0
H280,OPEN,1,0,1,0,275,335,500000.0
H281,OPEN,1,0,0,1,186,210,500000.0
H282,CLOSED,0,1,1,0,0,0,0.0
H283,CLOSED,0,1,1,0,0,0,0.0
H284,CLOSED,0,1,1,0,0,0,0.0
H285,CLOSED,0,1,0,0,0,0,0.0
H286,CLOSED,0,1,1,0,0,0,0.0
H287,CLOSED,0,1,0,0,0,0,0.0
H288,CLOSED,0,1,0,0,0,0,0.0
H289,CLOSED,0,1,1,0,0,0,0.0
H290,OPEN,1,0,1,0,307,446,500000.0
H291,CLOSED,0,1,0,0,0,0,0.0
H292,CLOSED,0,1,1,0,0,0,0.0
H293,CLOSED,0,1,0,0,0,0,0.0
H294,CLOSED,0,1,1,0,0,0,0.0
H295,OPEN,1,0,1,0,230,261,500000.0
H296,CLOSED,0,1,1,0,0,0,0.0
H297,OPEN,1,0,1,0,265,318,500000.0
H298,CLOSED,0,1,1,0,0,0,0.0
H299,CLOSED,0,1,0,0,0,0,0.0
H300,OPEN,1,0,1,0,467,1167,500000.0
H301,OPEN,1,0,1,0,318,431,500000.0
H302,OPEN,1,0,1,0,313,436,500000.0
H303,OPEN,1,0,1,0,228,266,500000.0
H304,CLOSED,0,1,1,0,0,0,0.0
H305,CLOSED,0,1,0,0,0,0,0.0
H306,CLOSED,0,1,0,0,0,0,0.0
H307,CLOSED,0,1,1,0,0,0,0.0
H308,CLOSED,0,1,0,0,0,0,0.0
H309,OPEN,1,0,1,0,533,1247,500000.0
H310,CLOSED,0,1,0,0,0,0,0.0
H311,CLOSED,0,1,1,0,0,0,0.0
H312,OPEN,1,0,1,0,357,655,500000.0
H313,CLOSED,0,1,0,0,0,0,0.0
H314,OPEN,1,0,0,1,425,643,500000.0
H315,CLOSED,0,1,0,0,0,0,0.0
H316,OPEN,1,0,0,1,304,452,500000.0
H317,CLOSED,0,1,1,0,0,0,0.0
H318,CLOSED,0,1,0,0,0,0,0.0
H319,CLOSED,0,1,1,0,0,0,0.0
H320,CLOSED,0,1,1,0,0,0,0.0
H321,CLOSED,0,1,0,0,0,0,0.0
H322,OPEN,1,0,1,0,432,691,500000.0
H323,CLOSED,0,1,1,0,0,0,0.0
H324,CLOSED,0,1,0,0,0,0,0.0
H325,CLOSED,0,1,0,0,0,0,0.0
H326,CLOSED,0,1,1,0,0,0,0.0
H327,CLOSED,0,1,1,0,0,0,0.0
H328,OPEN,1,0,1,0,329,531,500000.0
H329,CLOSED,0,1,0,0,0,0,0.0
H330,CLOSED,0,1,1,0,0,0,0.0
H331,OPEN,1,0,1,0,445,704,500000.0
H332,CLOSED,0,1,1,0,0,0,0.0
H333,OPEN,1,0,1,0,254,304,500000.0
H334,OPEN,1,0,1,0,340,554,500000.0
H335,CLOSED,0,1,1,0,0,0,0.0
H336,CLOSED,0,1,1,0,0,0,0.0
H337,CLOSED,0,1,0,0,0,0,0.0
H338,OPEN,1,0,1,0,100,102,500000.0
H339,OPEN,1,0,1,0,489,1038,500000.0
H340,OPEN,1,0,0,1,145,157,500000.0
H341,OPEN,1,0,1,0,676,2211,500000.0
H342,CLOSED,0,1,1,0,0,0,0.0
H343,OPEN,1,0,1,0,421,724,500000.0
H344,CLOSED,0,1,1,0,0,0,0.0
H345,CLOSED,0,1,0,0,0,0,0.0
H346,OPEN,1,0,1,0,415,698,500000.0
H347,OPEN,1,0,1,0,487,1161,500000.0
H348,CLOSED,0,1,1,0,0,0,0.0
H349,CLOSED,0,1,1,0,0,0,0.0
H350,CLOSED,0,1,1,0,0,0,0.0
H351,CLOSED,0,1,0,0,0,0,0.0
H352,CLOSED,0,1,0,0,0,0,0.0
H353,OPEN,1,0,1,0,267,321,500000.0
H354,CLOSED,0,1,0,0,0,0,0.0
H355,OPEN,1,0,1,0,323,426,500000.0
H356,OPEN,1,0,1,0,348,552,500000.0
H357,CLOSED,0,1,1,0,0,0,0.0
H358,CLOSED,0,1,1,0,0,0,0.0
H359,CLOSED,0,1,1,0,0,0,0.0
H360,CLOSED,0,1,1,0,0,0,0.0
H361,CLOSED,0,1,0,0,0,0,0.0
H362,OPEN,1,0,1,0,249,333,500000.0
H363,CLOSED,0,1,1,0,0,0,0.0
H364,CLOSED,0,1,1,0,0,0,0.0
H365,CLOSED,0,1,0,0,0,0,0.0
H366,CLOSED,0,1,1,0,0,0,0.0
H367,CLOSED,0,1,0,0,0,0,0.0
H368,OPEN,1,0,1,0,262,325,500000.0
H369,CLOSED,0,1,1,0,0,0,0.0
H370,OPEN,1,0,1,0,678,2804,500000.0
H371,CLOSED,0,1,0,0,0,0,0.0
H372,OPEN,1,0,1,0,490,899,500000.0
H373,OPEN,1,0,1,0,513,1339,500000.0
H374,OPEN,1,0,1,0,564,1648,500000.0
H375,CLOSED,0,1,0,0,0,0,0.0
H376,OPEN,1,0,1,0,549,1466,500000.0
H377,CLOSED,0,1,0,0,0,0,0.0
H378,OPEN,1,0,1,0,701,2602,500000.0
H379,OPEN,1,0,1,0,499,897,500000.0
H380,CLOSED,0,1,1,0,0,0,0.0
H381,OPEN,1,0,1,0,272,336,500000.0
H382,CLOSED,0,1,1,0,0,0,0.0
H383,OPEN,1,0,1,0,350,514,500000.0
H384,OPEN,1,0,0,1,311,399,500000.0
H385,CLOSED,0,1,0,0,0,0,0.0
H386,OPEN,1,0,1,0,231,303,500000.0
H387,CLOSED,0,1,0,0,0,0,0.0
H388,OPEN,1,0,1,0,387,580,500000.0
H389,CLOSED,0,1,0,0,0,0,0.0
H390,OPEN,1,0,1,0,638,1811,500000.0
H391,OPEN,1,0,1,0,538,1157,500000.0
H392,OPEN,1,0,1,0,350,497,500000.0
H393,CLOSED,0,1,1,0,0,0,0.0
H394,OPEN,1,0,1,0,224,359,500000.0
H395,CLOSED,0,1,1,0,0,0,0.0
H396,CLOSED,0,1,0,0,0,0,0.0
H397,OPEN,1,0,1,0,347,565,500000.0
H398,OPEN,1,0,0,1,286,450,500000.0
H399,OPEN,1,0,1,0,207,239,500000.0
H400,OPEN,1,0,1,0,546,1299,500000.0
H401,CLOSED,0,1,0,0,0,0,0.0
H402,CLOSED,0,1,1,0,0,0,0.0
H403,CLOSED,0,1,0,0,0,0,0.0
H404,OPEN,1,0,1,0,255,323,500000.0
H405,OPEN,1,0,1,0,414,671,500000.0
H406,CLOSED,0,1,0,0,0,0,0.0
H407,CLOSED,0,1,1,0,0,0,0.0
H408,OPEN,1,0,1,0,670,2154,500000.0
H409,CLOSED,0,1,0,0,0,0,0.0
H410,OPEN,1,0,1,0,634,1720,500000.0
H411,OPEN,1,0,0,1,137,149,500000.0
H412,OPEN,1,0,1,0,439,831,500000.0
H413,CLOSED,0,1,0,0,0,0,0.0
H414,OPEN,1,0,1,0,269,410,500000.0
H415,CLOSED,0,1,1,0,0,0,0.0
H416,CLOSED,0,1,0,0,0,0,0.0
H417,OPEN,1,0,0,1,535,1176,500000.0
H418,OPEN,1,0,0,1,312,420,500000.0
H419,CLOSED,0,1,0,0,0,0,0.0
H420,CLOSED,0,1,1,0,0,0,0.0
H421,CLOSED,0,1,1,0,0,0,0.0
H422,CLOSED,0,1,0,0,0,0,0.0
H423,OPEN,1,0,1,0,481,945,500000.0
H424,CLOSED,0,1,1,0,0,0,0.0
H425,CLOSED,0,1,1,0,0,0,0.0
H426,CLOSED,0,1,1,0,0,0,0.0
H427,OPEN,1,0,1,0,158,187,500000.0
H428,CLOSED,0,1,0,0,0,0,0.0
H429,CLOSED,0,1,0,0,0,0,0.0
H430,CLOSED,0,1,0,0,0,0,0.0
H431,OPEN,1,0,1,0,266,358,500000.0
H432,CLOSED,0,1,1,0,0,0,0.0
H433,CLOSED,0,1,0,0,0,0,0.0
H434,OPEN,1,0,0,1,518,1481,500000.0
H435,OPEN,1,0,0,1,484,1019,500000.0
H436,OPEN,1,0,1,0,341,491,500000.0
H437,CLOSED,0,1,1,0,0,0,0.0
H438,OPEN,1,0,1,0,721,3301,500000.0
H439,CLOSED,0,1,1,0,0,0,0.0
H440,OPEN,1,0,1,0,733,4036,500000.0
H441,CLOSED,0,1,1,0,0,0,0.0
H442,CLOSED,0,1,1,0,0,0,0.0
H443,OPEN,1,0,0,1,406,764,500000.0
H444,OPEN,1,0,1,0,659,1934,500000.0
H445,CLOSED,0,1,0,0,0,0,0.0
H446,OPEN,1,0,1,0,452,993,500000.0
H447,OPEN,1,0,1,0,176,191,500000.0
H448,OPEN,1,0,0,1,497,1079,500000.0
H449,OPEN,1,0,1,0,142,157,500000.0
H450,CLOSED,0,1,1,0,0,0,0.0
H451,OPEN,1,0,1,0,290,374,500000.0
H452,OPEN,1,0,1,0,507,1280,500000.0
H453,OPEN,1,0,1,0,301,454,500000.0
H454,CLOSED,0,1,1,0,0,0,0.0
H455,CLOSED,0,1,1,0,0,0,0.0
H456,OPEN,1,0,1,0,242,294,500000.0
H457,CLOSED,0,1,1,0,0,0,0.0
H458,OPEN,1,0,1,0,440,719,500000.0
H459,OPEN,1,0,1,0,490,996,500000.0
H460,OPEN,1,0,1,0,608,1631,500000.0
H461,OPEN,1,0,0,1,350,508,500000.0
H462,OPEN,1,0,0,1,498,1309,500000.0
H463,OPEN,1,0,1,0,223,262,500000.0
H464,OPEN,1,0,0,1,176,198,500000.0
H465,OPEN,1,0,1,0,401,753,500000.0
H466,OPEN,1,0,0,1,540,1434,500000.0
H467,OPEN,1,0,1,0,404,671,500000.0
H468,CLOSED,0,1,1,0,0,0,0.0
H469,OPEN,1,0,1,0,150,163,500000.0
H470,CLOSED,0,1,0,0,0,0,0.0
H471,OPEN,1,0,1,0,651,4049,500000.0
H472,OPEN,1,0,1,0,724,3319,500000.0
H473,CLOSED,0,1,1,0,0,0,0.0
H474,CLOSED,0,1,0,0,0,0,0.0
H475,CLOSED,0,1,1,0,0,0,0.0
H476,OPEN,1,0,1,0,306,399,500000.0
H477,OPEN,1,0,0,1,588,2290,500000.0
H478,OPEN,1,0,0,1,616,1829,500000.0
H479,OPEN,1,0,1,0,428,709,500000.0
H480,CLOSED,0,1,1,0,0,0,0.0
H481,OPEN,1,0,1,0,182,200,500000.0
H482,OPEN,1,0,1,0,319,439,500000.0
H483,CLOSED,0,1,0,0,0,0,0.0
H484,OPEN,1,0,1,0,465,1026,500000.0
H485,OPEN,1,0,1,0,538,1224,500000.0
H486,OPEN,1,0,1,0,110,119,500000.0
H487,OPEN,1,0,1,0,514,945,500000.0
H488,OPEN,1,0,1,0,350,507,500000.0
H489,CLOSED,0,1,0,0,0,0,0.0
H490,OPEN,1,0,1,0,666,3184,500000.0
H491,CLOSED,0,1,0,0,0,0,0.0
H492,OPEN,1,0,1,0,433,811,500000.0
H493,OPEN,1,0,1,0,367,573,500000.0
H494,OPEN,1,0,0,1,248,299,500000.0
H495,CLOSED,0,1,1,0,0,0,0.0
H496,CLOSED,0,1,1,0,0,0,0.0
H497,OPEN,1,0,0,1,571,1451,500000.0
H498,CLOSED,0,1,0,0,0,0,0.0
H499,OPEN,1,0,1,0,501,1055,500000.0
H500,OPEN,1,0,1,0,676,3276,500000.0
