zip_id,part_id,Q_ik,b_ik
Z00010,P0131,1,2
Z00010,P0140,1,2
Z00011,P0005,1,3
Z00011,P0007,1,1
Z00011,P0027,1,1
Z00011,P0041,1,2
Z00011,P0058,1,1
Z00011,P0064,1,2
Z00011,P0066,1,1
Z00011,P0090,1,2
Z00011,P0108,1,2
Z00011,P0113,1,3
Z00011,P0123,1,1
Z00011,P0135,1,3
Z00011,P0147,1,3
Z00011,P0149,1,1
Z00012,P0006,1,1
Z00012,P0007,1,2
Z00012,P0023,1,2
Z00012,P0034,1,2
Z00012,P0040,1,10
Z00012,P0041,1,2
Z00012,P0042,1,7
Z00012,P0071,1,3
Z00012,P0083,1,2
Z00012,P0106,1,3
Z00012,P0108,1,3
Z00012,P0131,1,1
Z00012,P0133,1,2
Z00012,P0139,1,4
Z00012,P0144,1,5
Z00012,P0150,1,2
Z00013,P0002,1,2
Z00013,P0008,1,4
Z00013,P0011,1,3
Z00013,P0016,1,1
Z00013,P0018,1,2
Z00013,P0021,1,1
Z00013,P0029,1,2
Z00013,P0034,1,2
Z00013,P0040,1,3
Z00013,P0047,1,1
Z00013,P0048,1,2
Z00013,P0049,1,3
Z00013,P0059,1,2
Z00013,P0079,1,1
Z00013,P0096,1,3
Z00013,P0100,1,2
Z00013,P0105,1,4
Z00013,P0111,1,1
Z00013,P0139,1,3
Z00014,P0003,1,2
Z00014,P0004,1,1
Z00014,P0034,1,3
Z00014,P0061,1,3
Z00014,P0064,1,1
Z00014,P0121,1,1
Z00014,P0139,1,3
Z00015,P0025,1,2
Z00015,P0032,1,4
Z00015,P0039,1,2
Z00015,P0050,1,3
Z00015,P0052,1,2
Z00015,P0068,1,1
Z00015,P0071,1,2
Z00015,P0076,1,1
Z00015,P0096,1,3
Z00015,P0115,1,1
Z00015,P0142,1,3
Z00015,P0145,1,4
Z00015,P0149,1,2
Z00016,P0007,1,4
Z00016,P0008,1,7
Z00016,P0012,1,1
Z00016,P0020,1,3
Z00016,P0023,1,3
Z00016,P0024,1,2
Z00016,P0028,1,2
Z00016,P0049,1,2
Z00016,P0060,1,3
Z00016,P0061,1,2
Z00016,P0068,1,2
Z00016,P0071,1,4
Z00016,P0074,1,3
Z00016,P0083,1,5
Z00016,P0090,1,1
Z00016,P0112,1,1
Z00016,P0114,1,2
Z00016,P0130,1,1
Z00016,P0139,1,4
Z00017,P0002,1,2
Z00017,P0007,1,4
Z00017,P0008,1,5
Z00017,P0011,1,2
Z00017,P0044,1,5
Z00017,P0050,1,2
Z00017,P0061,1,2
Z00017,P0077,1,2
Z00017,P0082,1,2
Z00017,P0094,1,2
Z00017,P0095,1,1
Z00017,P0102,1,2
Z00017,P0104,1,4
Z00017,P0113,1,4
Z00017,P0115,1,1
Z00017,P0117,1,2
Z00017,P0118,1,2
Z00017,P0132,1,1
Z00017,P0136,1,1
Z00017,P0142,1,5
Z00017,P0143,1,1
Z00017,P0149,1,2
Z00017,P0150,1,8
Z00018,P0004,1,3
Z00018,P0011,1,2
Z00018,P0023,1,2
Z00018,P0046,1,2
Z00018,P0068,1,3
Z00018,P0107,1,5
Z00018,P0141,1,3
Z00018,P0147,1,4
Z00019,P0002,1,1
Z00019,P0004,1,4
Z00019,P0005,1,6
Z00019,P0011,1,8
Z00019,P0012,1,2
Z00019,P0023,1,1
Z00019,P0040,1,4
Z00019,P0047,1,2
Z00019,P0053,1,2
Z00019,P0055,1,2
Z00019,P0059,1,1
Z00019,P0067,1,2
Z00019,P0071,1,4
Z00019,P0091,1,2
Z00019,P0101,1,5
Z00019,P0104,1,3
Z00019,P0107,1,2
Z00019,P0132,1,1
Z00019,P0144,1,4
Z00020,P0001,1,3
Z00020,P0008,1,4
Z00020,P0025,1,3
Z00020,P0046,1,2
Z00020,P0075,1,2
Z00020,P0077,1,3
Z00020,P0080,1,1
Z00020,P0093,1,3
Z00020,P0104,1,4
Z00020,P0109,1,1
Z00020,P0135,1,4
Z00021,P0008,1,2
Z00021,P0009,1,2
Z00021,P0016,1,2
Z00021,P0025,1,1
Z00021,P0028,1,5
Z00021,P0034,1,2
Z00021,P0040,1,3
Z00021,P0044,1,5
Z00021,P0049,1,6
Z00021,P0054,1,1
Z00021,P0057,1,2
Z00021,P0060,1,2
Z00021,P0063,1,2
Z00021,P0075,1,4
Z00021,P0083,1,4
Z00021,P0084,1,4
Z00021,P0088,1,1
Z00021,P0091,1,4
Z00021,P0103,1,4
Z00021,P0107,1,4
Z00021,P0118,1,2
Z00021,P0128,1,2
Z00021,P0132,1,3
Z00021,P0150,1,2
Z00022,P0008,1,2
Z00022,P0017,1,4
Z00022,P0025,1,2
Z00022,P0057,1,3
Z00022,P0067,1,1
Z00022,P0088,1,1
Z00022,P0133,1,3
Z00022,P0147,1,4
Z00023,P0007,1,1
Z00023,P0011,1,1
Z00023,P0028,1,4
Z00023,P0039,1,2
Z00023,P0046,1,1
Z00023,P0062,1,1
Z00023,P0065,1,3
Z00023,P0083,1,1
Z00023,P0118,1,5
Z00023,P0123,1,2
Z00024,P0001,1,2
Z00024,P0007,1,2
Z00024,P0034,1,3
Z00024,P0040,1,3
Z00024,P0042,1,5
Z00024,P0058,1,2
Z00024,P0059,1,2
Z00024,P0104,1,1
Z00024,P0105,1,1
Z00025,P0001,1,4
Z00025,P0006,1,3
Z00025,P0009,1,6
Z00025,P0011,1,2
Z00025,P0042,1,2
Z00025,P0049,1,7
Z00025,P0063,1,1
Z00025,P0070,1,2
Z00025,P0071,1,4
Z00025,P0084,1,1
Z00025,P0087,1,3
Z00025,P0089,1,1
Z00025,P0093,1,2
Z00025,P0105,1,4
Z00025,P0107,1,3
Z00025,P0108,1,4
Z00025,P0133,1,2
Z00025,P0150,1,2
Z00026,P0028,1,3
Z00026,P0107,1,7
Z00026,P0111,1,2
Z00026,P0114,1,4
Z00026,P0128,1,2
Z00026,P0129,1,2
Z00027,P0007,1,3
Z00027,P0022,1,3
Z00027,P0040,1,4
Z00027,P0048,1,3
Z00027,P0059,1,3
Z00027,P0069,1,1
Z00027,P0073,1,2
Z00027,P0075,1,5
Z00027,P0078,1,3
Z00027,P0092,1,2
Z00027,P0114,1,2
Z00027,P0124,1,2
Z00027,P0132,1,2
Z00027,P0134,1,2
Z00027,P0135,1,2
Z00027,P0142,1,3
Z00027,P0147,1,2
Z00028,P0003,1,3
Z00028,P0007,1,3
Z00028,P0026,1,2
Z00028,P0028,1,1
Z00028,P0039,1,2
Z00028,P0040,1,4
Z00028,P0065,1,3
Z00028,P0071,1,3
Z00028,P0090,1,4
Z00028,P0100,1,1
Z00028,P0105,1,2
Z00028,P0116,1,1
Z00028,P0127,1,2
Z00028,P0135,1,2
Z00029,P0018,1,1
Z00029,P0020,1,3
Z00029,P0032,1,5
Z00029,P0040,1,3
Z00029,P0042,1,4
Z00029,P0064,1,1
Z00029,P0065,1,3
Z00029,P0128,1,3
Z00030,P0005,1,1
Z00030,P0008,1,4
Z00030,P0009,1,2
Z00030,P0010,1,2
Z00030,P0012,1,1
Z00030,P0018,1,1
Z00030,P0039,1,1
Z00030,P0045,1,2
Z00030,P0063,1,5
Z00030,P0071,1,5
Z00030,P0078,1,2
Z00030,P0080,1,5
Z00030,P0081,1,3
Z00030,P0083,1,2
Z00030,P0093,1,2
Z00030,P0096,1,2
Z00030,P0098,1,3
Z00030,P0107,1,4
Z00030,P0109,1,3
Z00030,P0114,1,6
Z00030,P0118,1,1
Z00030,P0124,1,2
Z00030,P0125,1,1
Z00030,P0141,1,4
Z00030,P0144,1,2
Z00030,P0148,1,1
Z00031,P0002,1,3
Z00031,P0010,1,2
Z00031,P0012,1,3
Z00031,P0024,1,2
Z00031,P0041,1,3
Z00031,P0044,1,5
Z00031,P0078,1,2
Z00031,P0084,1,2
Z00031,P0090,1,2
Z00031,P0101,1,3
Z00031,P0135,1,5
Z00032,P0007,1,2
Z00032,P0009,1,2
Z00032,P0030,1,2
Z00032,P0036,1,1
Z00032,P0044,1,4
Z00032,P0045,1,1
Z00032,P0047,1,2
Z00032,P0054,1,1
Z00032,P0063,1,5
Z00032,P0069,1,4
Z00032,P0074,1,2
Z00032,P0081,1,2
Z00032,P0086,1,2
Z00032,P0089,1,3
Z00032,P0105,1,1
Z00032,P0113,1,7
Z00032,P0122,1,2
Z00032,P0128,1,3
Z00032,P0133,1,1
Z00032,P0134,1,1
Z00032,P0135,1,4
Z00033,P0003,1,2
Z00033,P0007,1,3
Z00033,P0008,1,3
Z00033,P0013,1,1
Z00033,P0040,1,1
Z00033,P0044,1,1
Z00033,P0047,1,2
Z00033,P0065,1,1
Z00033,P0086,1,3
Z00033,P0118,1,1
Z00033,P0128,1,3
Z00034,P0012,1,2
Z00034,P0016,1,1
Z00034,P0020,1,4
Z00034,P0027,1,2
Z00034,P0039,1,2
Z00034,P0041,1,3
Z00034,P0049,1,2
Z00034,P0058,1,3
Z00034,P0065,1,1
Z00034,P0071,1,2
Z00034,P0077,1,3
Z00034,P0079,1,4
Z00034,P0115,1,3
Z00034,P0141,1,5
Z00034,P0145,1,4
Z00034,P0150,1,4
Z00035,P0001,1,2
Z00035,P0006,1,3
Z00035,P0010,1,2
Z00035,P0011,1,2
Z00035,P0024,1,1
Z00035,P0031,1,1
Z00035,P0033,1,1
Z00035,P0042,1,4
Z00035,P0049,1,4
Z00035,P0069,1,3
Z00035,P0071,1,3
Z00035,P0073,1,1
Z00035,P0078,1,1
Z00035,P0086,1,3
Z00035,P0090,1,3
Z00035,P0111,1,1
Z00035,P0113,1,2
Z00035,P0114,1,1
Z00035,P0128,1,1
Z00035,P0149,1,4
Z00035,P0150,1,3
Z00036,P0010,1,2
Z00036,P0012,1,2
Z00036,P0028,1,3
Z00036,P0044,1,6
Z00036,P0045,1,1
Z00036,P0060,1,3
Z00036,P0062,1,2
Z00036,P0064,1,2
Z00036,P0065,1,1
Z00036,P0084,1,2
Z00036,P0091,1,2
Z00036,P0093,1,2
Z00036,P0102,1,2
Z00036,P0111,1,2
Z00036,P0118,1,3
Z00036,P0128,1,3
Z00036,P0135,1,4
Z00036,P0144,1,1
Z00036,P0147,1,4
Z00037,P0005,1,2
Z00037,P0006,1,1
Z00037,P0007,1,4
Z00037,P0008,1,3
Z00037,P0030,1,3
Z00037,P0035,1,1
Z00037,P0036,1,1
Z00037,P0039,1,3
Z00037,P0042,1,3
Z00037,P0046,1,2
Z00037,P0049,1,5
Z00037,P0050,1,2
Z00037,P0068,1,2
Z00037,P0074,1,3
Z00037,P0076,1,2
Z00037,P0077,1,3
Z00037,P0107,1,2
Z00037,P0115,1,1
Z00037,P0116,1,2
Z00037,P0145,1,2
Z00037,P0149,1,3
Z00038,P0001,1,4
Z00038,P0033,1,1
Z00038,P0039,1,5
Z00038,P0048,1,4
Z00038,P0049,1,5
Z00038,P0055,1,1
Z00038,P0075,1,3
Z00038,P0078,1,1
Z00038,P0094,1,1
Z00038,P0097,1,1
Z00038,P0103,1,2
Z00038,P0117,1,3
Z00038,P0128,1,4
Z00038,P0132,1,1
Z00039,P0004,1,4
Z00039,P0025,1,4
Z00039,P0033,1,3
Z00039,P0039,1,2
Z00039,P0044,1,4
Z00039,P0045,1,3
Z00039,P0048,1,2
Z00039,P0052,1,3
Z00039,P0060,1,2
Z00039,P0062,1,2
Z00039,P0079,1,4
Z00039,P0081,1,4
Z00039,P0084,1,1
Z00039,P0090,1,1
Z00039,P0092,1,3
Z00039,P0124,1,1
Z00039,P0125,1,2
Z00039,P0128,1,2
Z00039,P0139,1,4
Z00039,P0142,1,2
Z00039,P0145,1,2
Z00040,P0004,1,3
Z00040,P0005,1,2
Z00040,P0016,1,1
Z00040,P0042,1,3
Z00040,P0045,1,1
Z00040,P0052,1,2
Z00040,P0056,1,1
Z00040,P0057,1,2
Z00040,P0058,1,1
Z00040,P0062,1,4
Z00040,P0098,1,1
Z00040,P0110,1,1
Z00040,P0121,1,3
Z00040,P0124,1,4
Z00040,P0130,1,2
Z00040,P0131,1,1
Z00040,P0136,1,2
Z00041,P0012,1,4
Z00041,P0029,1,1
Z00041,P0040,1,2
Z00041,P0045,1,2
Z00041,P0057,1,4
Z00041,P0074,1,5
Z00041,P0077,1,1
Z00041,P0082,1,1
Z00041,P0084,1,2
Z00041,P0089,1,1
Z00041,P0091,1,2
Z00041,P0092,1,2
Z00041,P0107,1,3
Z00041,P0109,1,2
Z00041,P0110,1,1
Z00041,P0122,1,1
Z00041,P0124,1,1
Z00041,P0141,1,3
Z00042,P0002,1,2
Z00042,P0009,1,3
Z00042,P0010,1,1
Z00042,P0040,1,6
Z00042,P0041,1,1
Z00042,P0046,1,3
Z00042,P0071,1,2
Z00042,P0075,1,3
Z00042,P0082,1,2
Z00042,P0100,1,3
Z00042,P0114,1,3
Z00042,P0123,1,1
Z00042,P0128,1,2
Z00042,P0133,1,1
Z00042,P0139,1,3
Z00042,P0141,1,3
Z00042,P0142,1,3
Z00042,P0144,1,1
Z00042,P0149,1,2
Z00043,P0007,1,3
Z00043,P0015,1,2
Z00043,P0025,1,2
Z00043,P0034,1,4
Z00043,P0039,1,1
Z00043,P0040,1,2
Z00043,P0045,1,1
Z00043,P0065,1,3
Z00043,P0071,1,1
Z00043,P0079,1,2
Z00043,P0083,1,2
Z00043,P0107,1,3
Z00043,P0128,1,3
Z00043,P0135,1,4
Z00044,P0010,1,2
Z00044,P0011,1,3
Z00044,P0020,1,2
Z00044,P0033,1,2
Z00044,P0067,1,2
Z00044,P0081,1,3
Z00044,P0089,1,5
Z00044,P0107,1,5
Z00044,P0119,1,1
Z00044,P0135,1,2
Z00045,P0003,1,4
Z00045,P0011,1,4
Z00045,P0023,1,1
Z00045,P0028,1,2
Z00045,P0034,1,4
Z00045,P0038,1,3
Z00045,P0044,1,3
Z00045,P0057,1,4
Z00045,P0066,1,2
Z00045,P0068,1,2
Z00045,P0071,1,4
Z00045,P0077,1,2
Z00045,P0079,1,4
Z00045,P0102,1,2
Z00045,P0103,1,5
Z00045,P0105,1,2
Z00045,P0107,1,2
Z00045,P0114,1,1
Z00046,P0001,1,2
Z00046,P0010,1,2
Z00046,P0012,1,4
Z00046,P0016,1,1
Z00046,P0023,1,2
Z00046,P0063,1,3
Z00046,P0068,1,2
Z00046,P0080,1,1
Z00046,P0089,1,1
Z00046,P0096,1,5
Z00046,P0106,1,2
Z00046,P0110,1,2
Z00046,P0113,1,2
Z00046,P0118,1,7
Z00046,P0130,1,2
Z00046,P0138,1,1
Z00046,P0144,1,3
Z00046,P0145,1,4
Z00046,P0149,1,3
Z00047,P0023,1,2
Z00047,P0028,1,1
Z00047,P0032,1,3
Z00047,P0071,1,2
Z00047,P0083,1,2
Z00047,P0086,1,4
Z00047,P0094,1,4
Z00047,P0105,1,1
Z00047,P0121,1,2
Z00047,P0124,1,2
Z00047,P0139,1,2
Z00047,P0140,1,1
Z00048,P0005,1,4
Z00048,P0008,1,2
Z00048,P0015,1,1
Z00048,P0028,1,4
Z00048,P0038,1,3
Z00048,P0042,1,4
Z00048,P0050,1,1
Z00048,P0071,1,3
Z00048,P0074,1,5
Z00048,P0075,1,2
Z00048,P0079,1,1
Z00048,P0084,1,5
Z00048,P0094,1,4
Z00048,P0095,1,6
Z00048,P0098,1,2
Z00048,P0119,1,1
Z00048,P0122,1,1
Z00048,P0134,1,1
Z00049,P0006,1,1
Z00049,P0011,1,1
Z00049,P0028,1,3
Z00049,P0034,1,2
Z00049,P0048,1,2
Z00049,P0089,1,3
Z00049,P0092,1,2
Z00049,P0125,1,1
Z00049,P0135,1,1
Z00049,P0139,1,1
Z00049,P0144,1,5
Z00049,P0150,1,4
Z00050,P0008,1,2
Z00050,P0017,1,1
Z00050,P0023,1,4
Z00050,P0044,1,1
Z00050,P0046,1,4
Z00050,P0048,1,4
Z00050,P0057,1,2
Z00050,P0059,1,1
Z00050,P0081,1,2
Z00050,P0101,1,3
Z00050,P0107,1,4
Z00050,P0112,1,4
Z00050,P0113,1,1
Z00050,P0116,1,1
Z00050,P0120,1,1
Z00050,P0128,1,3
Z00050,P0142,1,2
Z00051,P0001,1,3
Z00051,P0005,1,4
Z00051,P0008,1,2
Z00051,P0020,1,3
Z00051,P0037,1,2
Z00051,P0040,1,5
Z00051,P0052,1,1
Z00051,P0054,1,2
Z00051,P0058,1,2
Z00051,P0060,1,1
Z00051,P0068,1,1
Z00051,P0075,1,2
Z00051,P0081,1,3
Z00051,P0090,1,3
Z00051,P0115,1,1
Z00051,P0127,1,2
Z00051,P0130,1,2
Z00052,P0004,1,1
Z00052,P0011,1,2
Z00052,P0034,1,5
Z00052,P0035,1,1
Z00052,P0049,1,5
Z00052,P0050,1,2
Z00052,P0060,1,2
Z00052,P0062,1,2
Z00052,P0067,1,1
Z00052,P0083,1,3
Z00052,P0117,1,2
Z00052,P0121,1,1
Z00052,P0127,1,3
Z00052,P0128,1,2
Z00052,P0139,1,1
Z00053,P0008,1,6
Z00053,P0012,1,1
Z00053,P0044,1,3
Z00053,P0048,1,4
Z00053,P0057,1,3
Z00053,P0062,1,4
Z00053,P0063,1,3
Z00053,P0072,1,2
Z00053,P0086,1,2
Z00053,P0117,1,3
Z00053,P0129,1,1
Z00053,P0132,1,2
Z00053,P0141,1,3
Z00053,P0145,1,6
Z00054,P0001,1,5
Z00054,P0011,1,2
Z00054,P0029,1,2
Z00054,P0030,1,3
Z00054,P0035,1,3
Z00054,P0046,1,1
Z00054,P0055,1,1
Z00054,P0056,1,2
Z00054,P0076,1,1
Z00054,P0093,1,3
Z00054,P0096,1,1
Z00054,P0117,1,2
Z00054,P0149,1,1
Z00055,P0017,1,2
Z00055,P0032,1,1
Z00055,P0048,1,2
Z00055,P0052,1,2
Z00055,P0058,1,1
Z00055,P0065,1,1
Z00055,P0089,1,3
Z00055,P0095,1,1
Z00055,P0104,1,1
Z00055,P0107,1,3
Z00055,P0122,1,3
Z00055,P0129,1,4
Z00055,P0133,1,2
Z00055,P0144,1,2
Z00055,P0145,1,3
Z00055,P0150,1,2
Z00056,P0005,1,1
Z00056,P0023,1,1
Z00056,P0042,1,4
Z00056,P0055,1,3
Z00056,P0065,1,4
Z00056,P0079,1,2
Z00056,P0083,1,3
Z00056,P0086,1,2
Z00056,P0090,1,2
Z00056,P0108,1,3
Z00056,P0128,1,4
Z00056,P0139,1,2
Z00056,P0142,1,3
Z00056,P0144,1,3
Z00056,P0147,1,4
Z00057,P0005,1,2
Z00057,P0007,1,3
Z00057,P0008,1,4
Z00057,P0017,1,4
Z00057,P0037,1,1
Z00057,P0040,1,4
Z00057,P0052,1,2
Z00057,P0062,1,1
Z00057,P0071,1,5
Z00057,P0081,1,2
Z00057,P0091,1,4
Z00057,P0107,1,3
Z00057,P0109,1,2
Z00057,P0113,1,2
Z00057,P0118,1,2
Z00057,P0128,1,2
Z00057,P0139,1,3
Z00057,P0149,1,3
Z00057,P0150,1,6
Z00058,P0002,1,1
Z00058,P0003,1,1
Z00058,P0005,1,5
Z00058,P0008,1,4
Z00058,P0010,1,5
Z00058,P0020,1,2
Z00058,P0032,1,3
Z00058,P0040,1,3
Z00058,P0042,1,1
Z00058,P0045,1,3
Z00058,P0058,1,2
Z00058,P0060,1,2
Z00058,P0068,1,4
Z00058,P0075,1,3
Z00058,P0076,1,1
Z00058,P0080,1,3
Z00058,P0082,1,3
Z00058,P0086,1,2
Z00058,P0091,1,4
Z00058,P0105,1,1
Z00058,P0107,1,1
Z00058,P0109,1,1
Z00058,P0113,1,1
Z00058,P0114,1,6
Z00058,P0122,1,1
Z00058,P0134,1,1
Z00058,P0140,1,4
Z00058,P0142,1,4
Z00059,P0001,1,1
Z00059,P0006,1,2
Z00059,P0024,1,3
Z00059,P0028,1,5
Z00059,P0035,1,1
Z00059,P0039,1,3
Z00059,P0044,1,5
Z00059,P0057,1,1
Z00059,P0071,1,5
Z00059,P0072,1,1
Z00059,P0082,1,1
Z00059,P0083,1,6
Z00059,P0107,1,1
Z00059,P0115,1,2
Z00059,P0117,1,3
Z00059,P0121,1,2
Z00059,P0128,1,3
Z00059,P0141,1,6
Z00060,P0008,1,5
Z00060,P0013,1,2
Z00060,P0020,1,3
Z00060,P0023,1,1
Z00060,P0043,1,2
Z00060,P0044,1,3
Z00060,P0049,1,2
Z00060,P0058,1,1
Z00060,P0068,1,3
Z00060,P0071,1,2
Z00060,P0074,1,1
Z00060,P0084,1,1
Z00060,P0090,1,5
Z00060,P0105,1,2
Z00060,P0107,1,5
Z00060,P0123,1,1
Z00060,P0135,1,1
Z00060,P0145,1,4
Z00061,P0011,1,1
Z00061,P0019,1,2
Z00061,P0033,1,2
Z00061,P0041,1,3
Z00061,P0042,1,8
Z00061,P0045,1,2
Z00061,P0050,1,1
Z00061,P0062,1,2
Z00061,P0071,1,5
Z00061,P0074,1,2
Z00061,P0078,1,7
Z00061,P0102,1,3
Z00061,P0104,1,1
Z00061,P0118,1,2
Z00061,P0135,1,3
Z00061,P0139,1,2
Z00061,P0140,1,2
Z00062,P0010,1,3
Z00062,P0040,1,6
Z00062,P0045,1,1
Z00062,P0048,1,5
Z00062,P0065,1,2
Z00062,P0080,1,2
Z00062,P0089,1,2
Z00062,P0095,1,2
Z00062,P0100,1,3
Z00062,P0122,1,1
Z00062,P0136,1,2
Z00062,P0144,1,4
Z00063,P0002,1,1
Z00063,P0003,1,2
Z00063,P0008,1,3
Z00063,P0010,1,2
Z00063,P0023,1,4
Z00063,P0030,1,1
Z00063,P0031,1,2
Z00063,P0048,1,1
Z00063,P0052,1,1
Z00063,P0063,1,2
Z00063,P0071,1,4
Z00063,P0078,1,2
Z00063,P0079,1,2
Z00063,P0081,1,4
Z00063,P0083,1,3
Z00063,P0090,1,2
Z00063,P0097,1,2
Z00063,P0104,1,3
Z00063,P0117,1,2
Z00063,P0121,1,2
Z00063,P0135,1,3
Z00063,P0142,1,2
Z00064,P0006,1,2
Z00064,P0010,1,2
Z00064,P0032,1,2
Z00064,P0036,1,2
Z00064,P0044,1,1
Z00064,P0046,1,4
Z00064,P0061,1,2
Z00064,P0081,1,3
Z00064,P0090,1,4
Z00064,P0092,1,2
Z00064,P0107,1,1
Z00064,P0149,1,3
Z00065,P0003,1,2
Z00065,P0005,1,2
Z00065,P0007,1,2
Z00065,P0008,1,5
Z00065,P0009,1,1
Z00065,P0010,1,5
Z00065,P0017,1,3
Z00065,P0019,1,1
Z00065,P0020,1,1
Z00065,P0031,1,2
Z00065,P0041,1,2
Z00065,P0044,1,2
Z00065,P0046,1,2
Z00065,P0065,1,2
Z00065,P0066,1,3
Z00065,P0071,1,3
Z00065,P0073,1,5
Z00065,P0078,1,2
Z00065,P0091,1,3
Z00065,P0101,1,1
Z00065,P0103,1,4
Z00065,P0130,1,4
Z00066,P0008,1,1
Z00066,P0021,1,3
Z00066,P0041,1,3
Z00066,P0044,1,1
Z00066,P0045,1,2
Z00066,P0049,1,3
Z00066,P0056,1,2
Z00066,P0059,1,4
Z00066,P0067,1,2
Z00066,P0074,1,5
Z00066,P0095,1,1
Z00066,P0102,1,2
Z00066,P0107,1,3
Z00066,P0113,1,1
Z00066,P0137,1,1
Z00066,P0146,1,2
Z00066,P0148,1,1
Z00067,P0034,1,3
Z00067,P0042,1,3
Z00067,P0045,1,2
Z00067,P0057,1,1
Z00067,P0078,1,1
Z00067,P0086,1,2
Z00067,P0133,1,2
Z00067,P0138,1,1
Z00067,P0150,1,4
Z00068,P0008,1,4
Z00068,P0017,1,2
Z00068,P0025,1,3
Z00068,P0034,1,1
Z00068,P0046,1,3
Z00068,P0049,1,6
Z00068,P0065,1,2
Z00068,P0078,1,1
Z00068,P0083,1,1
Z00068,P0100,1,3
Z00068,P0115,1,2
Z00068,P0135,1,2
Z00069,P0008,1,3
Z00069,P0026,1,2
Z00069,P0033,1,2
Z00069,P0046,1,3
Z00069,P0049,1,4
Z00069,P0074,1,3
Z00069,P0090,1,2
Z00069,P0095,1,1
Z00069,P0101,1,1
Z00069,P0108,1,3
Z00069,P0142,1,1
Z00069,P0150,1,2
Z00070,P0005,1,6
Z00070,P0006,1,2
Z00070,P0009,1,2
Z00070,P0013,1,3
Z00070,P0029,1,1
Z00070,P0033,1,3
Z00070,P0071,1,3
