zip_id,hub_id,d_ij
Z00009,H017,4959.81
Z00009,H018,528.77
Z00009,H019,5871.85
Z00009,H020,6051.71
Z00009,H021,5707.93
Z00009,H022,4522.77
Z00009,H023,6999.62
Z00009,H024,4544.77
Z00009,H025,4664.33
Z00009,H026,6270.41
Z00009,H027,2638.92
Z00009,H028,3177.54
Z00009,H029,283.36
Z00009,H030,957.37
Z00009,H031,6400.41
Z00009,H032,499.3
Z00009,H033,4198.74
Z00009,H034,4197.61
Z00009,H035,3698.23
Z00009,H036,5682.76
Z00009,H037,542.53
Z00009,H038,303.77
Z00009,H039,5441.95
Z00009,H040,5026.08
Z00009,H041,385.72
Z00009,H042,6140.97
Z00009,H043,4892.71
Z00009,H044,5270.05
Z00009,H045,4412.36
Z00009,H046,10283.07
Z00009,H047,2464.94
Z00009,H048,5730.83
Z00009,H049,529.47
Z00009,H050,3901.08
Z00010,H001,4142.76
Z00010,H002,266.17
Z00010,H003,1296.9
Z00010,H004,11522.17
Z00010,H005,515.13
Z00010,H006,5102.76
Z00010,H007,4871.7
Z00010,H008,541.34
Z00010,H009,10284.59
Z00010,H010,767.57
Z00010,H011,6869.28
Z00010,H012,1989.28
Z00010,H013,5802.18
Z00010,H014,1174.82
Z00010,H015,4159.97
Z00010,H016,4137.83
Z00010,H017,4935.44
Z00010,H018,490.07
Z00010,H019,5830.96
Z00010,H020,6284.79
Z00010,H021,5977.6
Z00010,H022,4689.26
Z00010,H023,7193.65
Z00010,H024,4536.85
Z00010,H025,4876.51
Z00010,H026,6472.06
Z00010,H027,2731.39
Z00010,H028,2924.05
Z00010,H029,217.34
Z00010,H030,655.76
Z00010,H031,6671.83
Z00010,H032,392.19
Z00010,H033,4211.11
Z00010,H034,4349.96
Z00010,H035,3632.6
Z00010,H036,5983.84
Z00010,H037,833.21
Z00010,H038,5.56
Z00010,H039,5474.45
Z00010,H040,5129.59
Z00010,H041,543.6
Z00010,H042,5844.89
Z00010,H043,5000.93
Z00010,H044,5568.46
Z00010,H045,4388.28
Z00010,H046,10534.22
Z00010,H047,2609.52
Z00010,H048,6032.7
Z00010,H049,636.81
Z00010,H050,3836.15
Z00011,H001,694.94
Z00011,H002,4690.8
Z00011,H003,3614.15
Z00011,H004,7247.06
Z00011,H005,4776.78
Z00011,H006,3038.6
Z00011,H007,104.49
Z00011,H008,4340.33
Z00011,H009,5869.98
Z00011,H010,4009.97
Z00011,H011,9257.16
Z00011,H012,3075.08
Z00011,H013,5013.28
Z00011,H014,5349.27
Z00011,H015,8745.06
Z00011,H016,8469.84
Z00011,H017,9201.79
Z00011,H018,5158.28
Z00011,H019,10072.35
Z00011,H020,2064.95
Z00011,H021,2563.12
Z00011,H022,306.36
Z00011,H023,2509.1
Z00011,H024,8749.79
Z00011,H025,1014.06
Z00011,H026,1884.89
Z00011,H027,2106.9
Z00011,H028,4960.16
Z00011,H029,4900.09
Z00011,H030,5085.79
Z00011,H031,2999.87
Z00011,H032,4442.03
Z00011,H033,8338.41
Z00011,H034,439.02
Z00011,H035,8228.92
Z00011,H036,3955.33
Z00011,H037,4564.94
Z00011,H038,4782.23
Z00011,H039,9143.93
Z00011,H040,8188.84
Z00011,H041,4257.49
Z00011,H042,8650.16
Z00011,H043,8059.34
Z00011,H044,3521.42
Z00011,H045,8724.95
Z00011,H046,5910.79
Z00011,H047,2168.68
Z00011,H048,4194.67
Z00011,H049,4142.03
Z00011,H050,8420.35
Z00012,H001,2351.93
Z00012,H002,6326.31
Z00012,H003,5398.14
Z00012,H004,5453.71
Z00012,H005,6540.56
Z00012,H006,2787.42
Z00012,H007,1726.46
Z00012,H008,5968.37
Z00012,H009,4053.23
Z00012,H010,5700.61
Z00012,H011,9818.89
Z00012,H012,4898.42
Z00012,H013,5847.59
Z00012,H014,7159.21
Z00012,H015,9845.12
Z00012,H016,9345.5
Z00012,H017,9767.36
Z00012,H018,6772.1
Z00012,H019,10179.38
Z00012,H020,729.09
Z00012,H021,1665.08
Z00012,H022,1817.77
Z00012,H023,734.74
Z00012,H024,9424.15
Z00012,H025,1619.12
Z00012,H026,106.81
Z00012,H027,3911.73
Z00012,H028,6682.79
Z00012,H029,6546.65
Z00012,H030,6854.14
Z00012,H031,1641.63
Z00012,H032,6166.01
Z00012,H033,9065.96
Z00012,H034,2194.04
Z00012,H035,9446.56
Z00012,H036,3177.95
Z00012,H037,6071.2
Z00012,H038,6465.61
Z00012,H039,9186.74
Z00012,H040,8214.57
Z00012,H041,5919.88
Z00012,H042,9788.04
Z00012,H043,8135.63
Z00012,H044,2964.43
Z00012,H045,9531.7
Z00012,H046,4134.77
Z00012,H047,3888.02
Z00012,H048,3408.36
Z00012,H049,5827.28
Z00012,H050,9587.48
Z00013,H001,7556.03
Z00013,H002,4954.88
Z00013,H003,6258.69
Z00013,H004,6923.63
Z00013,H005,5501.22
Z00013,H006,5455.98
Z00013,H007,8154.6
Z00013,H008,5138.48
Z00013,H009,7305.4
Z00013,H010,5561.78
Z00013,H011,6870.66
Z00013,H012,6921.35
Z00013,H013,10242.93
Z00013,H014,5605.75
Z00013,H015,2292.6
Z00013,H016,1755.86
Z00013,H017,1655.78
Z00013,H018,4610.51
Z00013,H019,2079.36
Z00013,H020,7451.73
Z00013,H021,6514.83
Z00013,H022,7845.01
Z00013,H023,8400.13
Z00013,H024,1505.3
Z00013,H025,7298.68
Z00013,H026,8081.46
Z00013,H027,7180.65
Z00013,H028,7521.89
Z00013,H029,4874.46
Z00013,H030,5371.29
Z00013,H031,6670.57
Z00013,H032,5460.04
Z00013,H033,1420.64
Z00013,H034,7819.37
Z00013,H035,2435.51
Z00013,H036,5031.02
Z00013,H037,4649.24
Z00013,H038,5086.69
Z00013,H039,1047.83
Z00013,H040,49.87
Z00013,H041,5307.57
Z00013,H042,6760.98
Z00013,H043,97.04
Z00013,H044,5215.99
Z00013,H045,1728.29
Z00013,H046,7687.3
Z00013,H047,6764.8
Z00013,H048,4815.25
Z00013,H049,5462.6
Z00013,H050,2347.52
Z00014,H001,4390.76
Z00014,H002,894.5
Z00014,H003,1356.33
Z00014,H004,12129.96
Z00014,H005,208.75
Z00014,H006,5663.38
Z00014,H007,5070.9
Z00014,H008,1104.96
Z00014,H009,10739.79
Z00014,H010,1136.3
Z00014,H011,6309.37
Z00014,H012,1964.23
Z00014,H013,5275.72
Z00014,H014,567.48
Z00014,H015,4202.55
Z00014,H016,4285.77
Z00014,H017,5054.03
Z00014,H018,936.64
Z00014,H019,5898.42
Z00014,H020,6663.49
Z00014,H021,6459.91
Z00014,H022,4930.17
Z00014,H023,7460.75
Z00014,H024,4696.68
Z00014,H025,5220.17
Z00014,H026,6768.65
Z00014,H027,2866.05
Z00014,H028,2345.25
Z00014,H029,784.97
Z00014,H030,117.78
Z00014,H031,7154.59
Z00014,H032,651.74
Z00014,H033,4417.68
Z00014,H034,4565.74
Z00014,H035,3696.35
Z00014,H036,6583.31
Z00014,H037,1461.8
Z00014,H038,628.08
Z00014,H039,5696.15
Z00014,H040,5489.32
Z00014,H041,1030.39
Z00014,H042,5274.67
Z00014,H043,5370.82
Z00014,H044,6152.24
Z00014,H045,4518.89
Z00014,H046,10875.9
Z00014,H047,2855.69
Z00014,H048,6642.46
Z00014,H049,1040.32
Z00014,H050,3895.72
Z00015,H001,1615.6
Z00015,H002,2462.37
Z00015,H003,1450.68
Z00015,H004,9408.74
Z00015,H005,2576.05
Z00015,H006,3558.68
Z00015,H007,2330.08
Z00015,H008,2118.04
Z00015,H009,7990.52
Z00015,H010,1774.91
Z00015,H011,8480.54
Z00015,H012,1148.18
Z00015,H013,5220.6
Z00015,H014,3223.54
Z00015,H015,6601.16
Z00015,H016,6442.93
Z00015,H017,7239.06
Z00015,H018,2932.0
Z00015,H019,8168.21
Z00015,H020,3926.82
Z00015,H021,3924.37
Z00015,H022,2159.42
Z00015,H023,4687.13
Z00015,H024,6795.04
Z00015,H025,2473.37
Z00015,H026,3990.55
Z00015,H027,449.54
Z00015,H028,3562.43
Z00015,H029,2667.91
Z00015,H030,2889.69
Z00015,H031,4582.01
Z00015,H032,2213.79
Z00015,H033,6406.73
Z00015,H034,1809.58
Z00015,H035,6071.57
Z00015,H036,4662.19
Z00015,H037,2408.81
Z00015,H038,2547.17
Z00015,H039,7520.3
Z00015,H040,6807.61
Z00015,H041,2025.32
Z00015,H042,7497.95
Z00015,H043,6662.21
Z00015,H044,4148.09
Z00015,H045,6705.16
Z00015,H046,8099.28
Z00015,H047,84.21
Z00015,H048,4832.83
Z00015,H049,1907.09
Z00015,H050,6271.55
Z00016,H001,3426.26
Z00016,H002,650.49
Z00016,H003,757.88
Z00016,H004,11022.09
Z00016,H005,909.06
Z00016,H006,4571.07
Z00016,H007,4157.7
Z00016,H008,365.42
Z00016,H009,9644.94
Z00016,H010,62.96
Z00016,H011,7403.79
Z00016,H012,1431.52
Z00016,H013,5672.03
Z00016,H014,1666.16
Z00016,H015,4824.34
Z00016,H016,4749.48
Z00016,H017,5553.68
Z00016,H018,1117.62
Z00016,H019,6467.58
Z00016,H020,5594.58
Z00016,H021,5348.73
Z00016,H022,3972.76
Z00016,H023,6479.3
Z00016,H024,5135.33
Z00016,H025,4172.23
Z00016,H026,5760.56
Z00016,H027,2044.75
Z00016,H028,3004.84
Z00016,H029,842.71
Z00016,H030,1199.07
Z00016,H031,6043.8
Z00016,H032,461.26
Z00016,H033,4783.27
Z00016,H034,3635.07
Z00016,H035,4293.71
Z00016,H036,5534.62
Z00016,H037,863.66
Z00016,H038,721.92
Z00016,H039,6014.28
Z00016,H040,5544.47
Z00016,H041,212.3
Z00016,H042,6364.57
Z00016,H043,5407.0
Z00016,H044,5081.0
Z00016,H045,5006.55
Z00016,H046,9847.16
Z00016,H047,1895.11
Z00016,H048,5617.55
Z00016,H049,80.41
Z00016,H050,4496.71
Z00017,H001,5177.57
Z00017,H002,6034.6
Z00017,H003,4962.56
Z00017,H004,7266.93
Z00017,H005,5333.84
Z00017,H006,7911.19
Z00017,H007,4914.9
Z00017,H008,5982.82
Z00017,H009,7157.5
Z00017,H010,5618.88
Z00017,H011,4416.7
Z00017,H012,4459.71
Z00017,H013,159.73
Z00017,H014,5015.95
Z00017,H015,8122.16
Z00017,H016,8624.76
Z00017,H017,8912.39
Z00017,H018,6242.99
Z00017,H019,8953.76
Z00017,H020,6374.3
Z00017,H021,7222.95
Z00017,H022,5167.34
Z00017,H023,5730.44
Z00017,H024,8923.4
Z00017,H025,5884.3
Z00017,H026,5795.09
Z00017,H027,4702.66
Z00017,H028,3020.68
Z00017,H029,6034.88
Z00017,H030,5368.19
Z00017,H031,7328.78
Z00017,H032,5528.13
Z00017,H033,8950.79
Z00017,H034,4990.6
Z00017,H035,7934.61
Z00017,H036,8754.94
Z00017,H037,6502.56
Z00017,H038,5828.01
Z00017,H039,9772.56
Z00017,H040,10373.88
Z00017,H041,5810.15
Z00017,H042,4101.39
Z00017,H043,10327.97
Z00017,H044,8375.06
Z00017,H045,8688.2
Z00017,H046,6748.54
Z00017,H047,5181.91
Z00017,H048,8998.67
Z00017,H049,5674.21
Z00017,H050,8031.24
Z00018,H001,3701.15
Z00018,H002,564.09
Z00018,H003,805.97
Z00018,H004,11369.45
Z00018,H005,561.82
Z00018,H006,4918.07
Z00018,H007,4414.82
Z00018,H008,486.09
Z00018,H009,9980.86
Z00018,H010,369.06
Z00018,H011,7056.41
Z00018,H012,1500.71
Z00018,H013,5507.73
Z00018,H014,1317.85
Z00018,H015,4651.73
Z00018,H016,4627.04
Z00018,H017,5426.0
Z00018,H018,969.01
Z00018,H019,6323.23
Z00018,H020,5916.58
Z00018,H021,5692.67
Z00018,H022,4246.55
Z00018,H023,6768.25
Z00018,H024,5024.17
Z00018,H025,4483.77
Z00018,H026,6058.16
Z00018,H027,2250.49
Z00018,H028,2744.12
Z00018,H029,681.56
Z00018,H030,858.55
Z00018,H031,6387.37
Z00018,H032,126.5
Z00018,H033,4692.48
Z00018,H034,3897.06
Z00018,H035,4124.75
Z00018,H036,5873.57
Z00018,H037,992.46
Z00018,H038,497.89
Z00018,H039,5949.12
Z00018,H040,5559.44
Z00018,H041,334.88
Z00018,H042,6017.64
Z00018,H043,5426.75
Z00018,H044,5424.4
Z00018,H045,4878.57
Z00018,H046,10161.81
Z00018,H047,2160.35
Z00018,H048,5951.21
Z00018,H049,282.86
Z00018,H050,4328.28
Z00019,H001,3083.55
Z00019,H002,7074.04
Z00019,H003,6121.53
Z00019,H004,4732.7
Z00019,H005,7273.1
Z00019,H006,3256.67
Z00019,H007,2416.34
Z00019,H008,6716.09
Z00019,H009,3351.38
Z00019,H010,6444.84
Z00019,H011,9444.97
Z00019,H012,5593.68
Z00019,H013,5884.61
Z00019,H014,7868.71
Z00019,H015,10385.52
Z00019,H016,9828.84
Z00019,H017,10062.68
Z00019,H018,7519.63
Z00019,H019,10185.57
Z00019,H020,1190.55
Z00019,H021,2044.77
Z00019,H022,2542.23
Z00019,H023,14.09
Z00019,H024,9811.31
Z00019,H025,2362.11
Z00019,H026,751.12
Z00019,H027,4622.5
Z00019,H028,7192.11
Z00019,H029,7294.28
Z00019,H030,7585.74
Z00019,H031,1742.96
Z00019,H032,6906.81
Z00019,H033,9508.94
Z00019,H034,2908.9
Z00019,H035,10065.77
Z00019,H036,3397.16
Z00019,H037,6813.98
Z00019,H038,7211.52
Z00019,H039,9322.16
Z00019,H040,8435.03
Z00019,H041,6666.49
Z00019,H042,9703.24
Z00019,H043,8382.91
Z00019,H044,3302.25
Z00019,H045,9967.47
Z00019,H046,3403.63
Z00019,H047,4623.98
Z00019,H048,3601.94
Z00019,H049,6572.2
Z00019,H050,10177.78
Z00020,H001,3948.32
Z00020,H002,573.45
Z00020,H003,1673.9
Z00020,H004,10695.93
Z00020,H005,1342.39
Z00020,H006,4397.02
Z00020,H007,4713.71
Z00020,H008,566.58
Z00020,H009,9612.11
Z00020,H010,975.22
Z00020,H011,7579.12
Z00020,H012,2331.95
Z00020,H013,6536.12
Z00020,H014,1995.93
Z00020,H015,4134.54
Z00020,H016,3971.24
Z00020,H017,4772.02
Z00020,H018,749.67
Z00020,H019,5699.74
Z00020,H020,5827.03
Z00020,H021,5379.49
Z00020,H022,4480.24
Z00020,H023,6859.0
Z00020,H024,4335.06
Z00020,H025,4511.59
Z00020,H026,6121.62
Z00020,H027,2792.17
Z00020,H028,3730.93
Z00020,H029,704.62
Z00020,H030,1480.94
Z00020,H031,6060.45
Z00020,H032,1028.9
Z00020,H033,3960.27
Z00020,H034,4191.77
Z00020,H035,3608.52
Z00020,H036,5206.76
Z00020,H037,67.53
Z00020,H038,836.83
Z00020,H039,5152.46
Z00020,H040,4634.19
Z00020,H041,741.27
Z00020,H042,6580.39
Z00020,H043,4495.45
Z00020,H044,4819.95
Z00020,H045,4233.01
Z00020,H046,9948.64
Z00020,H047,2522.68
Z00020,H048,5238.02
Z00020,H049,889.1
Z00020,H050,3805.58
Z00021,H001,9288.34
Z00021,H002,7025.69
Z00021,H003,7156.98
Z00021,H004,6526.95
Z00021,H005,6409.31
Z00021,H006,11879.16
Z00021,H007,9220.62
Z00021,H008,7310.23
Z00021,H009,7762.49
Z00021,H010,7317.99
Z00021,H011,110.2
Z00021,H012,7231.03
Z00021,H013,4185.8
Z00021,H014,5650.95
Z00021,H015,5041.59
Z00021,H016,5608.12
Z00021,H017,5309.17
Z00021,H018,6751.04
Z00021,H019,4877.04
Z00021,H020,10508.56
Z00021,H021,11446.16
Z00021,H022,9438.07
Z00021,H023,9446.83
Z00021,H024,5612.83
Z00021,H025,10172.37
Z00021,H026,9879.12
Z00021,H027,8092.87
Z00021,H028,4809.1
Z00021,H029,6830.06
Z00021,H030,6150.49
Z00021,H031,11079.78
Z00021,H032,6859.0
Z00021,H033,5929.02
Z00021,H034,9179.54
Z00021,H035,5288.11
Z00021,H036,11749.35
Z00021,H037,7529.08
Z00021,H038,6778.15
Z00021,H039,5893.97
Z00021,H040,6876.17
Z00021,H041,7247.08
Z00021,H042,943.52
Z00021,H043,6956.05
Z00021,H044,12127.27
Z00021,H045,5468.5
Z00021,H046,7407.31
Z00021,H047,8449.5
Z00021,H048,11513.83
Z00021,H049,7243.47
Z00021,H050,5212.92
Z00022,H001,3838.21
Z00022,H002,552.35
Z00022,H003,898.25
Z00022,H004,11515.11
Z00022,H005,416.09
Z00022,H006,5057.75
Z00022,H007,4546.62
Z00022,H008,568.7
Z00022,H009,10128.69
Z00022,H010,516.6
Z00022,H011,6916.17
Z00022,H012,1584.02
Z00022,H013,5473.84
Z00022,H014,1174.28
Z00022,H015,4551.2
Z00022,H016,4545.3
Z00022,H017,5340.74
Z00022,H018,902.18
Z00022,H019,6230.32
Z00022,H020,6063.05
Z00022,H021,5839.96
Z00022,H022,4382.96
Z00022,H023,6907.39
Z00022,H024,4945.94
Z00022,H025,4628.67
Z00022,H026,6199.69
Z00022,H027,2371.32
Z00022,H028,2667.8
Z00022,H029,621.7
Z00022,H030,710.64
Z00022,H031,6534.76
Z00022,H032,45.43
Z00022,H033,4622.86
Z00022,H034,4030.63
