hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H140,OPEN,1,0,1,0,496,1373,500000.0
H141,OPEN,1,0,0,1,274,413,500000.0
H142,CLOSED,0,1,0,0,0,0,0.0
H143,CLOSED,0,1,1,0,0,0,0.0
H144,CLOSED,0,1,0,0,0,0,0.0
H145,CLOSED,0,1,1,0,0,0,0.0
H146,OPEN,1,0,0,1,376,636,500000.0
H147,OPEN,1,0,1,0,408,1015,500000.0
H148,CLOSED,0,1,1,0,0,0,0.0
H149,OPEN,1,0,1,0,479,1362,500000.0
H150,OPEN,1,0,0,1,411,829,500000.0
H151,OPEN,1,0,0,1,340,542,500000.0
H152,OPEN,1,0,1,0,411,834,500000.0
H153,CLOSED,0,1,1,0,0,0,0.0
H154,CLOSED,0,1,0,0,0,0,0.0
H155,OPEN,1,0,1,0,474,1461,500000.0
H156,OPEN,1,0,0,1,242,352,500000.0
H157,CLOSED,0,1,1,0,0,0,0.0
H158,OPEN,1,0,0,1,358,626,500000.0
H159,CLOSED,0,1,1,0,0,0,0.0
H160,CLOSED,0,1,1,0,0,0,0.0
H161,OPEN,1,0,1,0,358,645,500000.0
H162,OPEN,1,0,1,0,459,1390,500000.0
H163,OPEN,1,0,1,0,419,837,500000.0
H164,OPEN,1,0,1,0,464,1432,500000.0
H165,OPEN,1,0,1,0,417,925,500000.0
H166,OPEN,1,0,1,0,522,2105,500000.0
H167,OPEN,1,0,0,1,233,299,500000.0
H168,OPEN,1,0,1,0,285,423,500000.0
H169,OPEN,1,0,0,1,489,1453,500000.0
H170,OPEN,1,0,1,0,314,499,500000.0
H171,OPEN,1,0,1,0,369,697,500000.0
H172,OPEN,1,0,1,0,562,3090,500000.0
H173,CLOSED,0,1,1,0,0,0,0.0
H174,OPEN,1,0,1,0,429,1042,500000.0
H175,OPEN,1,0,1,0,553,2818,500000.0
H176,OPEN,1,0,1,0,531,1745,500000.0
H177,OPEN,1,0,0,1,523,3340,500000.0
H178,OPEN,1,0,0,1,401,778,500000.0
H179,OPEN,1,0,0,1,439,1185,500000.0
H180,OPEN,1,0,0,1,483,2028,500000.0
H181,OPEN,1,0,0,1,521,2205,500000.0
H182,OPEN,1,0,1,0,375,718,500000.0
H183,OPEN,1,0,1,0,550,2855,500000.0
H184,CLOSED,0,1,1,0,0,0,0.0
H185,OPEN,1,0,0,1,429,1007,500000.0
H186,OPEN,1,0,1,0,529,1904,500000.0
H187,CLOSED,0,1,1,0,0,0,0.0
H188,OPEN,1,0,1,0,470,1123,500000.0
H189,OPEN,1,0,1,0,582,3178,500000.0
H190,OPEN,1,0,1,0,568,3729,500000.0
H191,OPEN,1,0,1,0,335,530,500000.0
H192,OPEN,1,0,1,0,363,599,500000.0
H193,CLOSED,0,1,1,0,0,0,0.0
H194,OPEN,1,0,1,0,395,805,500000.0
H195,OPEN,1,0,0,1,235,317,500000.0
H196,OPEN,1,0,1,0,275,426,500000.0
H197,OPEN,1,0,1,0,553,2976,500000.0
H198,OPEN,1,0,1,0,319,515,500000.0
H199,OPEN,1,0,1,0,466,1234,500000.0
H200,OPEN,1,0,1,0,472,1222,500000.0
