hub_id,anchor_id,anchor_city,lat,lon,region_code,T_j,B_j
H028,AU_04_CAIRNS,Cairns,-16.92366,145.76613,APAC,1,360
H029,US_OH_CANTON,Canton,40.79895,-81.37845,NAM,1,510
H030,ZA_11_CAPE_TOWN,Cape Town,-33.92584,18.42322,EMEA,0,210
H031,US_IA_CEDAR_RAPIDS,Cedar Rapids,42.00833,-91.64407,NAM,1,360
H032,US_IL_CHAMPAIGN,Champaign,40.11642,-88.24338,NAM,1,510
H033,IN_05_CHANDIGARH,Chandigarh,30.73629,76.7884,APAC,1,210
H034,CN_05_CHANGCHUN,Changchun,43.88,125.32278,APAC,0,210
H035,US_IL_CHICAGO,Chicago,41.85003,-87.65005,NAM,1,360
H036,US_OH_CINCINNATI,Cincinnati,39.12711,-84.51439,NAM,0,360
H037,US_MO_COLUMBIA,Columbia,38.95171,-92.33407,NAM,1,360
H038,US_OH_COLUMBUS,Columbus,39.96118,-82.99879,NAM,1,210
H039,US_MD_CUMBERLAND,Cumberland,39.65287,-78.76252,NAM,1,210
H040,US_IL_DANVILLE,Danville,40.12448,-87.63002,NAM,1,210
H041,TZ_23_DAR_ES_SALAAM,Dar es Salaam,-6.82349,39.26951,EMEA,1,360
H042,US_AL_DECATUR,Decatur,34.60593,-86.98334,NAM,1,210
H043,IN_07_DELHI,Delhi,28.65195,77.23149,APAC,1,510
H044,FR_27_DIJON,Dijon,47.31344,5.01391,EMEA,0,210
H045,IE_L_DUBLIN,Dublin,53.33306,-6.24889,EMEA,1,360
H046,CA_01_EDMONTON,Edmonton,53.55014,-113.46871,NAM,1,210
H047,US_IN_ELKHART,Elkhart,41.68199,-85.97667,NAM,0,210
H048,NL_15_ENSCHEDE,Enschede,52.21833,6.89583,EMEA,0,360
H049,US_AK_FAIRBANKS,Fairbanks,64.83778,-147.71639,NAM,1,360
H050,US_NC_FAYETTEVILLE,Fayetteville,35.05266,-78.87836,NAM,1,360
H051,US_MI_FLINT,Flint,43.01253,-83.68746,NAM,1,360
H052,US_SC_FLORENCE,Florence,34.19543,-79.76256,NAM,1,360
H053,US_AR_FORT_SMITH,Fort Smith,35.38592,-94.39855,NAM,1,210
H054,BR_06_FORTALEZA,Fortaleza,-3.71722,-38.54306,LATAM,1,210
H055,US_GA_GAINESVILLE,Gainesville,34.29788,-83.82407,NAM,0,210
H056,ES_59_GASTEIZ_VITORIA,Gasteiz / Vitoria,42.84998,-2.67268,EMEA,0,510
H057,IT_08_GENOA,Genoa,44.40478,8.94439,EMEA,1,510
H058,BE_VLG_GENT,Gent,51.05,3.71667,EMEA,1,360
H059,MY_09_GEORGE_TOWN,George Town,5.41123,100.33543,APAC,0,360
H060,AU_04_GOLD_COAST,Gold Coast,-28.00029,153.43088,APAC,1,510
H061,US_ND_GRAND_FORKS,Grand Forks,47.92526,-97.03285,NAM,1,210
H062,US_NE_GRAND_ISLAND,Grand Island,40.92501,-98.34201,NAM,1,360
H063,US_NC_GREENSBORO,Greensboro,36.07264,-79.79198,NAM,1,360
H064,US_SC_GREENVILLE,Greenville,34.85262,-82.39401,NAM,1,510
H065,FR_84_GRENOBLE,Grenoble,45.17869,5.71479,EMEA,0,510
H066,NL_04_GRONINGEN,Groningen,53.21917,6.56667,EMEA,1,510
H067,KR_18_GWANGJU,Gwangju,35.15472,126.91556,APAC,1,210
H068,US_MD_HAGERSTOWN,Hagerstown,39.64176,-77.71999,NAM,1,360
H069,DE_04_HAMBURG,Hamburg,53.55073,9.99302,EMEA,1,510
H070,CN_02_HANGZHOU,Hangzhou,30.29365,120.16142,APAC,0,360
H071,US_CT_HARTFORD,Hartford,41.76371,-72.68509,NAM,1,210
H072,DE_01_HEIDELBERG,Heidelberg,49.40768,8.69079,EMEA,0,360
H073,FI_01_HELSINKI,Helsinki,60.16952,24.93545,EMEA,0,210
H074,US_SC_HILTON_HEAD_ISLAND,Hilton Head Island,32.19382,-80.73816,NAM,0,510
H075,US_GA_HINESVILLE,Hinesville,31.84688,-81.59595,NAM,1,360
H076,US_AR_HOT_SPRINGS,Hot Springs,34.5037,-93.05518,NAM,1,210
H077,US_LA_HOUMA,Houma,29.59577,-90.71953,NAM,0,210
H078,US_TX_HOUSTON,Houston,29.76328,-95.36327,NAM,1,360
H079,US_AL_HUNTSVILLE,Huntsville,34.7304,-86.58594,NAM,1,360
H080,US_ID_IDAHO_FALLS,Idaho Falls,43.46658,-112.03414,NAM,1,210
H081,US_IN_INDIANAPOLIS,Indianapolis,39.76838,-86.15804,NAM,1,510
H082,IN_35_INDORE,Indore,22.71792,75.8333,APAC,0,210
H083,US_NY_ITHACA,Ithaca,42.44063,-76.49661,NAM,1,360
H084,US_MI_JACKSON,Jackson,42.24587,-84.40135,NAM,1,510
H085,US_TN_JACKSON,Jackson,35.61452,-88.81395,NAM,1,510
H086,US_NC_JACKSONVILLE,Jacksonville,34.75405,-77.43024,NAM,1,210
H087,ID_04_JAKARTA,Jakarta,-6.21462,106.84513,APAC,1,210
H088,CN_25_JINAN,Jinan,36.66833,116.99722,APAC,1,510
H089,US_PA_JOHNSTOWN,Johnstown,40.32674,-78.92197,NAM,1,360
H090,DE_08_KAISERSLAUTERN,Kaiserslautern,49.443,7.77161,EMEA,1,360
H091,US_MI_KALAMAZOO,Kalamazoo,42.29171,-85.58723,NAM,0,210
H092,PL_83_KATOWICE,Katowice,50.2597,19.02173,EMEA,1,210
H093,LT_57_KAUNAS,Kaunas,54.90156,23.90909,EMEA,1,360
H094,US_TN_KINGSPORT,Kingsport,36.54843,-82.56182,NAM,1,210
H095,US_NY_KINGSTON,Kingston,41.92704,-73.99736,NAM,0,360
H096,US_LA_LAKE_CHARLES,Lake Charles,30.21309,-93.2044,NAM,0,360
H097,US_TX_LAREDO,Laredo,27.50641,-99.50754,NAM,0,510
H098,ES_53_LAS_PALMAS_DE_GRAN_CANARIA,Las Palmas de Gran Canaria,28.10178,-15.41573,EMEA,1,210
H099,CA_01_LETHBRIDGE,Lethbridge,49.69999,-112.81856,NAM,0,210
H100,PE_LMA_LIMA,Lima,-12.04318,-77.02824,LATAM,1,510
H101,FR_75_LIMOGES,Limoges,45.83362,1.24759,EMEA,0,360
H102,PT_14_LISBON,Lisbon,38.72509,-9.1498,EMEA,1,510
H103,CN_16_LIUZHOU,Liuzhou,24.32405,109.40698,APAC,1,510
H104,GB_ENG_LIVERPOOL,Liverpool,53.41058,-2.97794,EMEA,1,360
H105,US_UT_LOGAN,Logan,41.73549,-111.83439,NAM,1,360
H106,US_CA_LOS_ANGELES,Los Angeles,34.05223,-118.24368,NAM,1,360
H107,US_TX_LUBBOCK,Lubbock,33.57786,-101.85517,NAM,0,210
H108,FR_84_LYON,Lyon,45.74906,4.84789,EMEA,1,360
H109,ES_51_MALAGA,Malaga,36.72016,-4.42034,EMEA,1,360
H110,SE_27_MALMOE,Malmoe,55.60587,13.00073,EMEA,0,210
H111,US_OR_MEDFORD,Medford,42.32652,-122.87559,NAM,1,360
H112,US_TN_MEMPHIS,Memphis,35.14953,-90.04898,NAM,0,210
H113,IT_15_MESSINA,Messina,38.19394,15.55256,EMEA,1,510
H114,US_FL_MIAMI,Miami,25.77427,-80.19366,NAM,0,360
H115,US_IN_MICHIGAN_CITY,Michigan City,41.70754,-86.89503,NAM,1,360
H116,US_WI_MILWAUKEE,Milwaukee,43.0389,-87.90647,NAM,1,360
H117,US_AL_MOBILE,Mobile,30.69436,-88.04305,NAM,0,210
H118,MX_19_MONTERREY,Monterrey,25.68435,-100.31721,LATAM,1,510
H119,UY_10_MONTEVIDEO,Montevideo,-34.90328,-56.18816,LATAM,1,210
H120,US_WV_MORGANTOWN,Morgantown,39.62953,-79.9559,NAM,1,210
H121,US_TN_MORRISTOWN,Morristown,36.21398,-83.29489,NAM,1,210
H122,RU_48_MOSCOW,Moscow,55.75204,37.61781,EMEA,1,360
H123,US_WA_MOUNT_VERNON,Mount Vernon,48.42122,-122.33405,NAM,0,360
H124,DE_02_MUNICH,Munich,48.13743,11.57549,EMEA,0,360
H125,FR_44_NANCY,Nancy,48.68439,6.18496,EMEA,1,360
H126,FR_52_NANTES,Nantes,47.21725,-1.55336,EMEA,0,510
H127,US_CA_NAPA,Napa,38.29714,-122.28553,NAM,0,210
H128,IT_04_NAPLES,Naples,40.85216,14.26811,EMEA,0,510
H129,US_FL_NAPLES,Naples,26.14234,-81.79596,NAM,1,360
H130,US_CT_NEW_HAVEN,New Haven,41.30815,-72.92816,NAM,1,360
H131,US_LA_NEW_ORLEANS,New Orleans,29.95465,-90.07507,NAM,1,360
H132,AU_02_NEWCASTLE,Newcastle,-32.92953,151.7801,APAC,1,360
H133,CN_02_NINGBO,Ningbo,29.87819,121.54945,APAC,1,360
H134,DK_21_ODENSE,Odense,55.39594,10.38831,EMEA,1,360
H135,US_WI_OSHKOSH,Oshkosh,44.02471,-88.54261,NAM,1,360
H136,US_KY_OWENSBORO,Owensboro,37.77422,-87.11333,NAM,0,360
H137,ID_24_PADANG,Padang,-0.94924,100.35427,APAC,1,210
H138,DE_07_PADERBORN,Paderborn,51.71905,8.75439,EMEA,1,210
H139,ES_07_PALMA,Palma,39.56939,2.65024,EMEA,1,360
H140,ES_32_PAMPLONA,Pamplona,42.81687,-1.64323,EMEA,1,360
H141,CN_19_PANJIN,Panjin,41.121,122.0739,APAC,0,210
H142,IT_05_PARMA,Parma,44.79935,10.32618,EMEA,0,510
H143,CZ_87_PILSEN,Pilsen,49.74747,13.37759,EMEA,1,360
H144,US_PA_PITTSBURGH,Pittsburgh,40.44062,-79.99589,NAM,0,360
H145,US_MA_PITTSFIELD,Pittsfield,42.45008,-73.24538,NAM,1,360
H146,RO_30_PLOIESTI,Ploiesti,44.95,26.01667,EMEA,0,360
H147,US_ID_POCATELLO,Pocatello,42.8713,-112.44553,NAM,1,360
H148,US_OR_PORTLAND,Portland,45.52345,-122.67621,NAM,1,210
H149,CZ_52_PRAGUE,Prague,50.08804,14.42076,EMEA,1,510
H150,US_UT_PROVO,Provo,40.23384,-111.65853,NAM,0,360
H151,CN_07_PUTIAN,Putian,25.43944,119.01028,APAC,0,360
H152,CN_25_QINGDAO,Qingdao,36.06488,120.38042,APAC,1,510
H153,US_NC_RALEIGH,Raleigh,35.7721,-78.63861,NAM,1,360
H154,IT_05_REGGIO_NELL_EMILIA,Reggio nell'Emilia,44.69825,10.63125,EMEA,0,210
H155,FR_44_REIMS,Reims,49.26526,4.02853,EMEA,1,360
H156,US_NV_RENO,Reno,39.52963,-119.8138,NAM,0,210
H157,US_VA_RICHMOND,Richmond,37.55376,-77.46026,NAM,1,360
H158,SA_10_RIYADH,Riyadh,24.68773,46.72185,EMEA,0,510
H159,US_VA_ROANOKE,Roanoke,37.27097,-79.94143,NAM,1,210
H160,US_MO_SAINT_JOSEPH,Saint Joseph,39.76861,-94.84663,NAM,1,510
H161,US_OR_SALEM,Salem,44.9429,-123.0351,NAM,1,360
H162,AT_05_SALZBURG,Salzburg,47.79941,13.04399,EMEA,1,360
H163,US_CA_SAN_DIEGO,San Diego,32.71571,-117.16472,NAM,1,510
H164,SM_07_SAN_MARINO,San Marino,43.93667,12.44639,EMEA,1,510
H165,US_CA_SANTA_ROSA,Santa Rosa,38.44047,-122.71443,NAM,1,510
H166,US_GA_SAVANNAH,Savannah,32.08354,-81.09983,NAM,1,210
H167,ID_07_SEMARANG,Semarang,-6.99306,110.42083,APAC,0,210
H168,JP_24_SENDAI,Sendai,38.26667,140.86667,APAC,1,210
H169,CN_02_SHAOXING,Shaoxing,30.00237,120.57864,APAC,0,510
H170,CA_10_SHERBROOKE,Sherbrooke,45.40008,-71.89908,NAM,1,210
H171,CN_10_SHIJIAZHUANG,Shijiazhuang,38.04139,114.47861,APAC,1,510
H172,US_VA_STAUNTON,Staunton,38.14991,-79.0732,NAM,1,510
H173,US_SC_SUMTER,Sumter,33.92044,-80.34147,NAM,1,360
H174,US_FL_TALLAHASSEE,Tallahassee,30.43826,-84.28073,NAM,1,360
H175,US_IN_TERRE_HAUTE,Terre Haute,39.4667,-87.41391,NAM,1,210
H176,US_TX_TEXARKANA,Texarkana,33.42513,-94.04769,NAM,1,510
H177,US_OH_TOLEDO,Toledo,41.66394,-83.55521,NAM,0,360
H178,FI_02_TURKU,Turku,60.45148,22.26869,EMEA,0,360
H179,US_ID_TWIN_FALLS,Twin Falls,42.56297,-114.46087,NAM,0,210
H180,US_NY_UTICA,Utica,43.1009,-75.23266,NAM,0,360
H181,NL_09_UTRECHT,Utrecht,52.09083,5.12222,EMEA,0,360
H182,MT_60_VALLETTA,Valletta,35.89968,14.5148,EMEA,1,360
H183,IT_20_VERONA,Verona,45.43854,10.9938,EMEA,1,210
H184,US_NJ_VINELAND,Vineland,39.48623,-75.02573,NAM,1,210
H185,US_TX_WACO,Waco,31.54933,-97.14667,NAM,0,210
H186,US_IA_WATERLOO,Waterloo,42.49276,-92.34296,NAM,1,210
H187,US_NY_WATERTOWN,Watertown,43.97478,-75.91076,NAM,1,210
H188,US_KS_WICHITA,Wichita,37.69224,-97.33754,NAM,1,360
H189,US_NC_WILMINGTON,Wilmington,34.23556,-77.94604,NAM,1,210
H190,CA_08_WINDSOR,Windsor,42.30008,-83.01654,NAM,1,360
H191,CN_20_WUHAI,Wuhai,39.68442,106.81583,APAC,1,360
H192,CN_12_WUHAN,Wuhan,30.58333,114.26667,APAC,1,360
H193,CN_11_XIANGTAN,Xiangtan,27.85,112.9,APAC,1,360
H194,US_WA_YAKIMA,Yakima,46.60207,-120.5059,NAM,1,360
H195,CN_26_YAN_AN,Yan'an,36.59889,109.49167,APAC,0,210
H196,CN_12_YICHANG,Yichang,30.71444,111.28472,APAC,1,210
H197,US_PA_YORK,York,39.9626,-76.72774,NAM,1,210
H198,CN_29_YUXI,Yuxi,24.355,102.54222,APAC,1,210
H199,CN_04_ZHENJIANG,Zhenjiang,32.21086,119.45508,APAC,1,510
H200,CN_11_ZHUZHOU,Zhuzhou,27.83333,113.15,APAC,1,510
