zip_id,hub_id,d_ij
Z00001,H088,7001.49
Z00001,H089,223.77
Z00001,H090,4242.19
Z00001,H091,215.74
Z00001,H092,4636.44
Z00001,H093,4613.14
Z00001,H094,226.32
Z00001,H095,497.47
Z00001,H096,873.79
Z00001,H097,1265.74
Z00001,H098,3870.75
Z00001,H099,1597.03
Z00001,H100,3602.96
Z00001,H101,4091.05
Z00001,H102,3835.84
Z00001,H103,7933.73
Z00001,H104,3707.84
Z00001,H105,1502.77
Z00001,H106,1968.32
Z00001,H107,1121.84
Z00001,H108,4246.81
Z00001,H109,4129.03
Z00001,H110,4227.12
Z00001,H111,2060.79
Z00001,H112,498.14
Z00001,H113,4991.61
Z00001,H114,983.27
Z00001,H115,238.6
Z00001,H116,334.97
Z00001,H117,687.76
Z00001,H118,1392.38
Z00001,H119,5438.86
Z00001,H120,167.34
Z00001,H121,247.79
Z00001,H122,4977.98
Z00001,H123,2010.96
Z00001,H124,4437.16
Z00001,H125,4204.32
Z00001,H126,3929.49
Z00001,H127,2088.55
Z00001,H128,4827.46
Z00001,H129,946.42
Z00001,H130,543.62
Z00001,H131,786.06
Z00001,H132,9394.57
Z00001,H133,7369.34
Z00001,H134,4144.18
Z00001,H135,404.46
Z00001,H136,257.49
Z00001,H137,9743.92
Z00001,H138,4204.49
Z00001,H139,4363.27
Z00001,H140,4059.21
Z00001,H141,6626.45
Z00001,H142,4509.24
Z00001,H143,4447.71
Z00001,H144,169.77
Z00001,H145,544.14
Z00001,H146,5119.03
Z00001,H147,1529.46
Z00001,H148,2028.21
Z00001,H149,4474.29
Z00001,H150,1505.12
Z00001,H151,7709.73
Z00001,H152,6986.66
Z00001,H153,369.49
Z00001,H154,4525.62
Z00001,H155,4099.06
Z00001,H156,1939.08
Z00001,H157,341.18
Z00001,H158,6933.66
Z00001,H159,243.99
Z00001,H160,623.42
Z00001,H161,2048.2
Z00001,H162,4507.08
Z00001,H163,1947.38
Z00001,H164,4629.51
Z00001,H165,2108.35
Z00001,H166,544.48
Z00001,H167,10020.29
Z00001,H168,6368.04
Z00001,H169,7380.32
Z00001,H170,687.65
Z00001,H171,6944.65
Z00001,H172,244.23
Z00001,H173,433.59
Z00001,H174,650.05
Z00001,H175,230.82
Z00001,H176,749.18
Z00001,H177,131.21
Z00001,H178,4342.09
Z00001,H179,1632.74
Z00001,H180,466.61
Z00001,H181,4055.07
Z00001,H182,5041.74
Z00001,H183,4513.02
Z00001,H184,429.83
Z00001,H185,970.98
Z00001,H186,515.53
Z00001,H187,468.7
Z00001,H188,780.18
Z00001,H189,477.71
Z00001,H190,173.01
Z00001,H191,6909.67
Z00001,H192,7448.02
Z00001,H193,7650.9
Z00001,H194,1922.5
Z00001,H195,7098.08
Z00001,H196,7478.35
Z00001,H197,337.83
Z00001,H198,7989.46
Z00001,H199,7256.28
Z00001,H200,7648.53
Z00002,H001,424.36
Z00002,H002,1119.65
Z00002,H003,4328.47
Z00002,H004,5854.58
Z00002,H005,4393.33
Z00002,H006,3972.75
Z00002,H007,4530.33
Z00002,H008,4352.15
Z00002,H009,5107.16
Z00002,H010,7120.46
Z00002,H011,881.03
Z00002,H012,3723.81
Z00002,H013,4022.08
Z00002,H014,3913.46
Z00002,H015,4986.03
Z00002,H016,10102.32
Z00002,H017,4710.31
Z00002,H018,281.47
Z00002,H019,131.68
Z00002,H020,668.68
Z00002,H021,5788.39
Z00002,H022,585.2
Z00002,H023,3634.64
Z00002,H024,520.92
Z00002,H025,227.09
Z00002,H026,682.4
Z00002,H027,5395.23
Z00002,H028,9076.01
Z00002,H029,3959.73
Z00002,H030,6095.84
Z00002,H031,4262.95
Z00002,H032,4241.93
Z00002,H033,3734.32
Z00002,H034,4777.01
Z00002,H035,4132.79
Z00002,H036,4158.03
Z00002,H037,4446.15
Z00002,H038,4060.69
Z00002,H039,3918.79
Z00002,H040,4219.73
Z00002,H041,4587.57
Z00002,H042,4481.83
Z00002,H043,3858.05
Z00002,H044,451.54
Z00002,H045,540.92
Z00002,H046,4278.0
Z00002,H047,4082.14
Z00002,H048,104.83
Z00002,H049,4134.1
Z00002,H050,4152.39
Z00002,H051,3934.74
Z00002,H052,4230.02
Z00002,H053,4708.53
Z00002,H054,4753.36
Z00002,H055,4379.66
Z00002,H056,870.22
Z00002,H057,651.06
Z00002,H058,229.57
Z00002,H059,6056.03
Z00002,H060,9983.78
Z00002,H061,4132.42
Z00002,H062,4543.86
Z00002,H063,4135.84
Z00002,H064,4296.92
Z00002,H065,593.68
Z00002,H066,38.59
Z00002,H067,5330.1
Z00002,H068,3880.1
Z00002,H069,126.3
Z00002,H070,5400.18
Z00002,H071,3588.09
Z00002,H072,308.46
Z00002,H073,807.2
Z00002,H074,4370.63
Z00002,H075,4421.8
Z00002,H076,4708.4
Z00002,H077,4887.94
Z00002,H078,5049.6
Z00002,H079,4460.57
Z00002,H080,4816.34
Z00002,H081,4185.16
Z00002,H082,4110.15
Z00002,H083,3699.97
Z00002,H084,3997.95
Z00002,H085,4496.2
Z00002,H086,4111.54
Z00002,H087,6969.48
Z00002,H088,4934.49
Z00002,H089,3891.84
Z00002,H090,298.79
Z00002,H091,4037.87
Z00002,H092,566.92
Z00002,H093,687.47
Z00002,H094,4216.52
Z00002,H095,3630.27
Z00002,H096,4946.28
Z00002,H097,5324.18
Z00002,H098,2101.22
Z00002,H099,4480.11
Z00002,H100,6643.98
Z00002,H101,601.39
Z00002,H102,1284.3
Z00002,H103,5358.09
Z00002,H104,406.58
Z00002,H105,4910.64
Z00002,H106,5545.34
Z00002,H107,5064.87
Z00002,H108,559.48
Z00002,H109,1295.11
Z00002,H110,274.88
Z00002,H111,5164.91
Z00002,H112,4565.66
Z00002,H113,1148.98
Z00002,H114,4686.53
Z00002,H115,4113.39
Z00002,H116,4081.86
Z00002,H117,4728.52
Z00002,H118,5455.79
Z00002,H119,7185.93
Z00002,H120,3964.6
Z00002,H121,4261.08
Z00002,H122,1221.82
Z00002,H123,4782.89
Z00002,H124,436.36
Z00002,H125,350.46
Z00002,H126,583.82
Z00002,H127,5396.12
Z00002,H128,953.12
Z00002,H129,4730.32
Z00002,H130,3618.62
Z00002,H131,4844.47
Z00002,H132,10197.83
Z00002,H133,5469.89
Z00002,H134,179.99
Z00002,H135,4054.37
Z00002,H136,4321.81
Z00002,H137,6411.42
Z00002,H138,158.95
Z00002,H139,999.09
Z00002,H140,849.68
Z00002,H141,4841.29
Z00002,H142,635.99
Z00002,H143,389.75
Z00002,H144,3926.26
Z00002,H145,3577.48
Z00002,H146,1046.82
Z00002,H147,4862.09
Z00002,H148,4965.85
Z00002,H149,406.56
Z00002,H150,4992.5
Z00002,H151,5640.31
Z00002,H152,5077.01
Z00002,H153,4106.85
Z00002,H154,646.2
Z00002,H155,332.97
Z00002,H156,5257.78
Z00002,H157,3972.77
Z00002,H158,2862.93
Z00002,H159,4081.25
Z00002,H160,4489.31
Z00002,H161,5009.43
Z00002,H162,489.21
Z00002,H163,5594.96
Z00002,H164,721.55
Z00002,H165,5398.21
Z00002,H166,4390.34
Z00002,H167,7158.25
Z00002,H168,5513.66
Z00002,H169,5430.75
Z00002,H170,3393.2
Z00002,H171,4775.95
Z00002,H172,4004.58
Z00002,H173,4266.36
Z00002,H174,4599.04
Z00002,H175,4245.65
Z00002,H176,4802.12
Z00002,H177,3996.35
Z00002,H178,736.58
Z00002,H179,4935.27
Z00002,H180,3621.92
Z00002,H181,136.2
Z00002,H182,1285.48
Z00002,H183,601.28
Z00002,H184,3785.31
Z00002,H185,5015.03
Z00002,H186,4261.64
Z00002,H187,3606.55
Z00002,H188,4685.27
Z00002,H189,4157.77
Z00002,H190,3945.62
Z00002,H191,4429.45
Z00002,H192,5183.52
Z00002,H193,5288.57
Z00002,H194,4849.94
Z00002,H195,4686.43
Z00002,H196,5071.41
Z00002,H197,3827.05
Z00002,H198,5095.92
Z00002,H199,5267.02
Z00002,H200,5298.43
Z00003,H001,882.67
Z00003,H002,1206.34
Z00003,H003,4783.79
Z00003,H004,6097.16
Z00003,H005,4662.94
Z00003,H006,4436.08
Z00003,H007,4996.79
Z00003,H008,4818.53
Z00003,H009,5569.46
Z00003,H010,6733.14
Z00003,H011,955.52
Z00003,H012,4187.75
Z00003,H013,4484.5
Z00003,H014,4375.62
Z00003,H015,5450.76
Z00003,H016,9706.14
Z00003,H017,4258.24
Z00003,H018,190.4
Z00003,H019,448.27
Z00003,H020,505.43
Z00003,H021,6027.2
Z00003,H022,475.08
Z00003,H023,4101.09
Z00003,H024,111.1
Z00003,H025,545.86
Z00003,H026,247.95
Z00003,H027,5216.02
Z00003,H028,8792.11
Z00003,H029,4425.07
Z00003,H030,5854.38
Z00003,H031,4720.37
Z00003,H032,4704.1
Z00003,H033,3320.62
Z00003,H034,4619.96
Z00003,H035,4593.88
Z00003,H036,4622.95
Z00003,H037,4906.12
Z00003,H038,4525.81
Z00003,H039,4385.13
Z00003,H040,4682.31
Z00003,H041,4199.31
Z00003,H042,4947.66
Z00003,H043,3438.78
Z00003,H044,587.36
Z00003,H045,992.98
Z00003,H046,4674.41
Z00003,H047,4544.57
Z00003,H048,439.67
Z00003,H049,4404.84
Z00003,H050,4618.57
Z00003,H051,4397.53
Z00003,H052,4696.18
Z00003,H053,5169.82
Z00003,H054,4979.66
Z00003,H055,4846.11
Z00003,H056,1069.8
Z00003,H057,574.86
Z00003,H058,572.37
Z00003,H059,5643.63
Z00003,H060,9691.6
Z00003,H061,4573.96
Z00003,H062,4994.9
Z00003,H063,4602.29
Z00003,H064,4763.41
Z00003,H065,644.34
Z00003,H066,468.6
Z00003,H067,5140.16
Z00003,H068,4346.55
Z00003,H069,347.86
Z00003,H070,5155.05
Z00003,H071,4054.55
Z00003,H072,374.69
Z00003,H073,719.43
Z00003,H074,4836.5
Z00003,H075,4887.81
Z00003,H076,5171.33
Z00003,H077,5354.07
Z00003,H078,5513.81
Z00003,H079,4926.48
Z00003,H080,5238.72
Z00003,H081,4648.9
Z00003,H082,3671.58
Z00003,H083,4166.04
Z00003,H084,4460.92
Z00003,H085,4960.94
Z00003,H086,4577.25
Z00003,H087,6549.82
Z00003,H088,4702.69
Z00003,H089,4358.01
Z00003,H090,413.44
Z00003,H091,4500.04
Z00003,H092,101.5
Z00003,H093,408.07
Z00003,H094,4682.85
Z00003,H095,4096.75
Z00003,H096,5411.38
Z00003,H097,5786.86
Z00003,H098,2296.64
Z00003,H099,4887.52
Z00003,H100,7030.49
Z00003,H101,793.37
Z00003,H102,1512.32
Z00003,H103,5038.45
Z00003,H104,858.51
Z00003,H105,5336.7
Z00003,H106,5969.47
Z00003,H107,5520.16
Z00003,H108,652.38
Z00003,H109,1430.68
Z00003,H110,368.85
Z00003,H111,5561.74
Z00003,H112,5030.02
Z00003,H113,872.98
Z00003,H114,5148.65
Z00003,H115,4575.16
Z00003,H116,4541.56
Z00003,H117,5194.92
Z00003,H118,5918.93
Z00003,H119,7392.76
Z00003,H120,4430.75
Z00003,H121,4727.36
Z00003,H122,918.79
Z00003,H123,5168.66
Z00003,H124,300.22
Z00003,H125,498.35
Z00003,H126,868.18
Z00003,H127,5802.17
Z00003,H128,698.15
Z00003,H129,5193.87
Z00003,H130,4085.07
Z00003,H131,5310.67
Z00003,H132,9861.78
Z00003,H133,5229.9
Z00003,H134,416.05
Z00003,H135,4512.4
Z00003,H136,4786.25
Z00003,H137,5985.2
Z00003,H138,356.47
Z00003,H139,1036.15
Z00003,H140,1030.21
Z00003,H141,4655.09
Z00003,H142,513.19
Z00003,H143,170.3
Z00003,H144,4392.16
Z00003,H145,4043.95
Z00003,H146,584.68
Z00003,H147,5284.69
Z00003,H148,5356.84
Z00003,H149,118.28
Z00003,H150,5421.6
Z00003,H151,5369.48
Z00003,H152,4858.52
Z00003,H153,4573.14
Z00003,H154,510.87
Z00003,H155,578.87
Z00003,H156,5668.45
Z00003,H157,4439.17
Z00003,H158,2400.15
Z00003,H159,4547.73
Z00003,H160,4945.99
Z00003,H161,5400.58
Z00003,H162,269.24
Z00003,H163,6023.82
Z00003,H164,516.82
Z00003,H165,5802.77
Z00003,H166,4856.27
Z00003,H167,6747.31
Z00003,H168,5411.58
Z00003,H169,5186.44
Z00003,H170,3859.27
Z00003,H171,4539.13
Z00003,H172,4471.05
Z00003,H173,4732.58
Z00003,H174,5065.32
Z00003,H175,4708.86
Z00003,H176,5265.08
Z00003,H177,4460.23
Z00003,H178,699.13
Z00003,H179,5353.8
Z00003,H180,4088.05
Z00003,H181,513.17
Z00003,H182,1035.76
Z00003,H183,458.37
Z00003,H184,4251.72
Z00003,H185,5476.93
Z00003,H186,4717.77
Z00003,H187,4072.21
Z00003,H188,5141.52
Z00003,H189,4623.47
Z00003,H190,4409.34
Z00003,H191,4167.23
Z00003,H192,4911.4
Z00003,H193,4998.6
Z00003,H194,5244.77
Z00003,H195,4420.2
Z00003,H196,4786.2
Z00003,H197,4293.52
Z00003,H198,4747.78
Z00003,H199,5026.7
Z00003,H200,5009.54
Z00004,H001,4962.13
Z00004,H002,5976.48
Z00004,H003,1571.14
Z00004,H004,6137.86
Z00004,H005,1889.32
Z00004,H006,2073.21
Z00004,H007,2159.65
Z00004,H008,2324.45
Z00004,H009,1580.77
Z00004,H010,8045.94
Z00004,H011,5904.92
Z00004,H012,2258.47
Z00004,H013,2000.0
Z00004,H014,2055.41
Z00004,H015,1776.52
Z00004,H016,7857.64
Z00004,H017,8583.37
Z00004,H018,5592.48
Z00004,H019,5467.22
Z00004,H020,6007.11
Z00004,H021,6163.67
Z00004,H022,5916.76
Z00004,H023,2621.45
Z00004,H024,5861.41
Z00004,H025,5461.16
Z00004,H026,6018.11
Z00004,H027,5528.93
Z00004,H028,6989.22
Z00004,H029,2210.55
Z00004,H030,10308.68
Z00004,H031,1672.47
Z00004,H032,1864.07
Z00004,H033,7430.87
Z00004,H034,5273.18
Z00004,H035,1877.89
Z00004,H036,2072.01
Z00004,H037,1663.48
Z00004,H038,2138.6
Z00004,H039,2362.49
Z00004,H040,1895.92
Z00004,H041,9955.46
Z00004,H042,2028.63
Z00004,H043,7561.24
Z00004,H044,5671.98
Z00004,H045,5031.98
Z00004,H046,1097.5
Z00004,H047,1964.9
Z00004,H048,5453.47
Z00004,H049,2019.56
Z00004,H050,2450.09
Z00004,H051,2069.63
Z00004,H052,2424.06
Z00004,H053,1614.26
Z00004,H054,6111.79
Z00004,H055,2204.87
Z00004,H056,5667.0
Z00004,H057,5945.86
Z00004,H058,5433.18
Z00004,H059,8276.32
Z00004,H060,7073.06
Z00004,H061,1445.96
Z00004,H062,1331.05
Z00004,H063,2378.17
Z00004,H064,2267.87
Z00004,H065,5809.46
Z00004,H066,5390.02
Z00004,H067,5615.45
Z00004,H068,2416.46
Z00004,H069,5454.77
Z00004,H070,6130.79
Z00004,H071,2637.12
Z00004,H072,5656.45
Z00004,H073,5340.11
Z00004,H074,2424.92
Z00004,H075,2388.77
Z00004,H076,1706.07
Z00004,H077,1970.69
Z00004,H078,1721.55
Z00004,H079,2046.97
Z00004,H080,662.79
Z00004,H081,1977.06
Z00004,H082,7978.96
Z00004,H083,2436.26
Z00004,H084,2040.02
Z00004,H085,1908.15
Z00004,H086,2534.16
Z00004,H087,8571.15
Z00004,H088,5934.99
Z00004,H089,2343.46
Z00004,H090,5630.33
Z00004,H091,1979.46
Z00004,H092,5849.57
Z00004,H093,5654.77
Z00004,H094,2221.37
Z00004,H095,2568.78
Z00004,H096,1819.46
Z00004,H097,1596.24
Z00004,H098,5879.11
Z00004,H099,893.99
Z00004,H100,4632.75
Z00004,H101,5639.2
Z00004,H102,5637.38
Z00004,H103,6876.06
Z00004,H104,5123.58
Z00004,H105,637.01
Z00004,H106,460.51
Z00004,H107,1261.76
Z00004,H108,5752.64
Z00004,H109,5916.74
Z00004,H110,5404.34
Z00004,H111,217.56
Z00004,H112,1852.22
Z00004,H113,6491.94
Z00004,H114,2660.17
Z00004,H115,1917.69
Z00004,H116,1857.28
Z00004,H117,2077.85
Z00004,H118,1635.65
Z00004,H119,6681.43
Z00004,H120,2301.2
Z00004,H121,2189.49
Z00004,H122,5781.99
Z00004,H123,638.82
Z00004,H124,5803.07
Z00004,H125,5629.63
Z00004,H126,5479.7
Z00004,H127,91.21
Z00004,H128,6299.24
Z00004,H129,2561.91
Z00004,H130,2632.44
Z00004,H131,1993.06
Z00004,H132,7357.52
Z00004,H133,6093.34
Z00004,H134,5359.29
Z00004,H135,1822.01
Z00004,H136,1957.17
Z00004,H137,8614.94
Z00004,H138,5528.09
Z00004,H139,6018.89
Z00004,H140,5703.53
Z00004,H141,5524.24
Z00004,H142,5961.92
Z00004,H143,5753.87
Z00004,H144,2286.58
Z00004,H145,2598.42
Z00004,H146,6320.99
Z00004,H147,628.59
Z00004,H148,437.99
Z00004,H149,5758.39
Z00004,H150,632.93
Z00004,H151,6421.77
Z00004,H152,5835.82
Z00004,H153,2445.95
Z00004,H154,5976.07
Z00004,H155,5537.95
Z00004,H156,198.27
Z00004,H157,2469.29
Z00004,H158,7976.72
Z00004,H159,2344.91
Z00004,H160,1521.95
Z00004,H161,396.57
Z00004,H162,5859.55
Z00004,H163,571.71
Z00004,H164,6069.26
Z00004,H165,68.26
Z00004,H166,2408.65
Z00004,H167,8428.91
Z00004,H168,4879.22
Z00004,H169,6127.9
Z00004,H170,2625.37
Z00004,H171,5956.65
Z00004,H172,2373.19
Z00004,H173,2400.13
Z00004,H174,2286.5
Z00004,H175,1915.49
Z00004,H176,1679.85
Z00004,H177,2088.75
Z00004,H178,5283.11
Z00004,H179,525.59
Z00004,H180,2490.65
Z00004,H181,5414.62
Z00004,H182,6598.38
Z00004,H183,5943.37
Z00004,H184,2557.88
Z00004,H185,1569.55
Z00004,H186,1634.83
Z00004,H187,2446.78
Z00004,H188,1414.78
Z00004,H189,2519.71
Z00004,H190,2109.67
Z00004,H191,6127.38
Z00004,H192,6353.27
Z00004,H193,6550.23
Z00004,H194,532.44
Z00004,H195,6208.32
Z00004,H196,6460.7
Z00004,H197,2462.01
Z00004,H198,7133.87
Z00004,H199,6064.13
Z00004,H200,6541.2
Z00005,H001,4124.52
Z00005,H002,4521.41
Z00005,H003,1087.38
Z00005,H004,3848.27
Z00005,H005,3729.08
Z00005,H006,874.35
Z00005,H007,311.84
Z00005,H008,258.35
Z00005,H009,978.54
Z00005,H010,10331.52
Z00005,H011,4582.86
Z00005,H012,1015.47
Z00005,H013,892.49
Z00005,H014,965.36
Z00005,H015,761.55
Z00005,H016,9780.12
Z00005,H017,9168.68
Z00005,H018,4803.45
Z00005,H019,4549.97
Z00005,H020,4935.05
Z00005,H021,3856.03
Z00005,H022,4856.14
Z00005,H023,912.42
Z00005,H024,5024.93
Z00005,H025,4477.19
Z00005,H026,5177.52
Z00005,H027,7537.13
Z00005,H028,9339.99
Z00005,H029,762.3
Z00005,H030,7846.46
Z00005,H031,1020.72
Z00005,H032,813.23
Z00005,H033,8017.13
Z00005,H034,7075.54
Z00005,H035,905.1
Z00005,H036,670.82
Z00005,H037,889.15
Z00005,H038,710.31
Z00005,H039,699.05
Z00005,H040,797.83
Z00005,H041,8283.95
Z00005,H042,467.88
Z00005,H043,8161.09
Z00005,H044,4581.01
Z00005,H045,4001.38
Z00005,H046,2297.29
Z00005,H047,862.34
Z00005,H048,4553.17
Z00005,H049,3683.28
Z00005,H050,393.36
Z00005,H051,924.07
Z00005,H052,320.42
Z00005,H053,850.48
Z00005,H054,3656.14
Z00005,H055,344.19
Z00005,H056,4316.22
Z00005,H057,4828.86
Z00005,H058,4446.88
Z00005,H059,10003.63
Z00005,H060,9150.27
Z00005,H061,1504.7
Z00005,H062,1224.12
Z00005,H063,445.39
Z00005,H064,356.37
Z00005,H065,4661.91
Z00005,H066,4518.95
Z00005,H067,7587.78
Z00005,H068,713.18
Z00005,H069,4645.46
Z00005,H070,8051.74
Z00005,H071,960.51
Z00005,H072,4691.27
Z00005,H073,4973.33
Z00005,H074,172.04
Z00005,H075,144.33
Z00005,H076,756.64
Z00005,H077,560.43
Z00005,H078,838.0
Z00005,H079,458.2
Z00005,H080,1929.74
Z00005,H081,742.03
Z00005,H082,8507.31
Z00005,H083,916.79
Z00005,H084,878.46
Z00005,H085,591.25
Z00005,H086,414.77
Z00005,H087,10723.69
Z00005,H088,7694.47
Z00005,H089,742.74
Z00005,H090,4651.65
Z00005,H091,896.44
Z00005,H092,5088.63
Z00005,H093,5117.4
Z00005,H094,473.54
Z00005,H095,935.62
Z00005,H096,707.79
Z00005,H097,1108.96
Z00005,H098,3933.31
Z00005,H099,2137.95
Z00005,H100,2903.26
Z00005,H101,4442.53
Z00005,H102,4066.39
Z00005,H103,8631.61
Z00005,H104,4133.62
Z00005,H105,1883.77
Z00005,H106,2170.46
Z00005,H107,1230.1
Z00005,H108,4609.04
Z00005,H109,4353.72
Z00005,H110,4708.69
Z00005,H111,2446.73
Z00005,H112,626.95
Z00005,H113,5321.65
Z00005,H114,285.22
Z00005,H115,880.58
Z00005,H116,985.41
Z00005,H117,402.67
Z00005,H118,1190.33
Z00005,H119,4760.03
Z00005,H120,686.28
Z00005,H121,459.05
Z00005,H122,5527.94
Z00005,H123,2504.44
Z00005,H124,4845.72
Z00005,H125,4601.39
Z00005,H126,4288.24
Z00005,H127,2394.45
Z00005,H128,5176.82
Z00005,H129,251.64
Z00005,H130,927.29
Z00005,H131,520.88
Z00005,H132,9325.35
Z00005,H133,8047.98
Z00005,H134,4617.79
Z00005,H135,1060.59
Z00005,H136,643.46
Z00005,H137,10442.49
Z00005,H138,4639.18
Z00005,H139,4650.4
Z00005,H140,4366.87
Z00005,H141,7314.66
Z00005,H142,4880.99
Z00005,H143,4877.2
Z00005,H144,741.67
Z00005,H145,985.94
Z00005,H146,5554.05
Z00005,H147,1936.47
Z00005,H148,2472.68
Z00005,H149,4910.19
Z00005,H150,1848.3
Z00005,H151,8390.23
Z00005,H152,7673.82
Z00005,H153,444.5
Z00005,H154,4897.5
Z00005,H155,4495.94
Z00005,H156,2266.99
Z00005,H157,583.3
Z00005,H158,7339.25
Z00005,H159,525.13
Z00005,H160,1028.15
Z00005,H161,2482.14
Z00005,H162,4917.35
Z00005,H163,2113.65
Z00005,H164,5000.88
Z00005,H165,2417.97
Z00005,H166,161.0
Z00005,H167,10686.38
Z00005,H168,7003.53
Z00005,H169,8061.55
Z00005,H170,1196.5
Z00005,H171,7641.1
Z00005,H172,594.14
Z00005,H173,293.47
Z00005,H174,179.33
Z00005,H175,752.41
Z00005,H176,786.4
Z00005,H177,830.97
Z00005,H178,4883.49
Z00005,H179,2028.72
Z00005,H180,982.01
Z00005,H181,4484.11
Z00005,H182,5344.94
Z00005,H183,4893.49
Z00005,H184,762.16
Z00005,H185,944.16
Z00005,H186,1069.07
Z00005,H187,1026.64
Z00005,H188,1065.66
Z00005,H189,368.61
Z00005,H190,870.77
Z00005,H191,7609.42
Z00005,H192,8141.98
Z00005,H193,8345.67
Z00005,H194,2388.67
Z00005,H195,7797.52
Z00005,H196,8175.85
Z00005,H197,752.02
Z00005,H198,8688.35
Z00005,H199,7942.11
Z00005,H200,8342.95
Z00006,H001,3857.46
Z00006,H002,4526.18
Z00006,H003,292.47
Z00006,H004,4651.71
Z00006,H005,2919.03
Z00006,H006,315.13
Z00006,H007,532.34
Z00006,H008,580.58
Z00006,H009,829.42
Z00006,H010,9519.81
Z00006,H011,4531.36
Z00006,H012,566.13
Z00006,H013,257.03
Z00006,H014,364.73
Z00006,H015,735.44
Z00006,H016,9590.81
Z00006,H017,8686.22
Z00006,H018,4549.95
Z00006,H019,4333.14
Z00006,H020,4794.38
Z00006,H021,4656.52
Z00006,H022,4707.81
Z00006,H023,826.47
Z00006,H024,4798.33
Z00006,H025,4282.9
Z00006,H026,4958.81
Z00006,H027,6725.52
Z00006,H028,8825.53
Z00006,H029,398.77
Z00006,H030,8507.57
Z00006,H031,210.23
Z00006,H032,37.55
Z00006,H033,7475.2
Z00006,H034,6274.4
Z00006,H035,153.22
Z00006,H036,235.68
Z00006,H037,196.01
Z00006,H038,309.79
Z00006,H039,535.32
Z00006,H040,67.4
Z00006,H041,8508.4
Z00006,H042,374.69
Z00006,H043,7621.63
Z00006,H044,4433.5
Z00006,H045,3803.73
Z00006,H046,1490.75
Z00006,H047,197.36
Z00006,H048,4330.02
Z00006,H049,2870.42
Z00006,H050,637.67
Z00006,H051,346.07
Z00006,H052,633.53
Z00006,H053,431.75
Z00006,H054,4379.2
Z00006,H055,471.27
Z00006,H056,4267.19
Z00006,H057,4701.81
Z00006,H058,4252.16
Z00006,H059,9257.19
Z00006,H060,8846.56
Z00006,H061,691.84
Z00006,H062,505.61
Z00006,H063,556.6
Z00006,H064,493.08
Z00006,H065,4540.54
Z00006,H066,4283.21
Z00006,H067,6777.76
Z00006,H068,590.66
Z00006,H069,4392.39
Z00006,H070,7247.1
Z00006,H071,854.33
Z00006,H072,4498.96
Z00006,H073,4582.64
Z00006,H074,694.33
Z00006,H075,683.87
Z00006,H076,434.56
Z00006,H077,714.63
Z00006,H078,786.9
Z00006,H079,373.07
Z00006,H080,1219.45
Z00006,H081,142.47
Z00006,H082,8004.02
Z00006,H083,666.67
Z00006,H084,285.5
Z00006,H085,290.82
Z00006,H086,717.59
Z00006,H087,9918.52
Z00006,H088,6902.71
Z00006,H089,525.29
Z00006,H090,4462.86
Z00006,H091,240.41
Z00006,H092,4837.26
Z00006,H093,4789.32
Z00006,H094,409.09
Z00006,H095,787.93
Z00006,H096,708.19
Z00006,H097,1047.28
Z00006,H098,4168.74
