zip_id,part_id,Q_ik,b_ik
Z00002,P0138,1,2
Z00002,P0154,1,1
Z00002,P0159,1,1
Z00002,P0165,1,1
Z00002,P0168,1,1
Z00002,P0178,1,1
Z00002,P0186,1,3
Z00002,P0199,1,1
Z00002,P0206,1,7
Z00002,P0219,1,4
Z00002,P0226,1,1
Z00002,P0247,1,4
Z00002,P0264,1,1
Z00002,P0267,1,3
Z00002,P0273,1,1
Z00002,P0279,1,4
Z00002,P0284,1,4
Z00002,P0290,1,1
Z00002,P0293,1,2
Z00002,P0304,1,3
Z00002,P0326,1,4
Z00002,P0328,1,1
Z00002,P0346,1,1
Z00002,P0349,1,2
Z00002,P0359,1,2
Z00002,P0360,1,2
Z00002,P0366,1,2
Z00002,P0370,1,1
Z00002,P0387,1,1
Z00002,P0389,1,3
Z00002,P0390,1,3
Z00002,P0393,1,4
Z00002,P0394,1,3
Z00002,P0405,1,2
Z00002,P0412,1,1
Z00002,P0421,1,3
Z00002,P0423,1,1
Z00002,P0442,1,1
Z00002,P0455,1,3
Z00002,P0467,1,1
Z00002,P0476,1,3
Z00002,P0477,1,1
Z00002,P0481,1,2
Z00002,P0492,1,2
Z00002,P0505,1,5
Z00002,P0530,1,3
Z00002,P0541,1,1
Z00002,P0543,1,2
Z00002,P0553,1,1
Z00002,P0570,1,1
Z00002,P0571,1,2
Z00002,P0576,1,1
Z00002,P0577,1,2
Z00002,P0578,1,1
Z00002,P0581,1,3
Z00002,P0616,1,1
Z00002,P0617,1,2
Z00002,P0618,1,2
Z00002,P0620,1,1
Z00002,P0627,1,1
Z00002,P0629,1,3
Z00002,P0639,1,1
Z00002,P0640,1,1
Z00002,P0670,1,2
Z00002,P0676,1,2
Z00002,P0679,1,3
Z00002,P0693,1,3
Z00002,P0695,1,2
Z00002,P0703,1,2
Z00002,P0704,1,1
Z00002,P0709,1,2
Z00002,P0715,1,1
Z00002,P0719,1,2
Z00002,P0728,1,4
Z00002,P0730,1,2
Z00002,P0731,1,1
Z00002,P0732,1,2
Z00002,P0736,1,3
Z00002,P0746,1,3
Z00002,P0749,1,1
Z00002,P0750,1,2
Z00002,P0757,1,3
Z00002,P0758,1,2
Z00002,P0759,1,2
Z00002,P0766,1,3
Z00002,P0777,1,2
Z00002,P0778,1,6
Z00002,P0780,1,2
Z00002,P0785,1,2
Z00002,P0802,1,2
Z00002,P0809,1,4
Z00002,P0818,1,2
Z00002,P0829,1,2
Z00002,P0832,1,2
Z00002,P0842,1,2
Z00002,P0851,1,2
Z00002,P0863,1,2
Z00002,P0866,1,4
Z00002,P0876,1,5
Z00002,P0889,1,2
Z00002,P0890,1,2
Z00002,P0905,1,3
Z00002,P0908,1,3
Z00002,P0909,1,1
Z00002,P0912,1,2
Z00002,P0924,1,5
Z00002,P0925,1,3
Z00002,P0929,1,2
Z00002,P0936,1,1
Z00002,P0938,1,2
Z00002,P0946,1,5
Z00002,P0956,1,3
Z00002,P0960,1,2
Z00002,P0963,1,2
Z00002,P0964,1,2
Z00002,P0983,1,5
Z00002,P0993,1,4
Z00003,P0058,1,5
Z00003,P0082,1,3
Z00003,P0088,1,2
Z00003,P0098,1,3
Z00003,P0115,1,2
Z00003,P0125,1,3
Z00003,P0128,1,1
Z00003,P0161,1,5
Z00003,P0195,1,2
Z00003,P0261,1,1
Z00003,P0307,1,2
Z00003,P0346,1,2
Z00003,P0387,1,3
Z00003,P0391,1,1
Z00003,P0400,1,3
Z00003,P0430,1,3
Z00003,P0433,1,1
Z00003,P0440,1,2
Z00003,P0444,1,3
Z00003,P0447,1,2
Z00003,P0498,1,2
Z00003,P0518,1,1
Z00003,P0534,1,1
Z00003,P0540,1,3
Z00003,P0541,1,1
Z00003,P0558,1,2
Z00003,P0589,1,2
Z00003,P0602,1,5
Z00003,P0611,1,1
Z00003,P0677,1,3
Z00003,P0698,1,2
Z00003,P0701,1,4
Z00003,P0702,1,5
Z00003,P0708,1,3
Z00003,P0715,1,4
Z00003,P0719,1,6
Z00003,P0728,1,3
Z00003,P0730,1,4
Z00003,P0739,1,2
Z00003,P0760,1,2
Z00003,P0780,1,2
Z00003,P0783,1,5
Z00003,P0786,1,1
Z00003,P0788,1,3
Z00003,P0808,1,2
Z00003,P0831,1,2
Z00003,P0837,1,1
Z00003,P0856,1,2
Z00003,P0858,1,1
Z00003,P0874,1,4
Z00003,P0877,1,1
Z00003,P0885,1,3
Z00003,P0888,1,4
Z00003,P0890,1,1
Z00003,P0940,1,2
Z00003,P0943,1,1
Z00003,P0964,1,1
Z00003,P0968,1,1
Z00004,P0077,1,2
Z00004,P0088,1,1
Z00004,P0095,1,6
Z00004,P0123,1,1
Z00004,P0139,1,1
Z00004,P0172,1,1
Z00004,P0178,1,1
Z00004,P0184,1,1
Z00004,P0185,1,5
Z00004,P0199,1,2
Z00004,P0218,1,3
Z00004,P0232,1,3
Z00004,P0233,1,2
Z00004,P0246,1,2
Z00004,P0261,1,5
Z00004,P0315,1,3
Z00004,P0318,1,3
Z00004,P0323,1,2
Z00004,P0328,1,4
Z00004,P0336,1,3
Z00004,P0389,1,3
Z00004,P0414,1,3
Z00004,P0445,1,2
Z00004,P0476,1,1
Z00004,P0521,1,3
Z00004,P0526,1,2
Z00004,P0540,1,2
Z00004,P0587,1,1
Z00004,P0594,1,1
Z00004,P0599,1,1
Z00004,P0601,1,3
Z00004,P0668,1,3
Z00004,P0704,1,1
Z00004,P0718,1,5
Z00004,P0726,1,1
Z00004,P0732,1,3
Z00004,P0745,1,1
Z00004,P0771,1,4
Z00004,P0808,1,2
Z00004,P0840,1,2
Z00004,P0869,1,2
Z00004,P0874,1,2
Z00004,P0877,1,2
Z00004,P0879,1,2
Z00004,P0928,1,2
Z00004,P0947,1,4
Z00004,P0960,1,2
Z00004,P0980,1,2
Z00004,P0992,1,2
Z00004,P1000,1,1
Z00005,P0015,1,1
Z00005,P0018,1,2
Z00005,P0024,1,2
Z00005,P0040,1,3
Z00005,P0072,1,1
Z00005,P0109,1,2
Z00005,P0110,1,4
Z00005,P0130,1,3
Z00005,P0135,1,1
Z00005,P0160,1,2
Z00005,P0167,1,4
Z00005,P0228,1,2
Z00005,P0229,1,2
Z00005,P0235,1,1
Z00005,P0254,1,6
Z00005,P0255,1,6
Z00005,P0261,1,4
Z00005,P0271,1,3
Z00005,P0273,1,3
Z00005,P0288,1,2
Z00005,P0300,1,2
Z00005,P0309,1,4
Z00005,P0324,1,1
Z00005,P0327,1,3
Z00005,P0340,1,1
Z00005,P0372,1,3
Z00005,P0374,1,3
Z00005,P0376,1,3
Z00005,P0397,1,1
Z00005,P0407,1,2
Z00005,P0408,1,1
Z00005,P0412,1,1
Z00005,P0413,1,2
Z00005,P0433,1,1
Z00005,P0437,1,3
Z00005,P0524,1,2
Z00005,P0543,1,1
Z00005,P0593,1,2
Z00005,P0617,1,1
Z00005,P0625,1,1
Z00005,P0626,1,2
Z00005,P0632,1,1
Z00005,P0647,1,2
Z00005,P0650,1,1
Z00005,P0669,1,2
Z00005,P0672,1,1
Z00005,P0708,1,1
Z00005,P0711,1,1
Z00005,P0714,1,2
Z00005,P0719,1,5
Z00005,P0723,1,2
Z00005,P0735,1,1
Z00005,P0736,1,1
Z00005,P0741,1,4
Z00005,P0746,1,2
Z00005,P0759,1,3
Z00005,P0778,1,3
Z00005,P0807,1,2
Z00005,P0848,1,3
Z00005,P0863,1,1
Z00005,P0865,1,1
Z00005,P0877,1,1
Z00005,P0881,1,2
Z00005,P0890,1,2
Z00005,P0892,1,2
Z00005,P0907,1,2
Z00005,P0928,1,1
Z00005,P0955,1,2
Z00005,P0977,1,7
Z00005,P0983,1,6
Z00006,P0008,1,3
Z00006,P0016,1,2
Z00006,P0022,1,2
Z00006,P0025,1,1
Z00006,P0029,1,4
Z00006,P0043,1,5
Z00006,P0044,1,4
Z00006,P0046,1,2
Z00006,P0065,1,2
Z00006,P0069,1,1
Z00006,P0071,1,2
Z00006,P0085,1,3
Z00006,P0104,1,1
Z00006,P0109,1,4
Z00006,P0120,1,4
Z00006,P0122,1,4
Z00006,P0153,1,1
Z00006,P0163,1,4
Z00006,P0168,1,1
Z00006,P0174,1,2
Z00006,P0191,1,1
Z00006,P0192,1,3
Z00006,P0200,1,3
Z00006,P0201,1,1
Z00006,P0203,1,3
Z00006,P0211,1,4
Z00006,P0219,1,1
Z00006,P0225,1,1
Z00006,P0232,1,2
Z00006,P0233,1,4
Z00006,P0246,1,1
Z00006,P0254,1,2
Z00006,P0262,1,1
Z00006,P0274,1,2
Z00006,P0277,1,2
Z00006,P0279,1,1
Z00006,P0282,1,1
Z00006,P0292,1,1
Z00006,P0299,1,5
Z00006,P0306,1,3
Z00006,P0309,1,2
Z00006,P0320,1,1
Z00006,P0323,1,1
Z00006,P0324,1,3
Z00006,P0326,1,2
Z00006,P0335,1,2
Z00006,P0348,1,2
Z00006,P0355,1,4
Z00006,P0366,1,2
Z00006,P0367,1,4
Z00006,P0369,1,1
Z00006,P0375,1,1
Z00006,P0399,1,6
Z00006,P0402,1,2
Z00006,P0407,1,2
Z00006,P0409,1,3
Z00006,P0423,1,1
Z00006,P0433,1,2
Z00006,P0435,1,2
Z00006,P0447,1,1
Z00006,P0458,1,4
Z00006,P0470,1,2
Z00006,P0472,1,2
Z00006,P0473,1,2
Z00006,P0476,1,4
Z00006,P0478,1,1
Z00006,P0482,1,4
Z00006,P0492,1,1
Z00006,P0496,1,2
Z00006,P0507,1,1
Z00006,P0514,1,1
Z00006,P0524,1,1
Z00006,P0534,1,1
Z00006,P0538,1,4
Z00006,P0547,1,1
Z00006,P0551,1,2
Z00006,P0557,1,1
Z00006,P0571,1,3
Z00006,P0581,1,2
Z00006,P0588,1,3
Z00006,P0594,1,1
Z00006,P0607,1,2
Z00006,P0608,1,1
Z00006,P0611,1,1
Z00006,P0613,1,1
Z00006,P0621,1,2
Z00006,P0625,1,2
Z00006,P0635,1,3
Z00006,P0645,1,1
Z00006,P0675,1,3
Z00006,P0683,1,2
Z00006,P0719,1,8
Z00006,P0731,1,6
Z00006,P0738,1,2
Z00006,P0739,1,3
Z00006,P0743,1,1
Z00006,P0748,1,1
Z00006,P0750,1,1
Z00006,P0756,1,1
Z00006,P0757,1,7
Z00006,P0758,1,2
Z00006,P0776,1,1
Z00006,P0780,1,3
Z00006,P0786,1,1
Z00006,P0788,1,2
Z00006,P0792,1,2
Z00006,P0810,1,3
Z00006,P0813,1,1
Z00006,P0817,1,2
Z00006,P0827,1,2
Z00006,P0836,1,1
Z00006,P0848,1,1
Z00006,P0866,1,2
Z00006,P0876,1,2
Z00006,P0889,1,4
Z00006,P0894,1,2
Z00006,P0896,1,4
Z00006,P0897,1,1
Z00006,P0902,1,1
Z00006,P0912,1,4
Z00006,P0925,1,2
Z00006,P0930,1,5
Z00006,P0945,1,2
Z00006,P0947,1,6
Z00006,P0957,1,2
Z00006,P0958,1,3
Z00006,P0964,1,2
Z00006,P0973,1,5
Z00006,P0981,1,1
Z00006,P0983,1,2
Z00006,P0993,1,2
Z00007,P0029,1,2
Z00007,P0052,1,1
Z00007,P0063,1,5
Z00007,P0074,1,3
Z00007,P0085,1,3
Z00007,P0088,1,3
Z00007,P0109,1,4
Z00007,P0112,1,6
Z00007,P0114,1,1
Z00007,P0116,1,5
Z00007,P0118,1,3
Z00007,P0120,1,2
Z00007,P0125,1,3
Z00007,P0138,1,3
Z00007,P0139,1,1
Z00007,P0153,1,3
Z00007,P0175,1,3
Z00007,P0182,1,1
Z00007,P0185,1,3
Z00007,P0204,1,2
Z00007,P0213,1,4
Z00007,P0216,1,4
Z00007,P0220,1,2
Z00007,P0225,1,2
Z00007,P0226,1,1
Z00007,P0233,1,2
Z00007,P0234,1,2
Z00007,P0241,1,3
Z00007,P0251,1,5
Z00007,P0254,1,4
Z00007,P0261,1,4
Z00007,P0263,1,1
Z00007,P0278,1,2
Z00007,P0284,1,4
Z00007,P0298,1,1
Z00007,P0299,1,3
Z00007,P0315,1,1
Z00007,P0316,1,3
Z00007,P0325,1,3
Z00007,P0326,1,4
Z00007,P0327,1,1
Z00007,P0329,1,2
Z00007,P0336,1,1
Z00007,P0358,1,2
Z00007,P0367,1,1
Z00007,P0388,1,2
Z00007,P0394,1,3
Z00007,P0405,1,8
Z00007,P0408,1,1
Z00007,P0413,1,3
Z00007,P0429,1,4
Z00007,P0430,1,4
Z00007,P0433,1,1
Z00007,P0444,1,2
Z00007,P0455,1,4
Z00007,P0467,1,1
Z00007,P0494,1,2
Z00007,P0526,1,4
Z00007,P0529,1,2
Z00007,P0538,1,2
Z00007,P0545,1,1
Z00007,P0561,1,4
Z00007,P0574,1,6
Z00007,P0576,1,3
Z00007,P0595,1,3
Z00007,P0599,1,2
Z00007,P0625,1,4
Z00007,P0637,1,1
Z00007,P0645,1,1
Z00007,P0647,1,2
Z00007,P0665,1,1
Z00007,P0672,1,4
Z00007,P0677,1,1
Z00007,P0681,1,1
Z00007,P0695,1,6
Z00007,P0700,1,3
Z00007,P0709,1,4
Z00007,P0719,1,5
Z00007,P0725,1,2
Z00007,P0752,1,1
Z00007,P0758,1,2
Z00007,P0788,1,3
Z00007,P0800,1,2
Z00007,P0813,1,1
Z00007,P0815,1,7
Z00007,P0828,1,8
Z00007,P0829,1,2
Z00007,P0843,1,4
Z00007,P0855,1,3
Z00007,P0862,1,2
Z00007,P0872,1,3
Z00007,P0884,1,2
Z00007,P0895,1,2
Z00007,P0898,1,4
Z00007,P0903,1,3
Z00007,P0904,1,1
Z00007,P0908,1,3
Z00007,P0923,1,2
Z00007,P0924,1,3
Z00007,P0928,1,3
Z00007,P0942,1,1
Z00007,P0947,1,3
Z00007,P0950,1,1
Z00007,P0959,1,1
Z00007,P0973,1,1
Z00007,P0974,1,3
Z00007,P0976,1,3
Z00008,P0007,1,2
Z00008,P0050,1,2
Z00008,P0054,1,1
Z00008,P0059,1,4
Z00008,P0067,1,1
Z00008,P0071,1,2
Z00008,P0081,1,3
Z00008,P0083,1,4
Z00008,P0085,1,3
Z00008,P0095,1,3
Z00008,P0113,1,1
Z00008,P0114,1,1
Z00008,P0122,1,4
Z00008,P0131,1,1
Z00008,P0147,1,4
Z00008,P0149,1,2
Z00008,P0153,1,2
Z00008,P0159,1,1
Z00008,P0167,1,3
Z00008,P0175,1,4
Z00008,P0219,1,4
Z00008,P0232,1,5
Z00008,P0233,1,1
Z00008,P0238,1,3
Z00008,P0247,1,2
Z00008,P0261,1,3
Z00008,P0265,1,3
Z00008,P0286,1,4
Z00008,P0300,1,2
Z00008,P0317,1,4
Z00008,P0327,1,2
Z00008,P0345,1,2
Z00008,P0359,1,4
Z00008,P0363,1,1
Z00008,P0365,1,1
Z00008,P0366,1,5
Z00008,P0374,1,2
Z00008,P0387,1,3
Z00008,P0388,1,2
Z00008,P0389,1,4
Z00008,P0413,1,1
Z00008,P0419,1,2
Z00008,P0449,1,4
Z00008,P0451,1,2
Z00008,P0493,1,2
Z00008,P0511,1,1
Z00008,P0517,1,2
Z00008,P0530,1,2
Z00008,P0540,1,3
Z00008,P0573,1,1
Z00008,P0588,1,2
Z00008,P0597,1,2
Z00008,P0602,1,3
Z00008,P0609,1,2
Z00008,P0612,1,1
Z00008,P0616,1,3
Z00008,P0620,1,1
Z00008,P0629,1,2
Z00008,P0640,1,3
Z00008,P0666,1,1
Z00008,P0667,1,2
Z00008,P0668,1,3
Z00008,P0676,1,2
Z00008,P0678,1,4
Z00008,P0684,1,2
Z00008,P0687,1,1
Z00008,P0709,1,3
Z00008,P0719,1,5
Z00008,P0726,1,2
Z00008,P0757,1,4
Z00008,P0759,1,6
Z00008,P0765,1,3
Z00008,P0780,1,4
Z00008,P0788,1,2
Z00008,P0790,1,5
Z00008,P0806,1,3
Z00008,P0811,1,1
Z00008,P0815,1,1
Z00008,P0836,1,1
Z00008,P0842,1,1
Z00008,P0851,1,3
Z00008,P0857,1,2
Z00008,P0877,1,3
Z00008,P0881,1,2
Z00008,P0883,1,2
Z00008,P0921,1,3
Z00008,P0922,1,2
Z00008,P0926,1,2
Z00008,P0946,1,4
Z00008,P0950,1,3
Z00008,P0957,1,3
Z00008,P0959,1,5
Z00008,P0981,1,1
Z00008,P0984,1,1
Z00008,P0993,1,4
Z00008,P0995,1,1
Z00009,P0014,1,1
Z00009,P0024,1,1
Z00009,P0027,1,4
Z00009,P0038,1,1
Z00009,P0044,1,1
Z00009,P0046,1,1
Z00009,P0051,1,3
Z00009,P0057,1,2
Z00009,P0075,1,4
Z00009,P0082,1,5
Z00009,P0083,1,4
Z00009,P0105,1,3
Z00009,P0114,1,3
Z00009,P0120,1,1
Z00009,P0132,1,3
Z00009,P0153,1,2
Z00009,P0167,1,3
Z00009,P0169,1,2
Z00009,P0172,1,3
Z00009,P0209,1,3
Z00009,P0230,1,3
Z00009,P0238,1,3
Z00009,P0248,1,2
Z00009,P0267,1,4
Z00009,P0271,1,2
Z00009,P0278,1,1
Z00009,P0279,1,2
Z00009,P0288,1,1
Z00009,P0299,1,1
Z00009,P0310,1,2
Z00009,P0315,1,1
Z00009,P0330,1,2
Z00009,P0337,1,2
Z00009,P0346,1,3
Z00009,P0361,1,2
Z00009,P0367,1,4
Z00009,P0370,1,2
Z00009,P0376,1,2
Z00009,P0400,1,1
Z00009,P0406,1,1
Z00009,P0416,1,2
Z00009,P0418,1,2
Z00009,P0438,1,2
Z00009,P0447,1,4
Z00009,P0448,1,2
Z00009,P0453,1,2
Z00009,P0466,1,2
Z00009,P0479,1,2
Z00009,P0492,1,1
Z00009,P0494,1,2
Z00009,P0519,1,1
Z00009,P0523,1,3
Z00009,P0527,1,1
Z00009,P0530,1,4
Z00009,P0542,1,2
Z00009,P0546,1,4
Z00009,P0556,1,1
Z00009,P0558,1,1
Z00009,P0589,1,1
Z00009,P0593,1,1
Z00009,P0615,1,5
Z00009,P0630,1,2
Z00009,P0649,1,3
Z00009,P0665,1,1
Z00009,P0670,1,2
Z00009,P0678,1,3
Z00009,P0681,1,1
Z00009,P0685,1,3
Z00009,P0702,1,4
Z00009,P0709,1,2
Z00009,P0715,1,3
Z00009,P0716,1,2
Z00009,P0721,1,3
Z00009,P0733,1,2
Z00009,P0759,1,2
Z00009,P0780,1,2
Z00009,P0789,1,1
Z00009,P0792,1,3
Z00009,P0800,1,1
Z00009,P0816,1,1
Z00009,P0818,1,1
Z00009,P0821,1,1
Z00009,P0844,1,3
Z00009,P0850,1,1
Z00009,P0857,1,1
Z00009,P0860,1,1
Z00009,P0887,1,1
Z00009,P0901,1,2
Z00009,P0905,1,1
Z00009,P0925,1,2
Z00009,P0929,1,3
Z00009,P0945,1,4
Z00009,P0946,1,2
Z00009,P0947,1,4
Z00009,P0958,1,4
Z00009,P0959,1,3
Z00009,P0972,1,3
Z00009,P0983,1,2
Z00009,P0984,1,4
Z00009,P0986,1,2
Z00009,P0992,1,2
Z00009,P0994,1,3
Z00009,P0999,1,5
Z00010,P0011,1,2
Z00010,P0043,1,1
Z00010,P0046,1,3
Z00010,P0070,1,1
Z00010,P0076,1,2
Z00010,P0082,1,2
Z00010,P0084,1,3
Z00010,P0094,1,3
Z00010,P0117,1,3
Z00010,P0121,1,5
Z00010,P0138,1,2
Z00010,P0146,1,1
Z00010,P0149,1,2
Z00010,P0160,1,2
Z00010,P0199,1,3
Z00010,P0206,1,6
Z00010,P0222,1,2
Z00010,P0234,1,2
Z00010,P0241,1,2
Z00010,P0254,1,1
Z00010,P0255,1,2
Z00010,P0256,1,3
Z00010,P0261,1,4
Z00010,P0284,1,5
Z00010,P0286,1,2
Z00010,P0309,1,2
Z00010,P0322,1,3
Z00010,P0329,1,2
Z00010,P0335,1,2
Z00010,P0360,1,2
Z00010,P0364,1,1
Z00010,P0378,1,2
Z00010,P0391,1,1
Z00010,P0399,1,2
Z00010,P0420,1,2
Z00010,P0447,1,2
Z00010,P0451,1,2
Z00010,P0455,1,2
Z00010,P0456,1,1
Z00010,P0476,1,7
Z00010,P0479,1,2
Z00010,P0485,1,2
Z00010,P0502,1,2
Z00010,P0503,1,2
Z00010,P0573,1,2
Z00010,P0576,1,2
Z00010,P0583,1,2
Z00010,P0598,1,2
Z00010,P0600,1,1
Z00010,P0616,1,2
Z00010,P0618,1,2
Z00010,P0625,1,2
Z00010,P0630,1,2
Z00010,P0635,1,1
Z00010,P0680,1,1
Z00010,P0681,1,2
Z00010,P0684,1,1
Z00010,P0687,1,1
Z00010,P0709,1,5
Z00010,P0730,1,3
Z00010,P0736,1,1
Z00010,P0740,1,2
Z00010,P0754,1,5
Z00010,P0757,1,2
Z00010,P0778,1,2
Z00010,P0790,1,4
Z00010,P0806,1,4
Z00010,P0807,1,1
Z00010,P0843,1,6
Z00010,P0851,1,1
Z00010,P0857,1,1
Z00010,P0867,1,5
Z00010,P0874,1,2
Z00010,P0893,1,3
Z00010,P0913,1,2
Z00010,P0928,1,3
Z00010,P0929,1,1
Z00010,P0954,1,2
Z00010,P0979,1,2
Z00010,P0994,1,3
Z00011,P0017,1,2
Z00011,P0031,1,2
Z00011,P0056,1,3
Z00011,P0069,1,1
Z00011,P0072,1,3
Z00011,P0076,1,3
Z00011,P0083,1,3
Z00011,P0084,1,1
Z00011,P0115,1,1
Z00011,P0116,1,1
Z00011,P0124,1,2
Z00011,P0138,1,1
Z00011,P0153,1,1
Z00011,P0161,1,6
Z00011,P0175,1,1
Z00011,P0183,1,1
Z00011,P0186,1,3
Z00011,P0241,1,2
Z00011,P0265,1,1
Z00011,P0272,1,2
Z00011,P0280,1,3
Z00011,P0298,1,1
Z00011,P0303,1,3
Z00011,P0306,1,3
Z00011,P0323,1,2
Z00011,P0384,1,3
Z00011,P0405,1,3
Z00011,P0413,1,4
Z00011,P0414,1,4
Z00011,P0421,1,4
Z00011,P0423,1,1
Z00011,P0470,1,3
Z00011,P0477,1,2
Z00011,P0479,1,2
Z00011,P0482,1,1
Z00011,P0495,1,1
Z00011,P0502,1,1
Z00011,P0511,1,3
Z00011,P0516,1,1
Z00011,P0553,1,2
Z00011,P0565,1,1
Z00011,P0574,1,4
Z00011,P0589,1,2
Z00011,P0603,1,2
Z00011,P0606,1,1
Z00011,P0636,1,1
Z00011,P0654,1,2
Z00011,P0676,1,2
Z00011,P0682,1,1
Z00011,P0696,1,3
Z00011,P0698,1,1
Z00011,P0701,1,3
Z00011,P0715,1,1
Z00011,P0740,1,2
Z00011,P0761,1,2
Z00011,P0775,1,1
Z00011,P0819,1,4
Z00011,P0890,1,3
Z00011,P0898,1,4
Z00011,P0928,1,3
Z00011,P0955,1,3
Z00011,P0971,1,2
Z00012,P0024,1,1
Z00012,P0032,1,2
Z00012,P0039,1,1
Z00012,P0064,1,1
Z00012,P0071,1,1
Z00012,P0094,1,2
Z00012,P0126,1,3
Z00012,P0136,1,2
Z00012,P0147,1,1
Z00012,P0179,1,2
Z00012,P0185,1,4
Z00012,P0193,1,1
Z00012,P0195,1,2
Z00012,P0198,1,4
Z00012,P0219,1,2
Z00012,P0237,1,1
Z00012,P0240,1,1
Z00012,P0252,1,1
Z00012,P0269,1,2
Z00012,P0277,1,1
Z00012,P0284,1,3
Z00012,P0300,1,2
Z00012,P0303,1,2
Z00012,P0320,1,5
Z00012,P0324,1,1
Z00012,P0366,1,5
Z00012,P0373,1,1
Z00012,P0395,1,4
Z00012,P0404,1,2
Z00012,P0405,1,2
Z00012,P0408,1,4
Z00012,P0423,1,1
Z00012,P0427,1,3
Z00012,P0439,1,2
Z00012,P0443,1,1
Z00012,P0458,1,4
Z00012,P0463,1,1
Z00012,P0464,1,2
Z00012,P0493,1,2
Z00012,P0501,1,3
Z00012,P0511,1,2
Z00012,P0514,1,1
Z00012,P0526,1,3
Z00012,P0534,1,1
Z00012,P0544,1,1
Z00012,P0601,1,4
Z00012,P0605,1,1
Z00012,P0633,1,2
Z00012,P0653,1,2
Z00012,P0664,1,2
Z00012,P0666,1,1
Z00012,P0715,1,3
Z00012,P0725,1,1
Z00012,P0734,1,2
Z00012,P0735,1,2
Z00012,P0778,1,1
Z00012,P0790,1,2
Z00012,P0828,1,2
Z00012,P0829,1,3
Z00012,P0831,1,5
Z00012,P0839,1,3
Z00012,P0846,1,2
Z00012,P0854,1,1
Z00012,P0869,1,4
Z00012,P0877,1,2
Z00012,P0880,1,3
Z00012,P0882,1,1
Z00012,P0898,1,3
Z00012,P0901,1,1
Z00012,P0941,1,3
Z00012,P0946,1,2
Z00012,P0950,1,3
Z00012,P0952,1,2
Z00012,P0954,1,2
Z00013,P0004,1,3
Z00013,P0038,1,1
Z00013,P0059,1,3
Z00013,P0065,1,1
Z00013,P0118,1,5
Z00013,P0119,1,2
Z00013,P0120,1,2
Z00013,P0129,1,1
Z00013,P0130,1,2
Z00013,P0149,1,3
Z00013,P0150,1,3
Z00013,P0168,1,1
Z00013,P0175,1,1
Z00013,P0180,1,1
Z00013,P0184,1,5
Z00013,P0192,1,2
Z00013,P0194,1,2
Z00013,P0199,1,1
Z00013,P0205,1,1
Z00013,P0220,1,2
Z00013,P0249,1,1
Z00013,P0251,1,2
Z00013,P0261,1,3
Z00013,P0270,1,1
