hub_id,anchor_id,anchor_city,lat,lon,region_code,T_j,B_j
H086,US_VA_CHARLOTTESVILLE,Charlottesville,38.02931,-78.47668,NAM,1,280
H087,US_TN_CHATTANOOGA,Chattanooga,35.04563,-85.30968,NAM,1,280
H088,BD_84_CHATTOGRAM,Chattogram,22.3384,91.83168,APAC,0,680
H089,CN_32_CHENGDU,Chengdu,30.66667,104.06667,APAC,0,680
H090,IN_25_CHENNAI,Chennai,13.08784,80.27847,APAC,0,680
H091,US_WY_CHEYENNE,Cheyenne,41.13998,-104.82025,NAM,0,480
H092,US_IL_CHICAGO,Chicago,41.85003,-87.65005,NAM,1,280
H093,US_CA_CHICO,Chico,39.72849,-121.83748,NAM,1,280
H094,US_OH_CINCINNATI,Cincinnati,39.12711,-84.51439,NAM,1,280
H095,US_TN_CLARKSVILLE,Clarksville,36.52977,-87.35945,NAM,1,280
H096,FR_84_CLERMONT_FERRAND,Clermont-Ferrand,45.77969,3.08682,EMEA,0,480
H097,US_OH_CLEVELAND,Cleveland,41.4995,-81.69541,NAM,1,680
H098,RO_13_CLUJ_NAPOCA,Cluj-Napoca,46.76667,23.6,EMEA,0,480
H099,US_ID_COEUR_D_ALENE,Coeur d'Alene,47.67768,-116.78047,NAM,1,280
H100,PT_07_COIMBRA,Coimbra,40.20686,-8.41996,EMEA,1,480
H101,US_MO_COLUMBIA,Columbia,38.95171,-92.33407,NAM,1,480
H102,US_OH_COLUMBUS,Columbus,39.96118,-82.99879,NAM,1,480
H103,RO_14_CONSTANTA,Constanta,44.18073,28.63432,EMEA,1,680
H104,ES_51_CORDOBA,Cordoba,37.89155,-4.77275,EMEA,1,280
H105,IE_M_CORK,Cork,51.89797,-8.47061,EMEA,1,480
H106,US_TX_CORPUS_CHRISTI,Corpus Christi,27.80058,-97.39638,NAM,1,280
H107,US_OR_CORVALLIS,Corvallis,44.56457,-123.26204,NAM,0,280
H108,GB_ENG_COVENTRY,Coventry,52.40656,-1.51217,EMEA,0,480
H109,US_FL_CRESTVIEW,Crestview,30.76213,-86.57051,NAM,1,680
H110,US_MD_CUMBERLAND,Cumberland,39.65287,-78.76252,NAM,1,480
H111,US_TX_DALLAS,Dallas,32.78306,-96.80667,NAM,1,480
H112,US_GA_DALTON,Dalton,34.7698,-84.97022,NAM,0,280
H113,US_IL_DANVILLE,Danville,40.12448,-87.63002,NAM,1,680
H114,CN_08_DAQING,Daqing,46.58333,125.0,APAC,1,680
H115,TZ_23_DAR_ES_SALAAM,Dar es Salaam,-6.82349,39.26951,EMEA,0,480
H116,US_OH_DAYTON,Dayton,39.75895,-84.19161,NAM,0,280
H117,US_AL_DECATUR,Decatur,34.60593,-86.98334,NAM,1,280
H118,IN_07_DELHI,Delhi,28.65195,77.23149,APAC,1,280
H119,US_FL_DELTONA,Deltona,28.90054,-81.26367,NAM,1,680
H120,ID_02_DENPASAR,Denpasar,-8.65,115.21667,APAC,1,280
H121,US_CO_DENVER,Denver,39.73915,-104.9847,NAM,0,480
H122,US_MI_DETROIT,Detroit,42.33143,-83.04575,NAM,1,480
H123,CN_32_DEYANG,Deyang,31.13019,104.38198,APAC,1,480
H124,BD_81_DHAKA,Dhaka,23.7104,90.40744,APAC,1,280
H125,FR_27_DIJON,Dijon,47.31344,5.01391,EMEA,1,480
H126,CN_30_DONGGUAN,Dongguan,23.01797,113.74866,APAC,1,480
H127,CN_25_DONGYING,Dongying,37.46271,118.49165,APAC,1,280
H128,US_AL_DOTHAN,Dothan,31.22323,-85.39049,NAM,0,280
H129,US_DE_DOVER,Dover,39.15817,-75.52437,NAM,1,680
H130,DE_13_DRESDEN,Dresden,51.05089,13.73832,EMEA,1,680
H131,AE_03_DUBAI,Dubai,25.07725,55.30927,EMEA,1,480
H132,IE_L_DUBLIN,Dublin,53.33306,-6.24889,EMEA,1,280
H133,US_IA_DUBUQUE,Dubuque,42.50056,-90.66457,NAM,1,280
H134,ZA_02_DURBAN,Durban,-29.8579,31.0292,EMEA,1,680
H135,US_NC_DURHAM,Durham,35.99403,-78.89862,NAM,1,280
H136,CN_12_E_ZHOU,E'zhou,30.39607,114.88655,APAC,0,280
H137,US_WI_EAU_CLAIRE,Eau Claire,44.81135,-91.49849,NAM,1,480
H138,GB_SCT_EDINBURGH,Edinburgh,55.95206,-3.19648,EMEA,1,680
H139,CA_01_EDMONTON,Edmonton,53.55014,-113.46871,NAM,1,480
H140,US_CA_EL_CENTRO,El Centro,32.792,-115.56305,NAM,0,280
H141,US_TX_EL_PASO,El Paso,31.75872,-106.48693,NAM,0,480
H142,US_IN_ELKHART,Elkhart,41.68199,-85.97667,NAM,0,480
H143,US_NY_ELMIRA,Elmira,42.0898,-76.80773,NAM,1,480
H144,NL_15_ENSCHEDE,Enschede,52.21833,6.89583,EMEA,1,480
H145,DE_15_ERFURT,Erfurt,50.97734,11.03536,EMEA,1,280
H146,CN_16_FANGCHENGGANG,Fangchenggang,21.76945,108.35661,APAC,1,680
H147,US_ND_FARGO,Fargo,46.87719,-96.7898,NAM,0,680
H148,US_NM_FARMINGTON,Farmington,36.72806,-108.21869,NAM,0,680
H149,US_NC_FAYETTEVILLE,Fayetteville,35.05266,-78.87836,NAM,1,480
H150,DE_10_FLENSBURG,Flensburg,54.78805,9.43722,EMEA,1,480
H151,IT_16_FLORENCE,Florence,43.77925,11.24626,EMEA,1,480
H152,US_CO_FORT_COLLINS,Fort Collins,40.58526,-105.08442,NAM,1,280
H153,US_AR_FORT_SMITH,Fort Smith,35.38592,-94.39855,NAM,1,280
H154,CN_30_FOSHAN,Foshan,23.02677,113.13148,APAC,1,480
H155,DE_01_FREIBURG,Freiburg,47.9959,7.85222,EMEA,1,480
H156,US_CA_FRESNO,Fresno,36.74773,-119.77237,NAM,1,480
H157,JP_07_FUKUOKA,Fukuoka,33.6,130.41667,APAC,1,480
H158,CN_07_FUZHOU,Fuzhou,26.06139,119.30611,APAC,1,480
H159,ES_59_GASTEIZ_VITORIA,Gasteiz / Vitoria,42.84998,-2.67268,EMEA,1,480
H160,PL_82_GDANSK,Gdansk,54.35227,18.64912,EMEA,1,680
H161,CH_GE_GENEVE,Geneve,46.20222,6.14569,EMEA,1,280
H162,IT_08_GENOA,Genoa,44.40478,8.94439,EMEA,0,680
H163,BE_VLG_GENT,Gent,51.05,3.71667,EMEA,1,480
H164,GI_00_GIBRALTAR,Gibraltar,36.14474,-5.35257,EMEA,0,480
H165,AU_04_GLADSTONE,Gladstone,-23.84852,151.25775,APAC,0,280
H166,SE_28_GOETEBORG,Goeteborg,57.70716,11.96679,EMEA,1,680
H167,AU_04_GOLD_COAST,Gold Coast,-28.00029,153.43088,APAC,0,680
H168,US_NC_GOLDSBORO,Goldsboro,35.38488,-77.99277,NAM,1,680
H169,US_NE_GRAND_ISLAND,Grand Island,40.92501,-98.34201,NAM,1,280
H170,US_CO_GRAND_JUNCTION,Grand Junction,39.06387,-108.55065,NAM,1,480
H171,CA_08_GREATER_SUDBURY,Greater Sudbury,46.49,-80.99001,NAM,0,480
H172,US_SC_GREENVILLE,Greenville,34.85262,-82.39401,NAM,1,680
H173,NL_04_GRONINGEN,Groningen,53.21917,6.56667,EMEA,1,480
H174,MX_14_GUADALAJARA,Guadalajara,20.67738,-103.34749,LATAM,1,480
H175,CN_30_GUANGZHOU,Guangzhou,23.11667,113.25,APAC,0,480
H176,CN_18_GUIYANG,Guiyang,26.58333,106.71667,APAC,1,480
H177,PK_04_GUJRANWALA,Gujranwala,32.15567,74.18705,APAC,1,680
H178,US_MD_HAGERSTOWN,Hagerstown,39.64176,-77.71999,NAM,1,280
H179,IL_04_HAIFA,Haifa,32.81303,34.99928,EMEA,1,680
H180,CA_07_HALIFAX,Halifax,44.64269,-63.57688,NAM,0,480
H181,JP_37_HAMAMATSU,Hamamatsu,34.7,137.73333,APAC,0,480
H182,CN_13_HAMI,Hami,42.83393,93.50601,APAC,1,480
H183,US_LA_HAMMOND,Hammond,30.50463,-90.46293,NAM,0,480
H184,CN_02_HANGZHOU,Hangzhou,30.29365,120.16142,APAC,0,480
H185,DE_06_HANNOVER,Hannover,52.37052,9.73322,EMEA,1,680
H186,VN_01_HANOI,Hanoi,21.0245,105.84117,APAC,1,680
H187,CN_08_HARBIN,Harbin,45.75,126.65,APAC,0,480
H188,US_PA_HARRISBURG,Harrisburg,40.2737,-76.88442,NAM,0,480
H189,US_VA_HARRISONBURG,Harrisonburg,38.44957,-78.86892,NAM,1,280
H190,US_CT_HARTFORD,Hartford,41.76371,-72.68509,NAM,1,280
H191,DE_01_HEIDELBERG,Heidelberg,49.40768,8.69079,EMEA,0,280
H192,FI_01_HELSINKI,Helsinki,60.16952,24.93545,EMEA,1,280
H193,US_SC_HILTON_HEAD_ISLAND,Hilton Head Island,32.19382,-80.73816,NAM,1,480
H194,US_GA_HINESVILLE,Hinesville,31.84688,-81.59595,NAM,1,280
H195,JP_11_HIROSHIMA,Hiroshima,34.4,132.45,APAC,1,480
H196,US_HI_HONOLULU,Honolulu,21.30694,-157.85833,NAM,0,280
H197,US_KY_HOPKINSVILLE,Hopkinsville,36.86561,-87.49117,NAM,0,480
H198,US_WV_HUNTINGTON,Huntington,38.41925,-82.44515,NAM,0,480
H199,US_AL_HUNTSVILLE,Huntsville,34.7304,-86.58594,NAM,0,480
H200,US_ID_IDAHO_FALLS,Idaho Falls,43.46658,-112.03414,NAM,1,280
H201,US_IN_INDIANAPOLIS,Indianapolis,39.76838,-86.15804,NAM,1,280
H202,IN_35_INDORE,Indore,22.71792,75.8333,APAC,1,480
H203,DE_07_ISERLOHN,Iserlohn,51.37547,7.70281,EMEA,0,480
H204,US_MI_JACKSON,Jackson,42.24587,-84.40135,NAM,1,480
H205,US_MS_JACKSON,Jackson,32.29876,-90.18481,NAM,0,280
H206,US_FL_JACKSONVILLE,Jacksonville,30.33218,-81.65565,NAM,1,480
H207,US_NC_JACKSONVILLE,Jacksonville,34.75405,-77.43024,NAM,1,680
H208,SA_14_JEDDAH,Jeddah,21.49012,39.18624,EMEA,1,680
H209,IL_06_JERUSALEM,Jerusalem,31.76904,35.21633,EMEA,1,680
H210,CN_25_JINAN,Jinan,36.66833,116.99722,APAC,1,280
H211,CN_15_JINCHANG,Jinchang,38.50062,102.19379,APAC,1,480
H212,CN_03_JIUJIANG,Jiujiang,29.70475,116.00206,APAC,1,480
H213,ZA_06_JOHANNESBURG,Johannesburg,-26.20227,28.04363,EMEA,0,280
H214,US_MO_JOPLIN,Joplin,37.08423,-94.51328,NAM,1,480
H215,BR_27_JUNDIAI,Jundiai,-23.18639,-46.88417,LATAM,0,680
H216,JP_18_KAGOSHIMA,Kagoshima,31.56667,130.55,APAC,1,280
H217,US_HI_KAHULUI,Kahului,20.88933,-156.47293,NAM,0,680
H218,DE_08_KAISERSLAUTERN,Kaiserslautern,49.443,7.77161,EMEA,1,680
H219,US_MI_KALAMAZOO,Kalamazoo,42.29171,-85.58723,NAM,1,680
H220,US_IL_KANKAKEE,Kankakee,41.12003,-87.86115,NAM,1,280
H221,US_MO_KANSAS_CITY,Kansas City,39.09973,-94.57857,NAM,1,280
H222,TW_02_KAOHSIUNG,Kaohsiung,22.61626,120.31333,APAC,1,680
H223,PK_05_KARACHI,Karachi,24.8608,67.0104,APAC,0,480
H224,CN_13_KARAMAY,Karamay,45.58473,84.88724,APAC,0,480
H225,DE_01_KARLSRUHE,Karlsruhe,49.00937,8.40444,EMEA,1,480
H226,DE_05_KASSEL,Kassel,51.31667,9.5,EMEA,1,480
H227,US_WA_KENNEWICK,Kennewick,46.21125,-119.13723,NAM,1,480
H228,DE_10_KIEL,Kiel,54.32133,10.13489,EMEA,1,480
H229,PL_84_KIELCE,Kielce,50.87033,20.62752,EMEA,0,280
H230,US_TX_KILLEEN,Killeen,31.11712,-97.7278,NAM,1,280
H231,US_TN_KINGSPORT,Kingsport,36.54843,-82.56182,NAM,1,280
H232,US_NY_KINGSTON,Kingston,41.92704,-73.99736,NAM,1,480
H233,CA_08_KITCHENER,Kitchener,43.42537,-80.5112,NAM,0,280
H234,US_TN_KNOXVILLE,Knoxville,35.96064,-83.92074,NAM,1,480
H235,DE_08_KOBLENZ,Koblenz,50.35357,7.57883,EMEA,1,280
H236,IN_28_KOLKATA,Kolkata,22.56263,88.36304,APAC,1,280
H237,DE_01_KONSTANZ,Konstanz,47.66033,9.17582,EMEA,1,480
H238,SK_03_KOSICE,Kosice,48.71441,21.25802,EMEA,1,480
H239,KW_02_KUWAIT_CITY,Kuwait City,29.367,47.97429,EMEA,1,480
H240,US_WI_LA_CROSSE,La Crosse,43.80136,-91.23958,NAM,0,480
H241,US_IN_LAFAYETTE,Lafayette,40.4167,-86.87529,NAM,1,680
H242,US_AZ_LAKE_HAVASU_CITY,Lake Havasu City,34.4839,-114.32245,NAM,0,480
H243,US_FL_LAKELAND,Lakeland,28.03947,-81.9498,NAM,1,480
H244,US_MI_LANSING,Lansing,42.73253,-84.55553,NAM,1,480
H245,US_TX_LAREDO,Laredo,27.50641,-99.50754,NAM,1,680
H246,US_NV_LAS_VEGAS,Las Vegas,36.17497,-115.13722,NAM,1,480
H247,AU_06_LAUNCESTON,Launceston,-41.43876,147.13467,APAC,1,280
H248,US_KS_LAWRENCE,Lawrence,38.97167,-95.23525,NAM,1,280
H249,FR_52_LE_MANS,Le Mans,48.0021,0.20251,EMEA,1,280
H250,GB_ENG_LEEDS,Leeds,53.79648,-1.54785,EMEA,1,280
H251,NL_11_LEIDEN,Leiden,52.15833,4.49306,EMEA,1,680
H252,US_ME_LEWISTON,Lewiston,44.10035,-70.21478,NAM,1,480
H253,US_KY_LEXINGTON,Lexington,37.98869,-84.47772,NAM,1,480
H254,CN_04_LIANYUNGANG,Lianyungang,34.59845,119.21556,APAC,1,680
H255,BE_WAL_LIEGE,Liege,50.63373,5.56749,EMEA,1,480
H256,FR_32_LILLE,Lille,50.63391,3.05512,EMEA,1,280
H257,FR_75_LIMOGES,Limoges,45.83362,1.24759,EMEA,1,480
H258,US_NE_LINCOLN,Lincoln,40.8,-96.66696,NAM,1,280
H259,PT_14_LISBON,Lisbon,38.72509,-9.1498,EMEA,1,480
H260,GB_ENG_LIVERPOOL,Liverpool,53.41058,-2.97794,EMEA,1,480
H261,SI_61_LJUBLJANA,Ljubljana,46.05108,14.50513,EMEA,0,480
H262,PL_74_LODZ,Lodz,51.77058,19.47395,EMEA,1,280
H263,US_UT_LOGAN,Logan,41.73549,-111.83439,NAM,1,480
H264,CA_08_LONDON,London,42.98339,-81.23304,NAM,1,280
H265,GB_ENG_LONDON,London,51.50853,-0.12574,EMEA,0,480
H266,CN_33_LONGKONG,Longkong,30.04477,107.9149,APAC,1,480
H267,CN_07_LONGYAN,Longyan,25.07485,117.01775,APAC,0,280
H268,US_KY_LOUISVILLE,Louisville,38.25424,-85.75941,NAM,0,480
H269,US_TX_LUBBOCK,Lubbock,33.57786,-101.85517,NAM,0,280
H270,PL_75_LUBLIN,Lublin,51.25058,22.57009,EMEA,1,280
H271,IN_36_LUCKNOW,Lucknow,26.83928,80.92313,APAC,1,480
H272,FR_84_LYON,Lyon,45.74906,4.84789,EMEA,1,280
H273,US_CA_MADERA,Madera,36.96134,-120.06072,NAM,1,480
H274,ID_38_MAKASSAR,Makassar,-5.14861,119.43194,APAC,1,280
H275,PH_NCR_MANILA,Manila,14.6042,120.9822,APAC,1,680
H276,US_MN_MANKATO,Mankato,44.15906,-94.00915,NAM,0,680
H277,US_OH_MANSFIELD,Mansfield,40.75839,-82.51545,NAM,0,480
H278,FR_93_MARSEILLE,Marseille,43.29695,5.38107,EMEA,1,680
H279,ID_17_MATARAM,Mataram,-8.58333,116.11667,APAC,1,280
H280,ID_26_MEDAN,Medan,3.58333,98.66667,APAC,1,680
H281,CO_02_MEDELLIN,Medellin,6.245,-75.57151,LATAM,0,280
H282,US_CA_MERCED,Merced,37.30216,-120.48297,NAM,1,280
H283,US_FL_MIAMI,Miami,25.77427,-80.19366,NAM,1,280
H284,US_IN_MICHIGAN_CITY,Michigan City,41.70754,-86.89503,NAM,1,280
H285,IT_09_MILAN,Milan,45.46427,9.18951,EMEA,0,280
H286,US_MN_MINNEAPOLIS,Minneapolis,44.97997,-93.26384,NAM,1,280
H287,MC_00_MONACO,Monaco,43.73718,7.42145,EMEA,0,680
H288,US_LA_MONROE,Monroe,32.50931,-92.1193,NAM,0,680
H289,US_MI_MONROE,Monroe,41.91643,-83.39771,NAM,1,480
H290,MX_19_MONTERREY,Monterrey,25.68435,-100.31721,LATAM,1,280
H291,UY_10_MONTEVIDEO,Montevideo,-34.90328,-56.18816,LATAM,0,280
H292,FR_76_MONTPELLIER,Montpellier,43.61093,3.87635,EMEA,1,680
H293,CA_10_MONTREAL,Montreal,45.50884,-73.58781,NAM,0,680
H294,US_WV_MORGANTOWN,Morgantown,39.62953,-79.9559,NAM,1,280
H295,RU_48_MOSCOW,Moscow,55.75204,37.61781,EMEA,1,480
H296,US_WA_MOUNT_VERNON,Mount Vernon,48.42122,-122.33405,NAM,1,480
H297,IN_16_MUMBAI,Mumbai,19.07283,72.88261,APAC,1,480
H298,US_IN_MUNCIE,Muncie,40.19338,-85.38636,NAM,1,680
H299,US_MI_MUSKEGON,Muskegon,43.23418,-86.24839,NAM,0,480
H300,US_SC_MYRTLE_BEACH,Myrtle Beach,33.68906,-78.88669,NAM,1,680
H301,JP_01_NAGOYA,Nagoya,35.18147,136.90641,APAC,1,280
H302,IN_16_NAGPUR,Nagpur,21.14631,79.08491,APAC,1,480
H303,KE_05_NAIROBI,Nairobi,-1.28333,36.81667,EMEA,1,480
H304,BE_WAL_NAMUR,Namur,50.4669,4.86746,EMEA,1,480
H305,CN_16_NANNING,Nanning,22.81667,108.31667,APAC,0,280
H306,CN_07_NANPING,Nanping,26.645,118.17361,APAC,0,280
H307,CN_04_NANTONG,Nantong,32.03028,120.87472,APAC,1,480
H308,IT_04_NAPLES,Naples,40.85216,14.26811,EMEA,0,480
H309,US_TN_NASHVILLE,Nashville,36.16589,-86.78444,NAM,1,480
H310,DE_12_NEUBRANDENBURG,Neubrandenburg,53.55735,13.26105,EMEA,0,280
H311,US_CT_NEW_HAVEN,New Haven,41.30815,-72.92816,NAM,1,680
H312,US_LA_NEW_ORLEANS,New Orleans,29.95465,-90.07507,NAM,1,480
H313,US_NY_NEW_YORK_CITY,New York City,40.71427,-74.00597,NAM,0,280
H314,AU_02_NEWCASTLE,Newcastle,-32.92953,151.7801,APAC,0,680
H315,FR_93_NICE,Nice,43.70313,7.26608,EMEA,0,480
H316,CY_04_NICOSIA,Nicosia,35.17284,33.35397,EMEA,0,480
H317,US_IL_NILES,Niles,42.01892,-87.80284,NAM,1,480
H318,CN_02_NINGBO,Ningbo,29.87819,121.54945,APAC,0,480
H319,CN_07_NINGDE,Ningde,26.66167,119.52278,APAC,1,280
H320,US_FL_NORTH_PORT,North Port,27.04422,-82.23593,NAM,1,480
H321,DE_02_NUERNBERG,Nuernberg,49.45421,11.07752,EMEA,0,680
H322,US_TX_ODESSA,Odessa,31.84568,-102.36764,NAM,1,280
H323,DE_01_OFFENBURG,Offenburg,48.47377,7.94495,EMEA,1,680
H324,JP_31_OKAYAMA,Okayama,34.65,133.93333,APAC,0,280
H325,US_OK_OKLAHOMA_CITY,Oklahoma City,35.46756,-97.51643,NAM,0,280
H326,US_NE_OMAHA,Omaha,41.25626,-95.94043,NAM,1,680
H327,PL_79_OPOLE,Opole,50.67119,17.92604,EMEA,1,480
H328,CN_20_ORDOS,Ordos,39.6086,109.78157,APAC,1,280
H329,US_FL_ORLANDO,Orlando,28.53834,-81.37924,NAM,0,280
H330,US_WI_OSHKOSH,Oshkosh,44.02471,-88.54261,NAM,1,680
H331,NO_12_OSLO,Oslo,59.91273,10.74609,EMEA,1,480
H332,DE_06_OSNABRUECK,Osnabrueck,52.27264,8.0498,EMEA,1,480
H333,ID_32_PALEMBANG,Palembang,-2.91673,104.7458,APAC,1,480
H334,ES_07_PALMA,Palma,39.56939,2.65024,EMEA,1,280
H335,US_FL_PANAMA_CITY,Panama City,30.15946,-85.65983,NAM,1,480
H336,FR_11_PARIS,Paris,48.85341,2.3488,EMEA,1,280
H337,US_WV_PARKERSBURG,Parkersburg,39.26674,-81.56151,NAM,0,280
H338,IN_34_PATNA,Patna,25.59408,85.13563,APAC,1,280
H339,US_FL_PENSACOLA,Pensacola,30.42131,-87.21691,NAM,1,480
H340,AU_08_PERTH,Perth,-31.95224,115.8614,APAC,0,480
H341,CA_08_PETERBOROUGH,Peterborough,44.30012,-78.31623,NAM,1,480
H342,CZ_87_PILSEN,Pilsen,49.74747,13.37759,EMEA,1,280
H343,US_AR_PINE_BLUFF,Pine Bluff,34.22843,-92.0032,NAM,1,280
H344,US_MA_PITTSFIELD,Pittsfield,42.45008,-73.24538,NAM,1,480
