zip_id,part_id,Q_ik,b_ik
Z00002,P0228,1,1
Z00002,P0282,1,1
Z00002,P0301,1,3
Z00002,P0329,1,3
Z00002,P0343,1,4
Z00002,P0352,1,1
Z00002,P0374,1,5
Z00002,P0376,1,5
Z00002,P0377,1,4
Z00002,P0380,1,3
Z00002,P0395,1,2
Z00002,P0401,1,1
Z00002,P0405,1,2
Z00002,P0418,1,2
Z00002,P0428,1,4
Z00002,P0447,1,2
Z00002,P0460,1,1
Z00002,P0465,1,2
Z00002,P0469,1,5
Z00002,P0472,1,1
Z00002,P0506,1,2
Z00002,P0523,1,2
Z00002,P0528,1,4
Z00002,P0549,1,5
Z00002,P0552,1,3
Z00002,P0557,1,3
Z00002,P0558,1,3
Z00002,P0560,1,2
Z00002,P0562,1,2
Z00002,P0593,1,4
Z00002,P0595,1,2
Z00002,P0607,1,1
Z00002,P0620,1,5
Z00002,P0654,1,2
Z00002,P0655,1,4
Z00002,P0656,1,3
Z00002,P0672,1,2
Z00002,P0690,1,3
Z00002,P0697,1,1
Z00002,P0705,1,1
Z00002,P0710,1,2
Z00002,P0718,1,5
Z00002,P0735,1,2
Z00002,P0752,1,2
Z00002,P0756,1,4
Z00002,P0774,1,2
Z00002,P0783,1,4
Z00002,P0787,1,1
Z00002,P0793,1,2
Z00003,P0009,1,5
Z00003,P0016,1,2
Z00003,P0028,1,1
Z00003,P0043,1,1
Z00003,P0044,1,2
Z00003,P0049,1,2
Z00003,P0059,1,2
Z00003,P0066,1,3
Z00003,P0084,1,1
Z00003,P0103,1,1
Z00003,P0112,1,4
Z00003,P0114,1,4
Z00003,P0117,1,2
Z00003,P0123,1,2
Z00003,P0142,1,4
Z00003,P0144,1,3
Z00003,P0170,1,3
Z00003,P0172,1,2
Z00003,P0182,1,1
Z00003,P0187,1,3
Z00003,P0200,1,2
Z00003,P0226,1,2
Z00003,P0227,1,4
Z00003,P0271,1,1
Z00003,P0278,1,1
Z00003,P0297,1,1
Z00003,P0300,1,2
Z00003,P0305,1,2
Z00003,P0307,1,2
Z00003,P0311,1,2
Z00003,P0312,1,3
Z00003,P0318,1,2
Z00003,P0321,1,2
Z00003,P0328,1,2
Z00003,P0335,1,2
Z00003,P0339,1,2
Z00003,P0340,1,1
Z00003,P0348,1,1
Z00003,P0372,1,1
Z00003,P0378,1,1
Z00003,P0381,1,4
Z00003,P0388,1,2
Z00003,P0397,1,2
Z00003,P0403,1,1
Z00003,P0414,1,2
Z00003,P0424,1,2
Z00003,P0443,1,4
Z00003,P0448,1,1
Z00003,P0449,1,2
Z00003,P0459,1,1
Z00003,P0460,1,3
Z00003,P0465,1,5
Z00003,P0466,1,2
Z00003,P0470,1,3
Z00003,P0472,1,2
Z00003,P0474,1,2
Z00003,P0480,1,1
Z00003,P0485,1,3
Z00003,P0488,1,1
Z00003,P0497,1,2
Z00003,P0499,1,4
Z00003,P0506,1,2
Z00003,P0514,1,3
Z00003,P0521,1,2
Z00003,P0544,1,7
Z00003,P0549,1,4
Z00003,P0574,1,3
Z00003,P0588,1,3
Z00003,P0590,1,2
Z00003,P0602,1,1
Z00003,P0607,1,1
Z00003,P0616,1,2
Z00003,P0620,1,3
Z00003,P0630,1,2
Z00003,P0633,1,1
Z00003,P0636,1,1
Z00003,P0638,1,2
Z00003,P0641,1,2
Z00003,P0651,1,1
Z00003,P0663,1,2
Z00003,P0666,1,2
Z00003,P0667,1,1
Z00003,P0702,1,1
Z00003,P0705,1,1
Z00003,P0710,1,1
Z00003,P0720,1,1
Z00003,P0728,1,3
Z00003,P0729,1,2
Z00003,P0737,1,2
Z00003,P0750,1,2
Z00003,P0754,1,2
Z00003,P0769,1,3
Z00003,P0770,1,2
Z00003,P0785,1,1
Z00003,P0790,1,1
Z00004,P0003,1,1
Z00004,P0017,1,1
Z00004,P0037,1,1
Z00004,P0040,1,1
Z00004,P0045,1,2
Z00004,P0050,1,2
Z00004,P0053,1,1
Z00004,P0069,1,4
Z00004,P0072,1,3
Z00004,P0073,1,2
Z00004,P0080,1,5
Z00004,P0081,1,1
Z00004,P0082,1,2
Z00004,P0088,1,3
Z00004,P0091,1,1
Z00004,P0108,1,3
Z00004,P0115,1,1
Z00004,P0119,1,4
Z00004,P0120,1,2
Z00004,P0123,1,4
Z00004,P0124,1,3
Z00004,P0126,1,3
Z00004,P0131,1,5
Z00004,P0159,1,1
Z00004,P0164,1,2
Z00004,P0170,1,5
Z00004,P0183,1,3
Z00004,P0191,1,2
Z00004,P0202,1,4
Z00004,P0204,1,2
Z00004,P0211,1,2
Z00004,P0224,1,1
Z00004,P0231,1,1
Z00004,P0252,1,3
Z00004,P0268,1,1
Z00004,P0269,1,5
Z00004,P0272,1,1
Z00004,P0278,1,3
Z00004,P0296,1,1
Z00004,P0298,1,2
Z00004,P0309,1,1
Z00004,P0344,1,1
Z00004,P0348,1,1
Z00004,P0351,1,2
Z00004,P0355,1,2
Z00004,P0364,1,3
Z00004,P0375,1,1
Z00004,P0385,1,4
Z00004,P0395,1,4
Z00004,P0398,1,4
Z00004,P0417,1,2
Z00004,P0428,1,8
Z00004,P0447,1,3
Z00004,P0459,1,4
Z00004,P0460,1,3
Z00004,P0472,1,3
Z00004,P0481,1,3
Z00004,P0486,1,1
Z00004,P0489,1,3
Z00004,P0497,1,8
Z00004,P0510,1,3
Z00004,P0537,1,1
Z00004,P0539,1,4
Z00004,P0546,1,1
Z00004,P0548,1,1
Z00004,P0549,1,4
Z00004,P0553,1,5
Z00004,P0558,1,4
Z00004,P0575,1,2
Z00004,P0576,1,2
Z00004,P0581,1,1
Z00004,P0582,1,1
Z00004,P0583,1,3
Z00004,P0621,1,2
Z00004,P0622,1,1
Z00004,P0625,1,2
Z00004,P0627,1,3
Z00004,P0629,1,3
Z00004,P0632,1,1
Z00004,P0665,1,5
Z00004,P0675,1,2
Z00004,P0684,1,1
Z00004,P0698,1,3
Z00004,P0708,1,2
Z00004,P0709,1,2
Z00004,P0714,1,5
Z00004,P0718,1,5
Z00004,P0736,1,2
Z00004,P0737,1,3
Z00004,P0741,1,3
Z00004,P0763,1,1
Z00004,P0771,1,1
Z00004,P0774,1,3
Z00004,P0782,1,2
Z00004,P0783,1,2
Z00004,P0785,1,1
Z00004,P0790,1,1
Z00005,P0007,1,2
Z00005,P0014,1,2
Z00005,P0023,1,2
Z00005,P0037,1,1
Z00005,P0047,1,1
Z00005,P0056,1,3
Z00005,P0071,1,5
Z00005,P0081,1,1
Z00005,P0094,1,1
Z00005,P0102,1,2
Z00005,P0109,1,3
Z00005,P0110,1,2
Z00005,P0114,1,6
Z00005,P0117,1,3
Z00005,P0129,1,3
Z00005,P0134,1,3
Z00005,P0136,1,5
Z00005,P0143,1,1
Z00005,P0146,1,1
Z00005,P0157,1,7
Z00005,P0161,1,6
Z00005,P0165,1,1
Z00005,P0168,1,2
Z00005,P0169,1,2
Z00005,P0179,1,1
Z00005,P0188,1,4
Z00005,P0198,1,3
Z00005,P0210,1,1
Z00005,P0211,1,2
Z00005,P0219,1,3
Z00005,P0224,1,1
Z00005,P0239,1,3
Z00005,P0262,1,6
Z00005,P0263,1,1
Z00005,P0292,1,3
Z00005,P0293,1,3
Z00005,P0303,1,2
Z00005,P0306,1,1
Z00005,P0319,1,3
Z00005,P0320,1,1
Z00005,P0330,1,2
Z00005,P0333,1,1
Z00005,P0347,1,2
Z00005,P0366,1,3
Z00005,P0377,1,2
Z00005,P0391,1,4
Z00005,P0400,1,2
Z00005,P0406,1,3
Z00005,P0411,1,3
Z00005,P0419,1,2
Z00005,P0422,1,4
Z00005,P0428,1,5
Z00005,P0436,1,2
Z00005,P0463,1,1
Z00005,P0466,1,1
Z00005,P0473,1,3
Z00005,P0481,1,3
Z00005,P0503,1,2
Z00005,P0507,1,2
Z00005,P0537,1,4
Z00005,P0538,1,4
Z00005,P0551,1,3
Z00005,P0592,1,2
Z00005,P0596,1,2
Z00005,P0597,1,2
Z00005,P0605,1,1
Z00005,P0608,1,3
Z00005,P0627,1,3
Z00005,P0629,1,2
Z00005,P0645,1,5
Z00005,P0649,1,1
Z00005,P0652,1,1
Z00005,P0703,1,3
Z00005,P0712,1,1
Z00005,P0721,1,2
Z00005,P0723,1,1
Z00005,P0738,1,3
Z00005,P0739,1,1
Z00005,P0746,1,1
Z00005,P0763,1,3
Z00005,P0773,1,3
Z00005,P0794,1,4
Z00006,P0007,1,4
Z00006,P0016,1,4
Z00006,P0034,1,2
Z00006,P0071,1,4
Z00006,P0080,1,5
Z00006,P0082,1,4
Z00006,P0103,1,4
Z00006,P0107,1,1
Z00006,P0113,1,2
Z00006,P0120,1,2
Z00006,P0124,1,5
Z00006,P0135,1,1
Z00006,P0138,1,1
Z00006,P0144,1,2
Z00006,P0161,1,4
Z00006,P0165,1,2
Z00006,P0168,1,1
Z00006,P0172,1,2
Z00006,P0184,1,3
Z00006,P0188,1,3
Z00006,P0191,1,1
Z00006,P0200,1,3
Z00006,P0213,1,1
Z00006,P0227,1,2
Z00006,P0232,1,2
Z00006,P0236,1,2
Z00006,P0242,1,1
Z00006,P0252,1,3
Z00006,P0255,1,4
Z00006,P0263,1,2
Z00006,P0269,1,3
Z00006,P0282,1,3
Z00006,P0290,1,2
Z00006,P0291,1,3
Z00006,P0293,1,1
Z00006,P0322,1,3
Z00006,P0339,1,3
Z00006,P0345,1,2
Z00006,P0348,1,5
Z00006,P0353,1,1
Z00006,P0360,1,1
Z00006,P0369,1,4
Z00006,P0373,1,1
Z00006,P0377,1,2
Z00006,P0390,1,3
Z00006,P0401,1,1
Z00006,P0425,1,1
Z00006,P0434,1,2
Z00006,P0459,1,4
Z00006,P0465,1,4
Z00006,P0482,1,1
Z00006,P0493,1,2
Z00006,P0503,1,1
Z00006,P0505,1,1
Z00006,P0506,1,4
Z00006,P0528,1,2
Z00006,P0531,1,1
Z00006,P0544,1,3
Z00006,P0549,1,5
Z00006,P0577,1,2
Z00006,P0583,1,1
Z00006,P0597,1,3
Z00006,P0609,1,2
Z00006,P0623,1,2
Z00006,P0631,1,1
Z00006,P0637,1,3
Z00006,P0638,1,1
Z00006,P0651,1,2
Z00006,P0665,1,6
Z00006,P0666,1,2
Z00006,P0687,1,3
Z00006,P0697,1,2
Z00006,P0720,1,1
Z00006,P0723,1,3
Z00006,P0728,1,2
Z00006,P0741,1,3
Z00006,P0770,1,4
Z00006,P0794,1,1
Z00007,P0011,1,1
Z00007,P0019,1,2
Z00007,P0020,1,3
Z00007,P0045,1,2
Z00007,P0050,1,2
Z00007,P0085,1,1
Z00007,P0113,1,1
Z00007,P0119,1,4
Z00007,P0126,1,1
Z00007,P0131,1,6
Z00007,P0145,1,1
Z00007,P0154,1,5
Z00007,P0163,1,2
Z00007,P0178,1,2
Z00007,P0179,1,4
Z00007,P0192,1,2
Z00007,P0199,1,1
Z00007,P0200,1,3
Z00007,P0202,1,1
Z00007,P0204,1,3
Z00007,P0206,1,1
Z00007,P0209,1,3
Z00007,P0219,1,2
Z00007,P0226,1,4
Z00007,P0227,1,4
Z00007,P0233,1,2
Z00007,P0259,1,2
Z00007,P0268,1,3
Z00007,P0305,1,7
Z00007,P0309,1,2
Z00007,P0323,1,3
Z00007,P0331,1,1
Z00007,P0337,1,2
Z00007,P0348,1,3
Z00007,P0350,1,5
Z00007,P0363,1,2
Z00007,P0376,1,3
Z00007,P0406,1,4
Z00007,P0412,1,3
Z00007,P0445,1,2
Z00007,P0474,1,4
Z00007,P0479,1,3
Z00007,P0484,1,1
Z00007,P0533,1,4
Z00007,P0552,1,2
Z00007,P0556,1,1
Z00007,P0565,1,3
Z00007,P0577,1,3
Z00007,P0585,1,4
Z00007,P0597,1,1
Z00007,P0601,1,3
Z00007,P0605,1,2
Z00007,P0620,1,1
Z00007,P0623,1,2
Z00007,P0626,1,1
Z00007,P0627,1,2
Z00007,P0629,1,3
Z00007,P0645,1,4
Z00007,P0677,1,1
Z00007,P0712,1,2
Z00007,P0714,1,1
Z00007,P0715,1,1
Z00007,P0735,1,3
Z00007,P0737,1,3
Z00007,P0740,1,3
Z00007,P0748,1,4
Z00007,P0765,1,2
Z00007,P0772,1,1
Z00007,P0778,1,1
Z00007,P0779,1,3
Z00007,P0782,1,1
Z00007,P0788,1,4
Z00008,P0034,1,1
Z00008,P0040,1,3
Z00008,P0060,1,1
Z00008,P0076,1,2
Z00008,P0093,1,2
Z00008,P0105,1,1
Z00008,P0114,1,4
Z00008,P0115,1,2
Z00008,P0129,1,1
Z00008,P0145,1,3
Z00008,P0177,1,1
Z00008,P0179,1,4
Z00008,P0181,1,4
Z00008,P0202,1,1
Z00008,P0212,1,1
Z00008,P0213,1,1
Z00008,P0238,1,3
Z00008,P0242,1,2
Z00008,P0329,1,2
Z00008,P0344,1,3
Z00008,P0348,1,1
Z00008,P0422,1,2
Z00008,P0437,1,4
Z00008,P0452,1,3
Z00008,P0474,1,2
Z00008,P0516,1,2
Z00008,P0519,1,3
Z00008,P0541,1,1
Z00008,P0546,1,4
Z00008,P0551,1,2
Z00008,P0564,1,1
Z00008,P0573,1,4
Z00008,P0574,1,2
Z00008,P0612,1,1
Z00008,P0653,1,6
Z00008,P0668,1,2
Z00008,P0670,1,3
Z00008,P0682,1,4
Z00008,P0686,1,1
Z00008,P0695,1,1
Z00008,P0697,1,1
Z00008,P0712,1,2
Z00008,P0782,1,2
Z00009,P0013,1,3
Z00009,P0017,1,1
Z00009,P0024,1,1
Z00009,P0027,1,3
Z00009,P0030,1,1
Z00009,P0034,1,3
Z00009,P0048,1,2
Z00009,P0062,1,1
Z00009,P0070,1,3
Z00009,P0071,1,3
Z00009,P0076,1,2
Z00009,P0090,1,2
Z00009,P0108,1,4
Z00009,P0109,1,2
Z00009,P0111,1,3
Z00009,P0114,1,4
Z00009,P0119,1,2
Z00009,P0127,1,2
Z00009,P0135,1,3
Z00009,P0153,1,2
Z00009,P0158,1,1
Z00009,P0168,1,1
Z00009,P0170,1,2
Z00009,P0179,1,2
Z00009,P0188,1,4
Z00009,P0194,1,2
Z00009,P0196,1,5
Z00009,P0197,1,3
Z00009,P0205,1,2
Z00009,P0206,1,3
Z00009,P0216,1,2
Z00009,P0224,1,2
Z00009,P0227,1,5
Z00009,P0228,1,6
Z00009,P0230,1,4
Z00009,P0233,1,4
Z00009,P0238,1,4
Z00009,P0279,1,2
Z00009,P0282,1,3
Z00009,P0296,1,2
Z00009,P0297,1,3
Z00009,P0304,1,4
Z00009,P0311,1,1
Z00009,P0314,1,1
Z00009,P0328,1,3
Z00009,P0329,1,3
Z00009,P0331,1,2
Z00009,P0340,1,4
Z00009,P0353,1,1
Z00009,P0360,1,2
Z00009,P0371,1,1
Z00009,P0372,1,4
Z00009,P0374,1,2
Z00009,P0380,1,2
Z00009,P0404,1,2
Z00009,P0414,1,1
Z00009,P0428,1,4
Z00009,P0438,1,1
Z00009,P0451,1,3
Z00009,P0452,1,4
Z00009,P0463,1,3
Z00009,P0475,1,5
Z00009,P0477,1,4
Z00009,P0483,1,2
Z00009,P0497,1,4
Z00009,P0501,1,1
Z00009,P0504,1,4
Z00009,P0509,1,2
Z00009,P0511,1,6
Z00009,P0519,1,3
Z00009,P0529,1,1
Z00009,P0539,1,4
Z00009,P0544,1,2
Z00009,P0549,1,2
Z00009,P0552,1,4
Z00009,P0556,1,5
Z00009,P0562,1,2
Z00009,P0567,1,1
Z00009,P0572,1,1
Z00009,P0574,1,2
Z00009,P0576,1,1
Z00009,P0577,1,2
Z00009,P0580,1,4
Z00009,P0593,1,2
Z00009,P0599,1,2
Z00009,P0612,1,3
Z00009,P0613,1,1
Z00009,P0616,1,1
Z00009,P0618,1,1
Z00009,P0622,1,1
Z00009,P0626,1,1
Z00009,P0627,1,2
Z00009,P0628,1,1
Z00009,P0640,1,1
Z00009,P0680,1,1
Z00009,P0687,1,2
Z00009,P0718,1,2
Z00009,P0744,1,1
Z00009,P0748,1,1
Z00009,P0753,1,2
Z00009,P0761,1,1
Z00009,P0762,1,2
Z00009,P0763,1,2
Z00009,P0770,1,2
Z00009,P0781,1,2
Z00009,P0785,1,1
Z00009,P0791,1,2
Z00009,P0793,1,2
Z00010,P0028,1,4
Z00010,P0032,1,1
Z00010,P0041,1,1
Z00010,P0053,1,2
Z00010,P0071,1,1
Z00010,P0084,1,5
Z00010,P0099,1,2
Z00010,P0102,1,1
Z00010,P0107,1,1
Z00010,P0109,1,2
Z00010,P0117,1,6
Z00010,P0135,1,1
Z00010,P0150,1,1
Z00010,P0153,1,3
Z00010,P0168,1,3
Z00010,P0169,1,2
Z00010,P0179,1,4
Z00010,P0184,1,2
Z00010,P0188,1,7
Z00010,P0215,1,3
Z00010,P0234,1,1
Z00010,P0250,1,1
Z00010,P0257,1,2
Z00010,P0268,1,3
Z00010,P0282,1,2
Z00010,P0293,1,4
Z00010,P0314,1,1
Z00010,P0319,1,3
Z00010,P0323,1,2
Z00010,P0330,1,2
Z00010,P0343,1,3
Z00010,P0344,1,1
Z00010,P0376,1,2
Z00010,P0380,1,2
Z00010,P0387,1,1
Z00010,P0390,1,2
Z00010,P0418,1,2
Z00010,P0421,1,4
Z00010,P0425,1,3
Z00010,P0428,1,3
Z00010,P0430,1,2
Z00010,P0431,1,1
Z00010,P0465,1,1
Z00010,P0468,1,2
Z00010,P0474,1,3
Z00010,P0489,1,1
Z00010,P0503,1,4
Z00010,P0504,1,3
Z00010,P0521,1,1
Z00010,P0531,1,3
Z00010,P0532,1,2
Z00010,P0534,1,2
Z00010,P0538,1,3
Z00010,P0541,1,2
Z00010,P0557,1,2
Z00010,P0563,1,2
Z00010,P0580,1,4
Z00010,P0593,1,2
Z00010,P0672,1,2
Z00010,P0696,1,2
Z00010,P0718,1,2
Z00010,P0734,1,2
Z00010,P0737,1,4
Z00010,P0750,1,2
Z00010,P0756,1,1
Z00010,P0770,1,4
Z00010,P0779,1,4
Z00010,P0781,1,2
Z00011,P0004,1,2
Z00011,P0026,1,5
Z00011,P0028,1,4
Z00011,P0030,1,3
Z00011,P0050,1,3
Z00011,P0052,1,1
Z00011,P0061,1,1
Z00011,P0070,1,1
Z00011,P0072,1,1
Z00011,P0082,1,3
Z00011,P0084,1,2
Z00011,P0087,1,5
Z00011,P0105,1,3
Z00011,P0108,1,2
Z00011,P0109,1,1
Z00011,P0114,1,3
Z00011,P0124,1,3
Z00011,P0157,1,5
Z00011,P0163,1,2
Z00011,P0172,1,3
Z00011,P0193,1,2
Z00011,P0205,1,2
Z00011,P0218,1,1
Z00011,P0220,1,1
Z00011,P0233,1,5
Z00011,P0234,1,1
Z00011,P0239,1,2
Z00011,P0255,1,2
Z00011,P0260,1,3
Z00011,P0265,1,1
Z00011,P0267,1,1
Z00011,P0289,1,5
Z00011,P0293,1,4
Z00011,P0302,1,1
Z00011,P0305,1,9
Z00011,P0308,1,2
Z00011,P0309,1,1
Z00011,P0313,1,2
Z00011,P0328,1,2
Z00011,P0329,1,2
Z00011,P0347,1,4
Z00011,P0353,1,2
Z00011,P0355,1,1
Z00011,P0378,1,3
Z00011,P0379,1,5
Z00011,P0381,1,3
Z00011,P0391,1,2
Z00011,P0395,1,2
Z00011,P0406,1,1
Z00011,P0411,1,2
Z00011,P0443,1,1
Z00011,P0459,1,2
Z00011,P0472,1,3
Z00011,P0476,1,1
Z00011,P0486,1,3
Z00011,P0490,1,2
Z00011,P0492,1,2
Z00011,P0508,1,1
Z00011,P0511,1,5
Z00011,P0518,1,4
Z00011,P0519,1,1
Z00011,P0522,1,2
Z00011,P0536,1,2
Z00011,P0537,1,4
Z00011,P0538,1,3
Z00011,P0552,1,4
Z00011,P0556,1,1
Z00011,P0558,1,1
Z00011,P0565,1,2
Z00011,P0572,1,2
Z00011,P0580,1,5
Z00011,P0588,1,2
Z00011,P0595,1,2
Z00011,P0627,1,1
Z00011,P0670,1,2
Z00011,P0674,1,3
Z00011,P0705,1,3
Z00011,P0718,1,4
Z00011,P0722,1,1
Z00011,P0732,1,1
Z00011,P0750,1,3
Z00011,P0770,1,2
Z00011,P0779,1,3
Z00011,P0793,1,3
Z00012,P0054,1,1
Z00012,P0056,1,2
Z00012,P0122,1,1
Z00012,P0135,1,1
Z00012,P0145,1,2
Z00012,P0153,1,1
Z00012,P0178,1,1
Z00012,P0193,1,1
Z00012,P0207,1,3
Z00012,P0234,1,1
Z00012,P0271,1,1
Z00012,P0272,1,2
Z00012,P0289,1,1
Z00012,P0292,1,3
Z00012,P0331,1,1
Z00012,P0385,1,2
Z00012,P0447,1,4
Z00012,P0462,1,5
Z00012,P0486,1,2
Z00012,P0526,1,3
Z00012,P0531,1,3
Z00012,P0562,1,2
Z00012,P0620,1,5
Z00012,P0629,1,2
Z00012,P0643,1,3
Z00012,P0662,1,3
Z00012,P0712,1,2
Z00012,P0719,1,1
Z00012,P0737,1,3
Z00012,P0758,1,2
Z00012,P0774,1,2
Z00012,P0777,1,2
Z00013,P0014,1,2
Z00013,P0020,1,3
Z00013,P0035,1,1
Z00013,P0043,1,2
Z00013,P0053,1,6
Z00013,P0070,1,2
Z00013,P0072,1,4
Z00013,P0083,1,2
Z00013,P0084,1,7
Z00013,P0090,1,2
Z00013,P0093,1,2
Z00013,P0101,1,3
Z00013,P0104,1,4
Z00013,P0115,1,2
Z00013,P0120,1,2
Z00013,P0135,1,3
Z00013,P0137,1,3
Z00013,P0142,1,1
Z00013,P0145,1,1
Z00013,P0151,1,2
Z00013,P0166,1,1
Z00013,P0175,1,4
Z00013,P0181,1,2
Z00013,P0211,1,1
Z00013,P0226,1,1
Z00013,P0228,1,1
Z00013,P0236,1,4
Z00013,P0243,1,1
Z00013,P0252,1,2
Z00013,P0253,1,1
Z00013,P0258,1,2
Z00013,P0271,1,5
Z00013,P0284,1,2
Z00013,P0291,1,2
Z00013,P0297,1,1
Z00013,P0305,1,2
Z00013,P0319,1,4
Z00013,P0324,1,1
Z00013,P0328,1,2
Z00013,P0332,1,2
Z00013,P0335,1,3
Z00013,P0343,1,1
Z00013,P0347,1,4
Z00013,P0361,1,2
Z00013,P0363,1,3
Z00013,P0376,1,2
Z00013,P0380,1,1
Z00013,P0394,1,1
Z00013,P0398,1,4
Z00013,P0420,1,1
Z00013,P0470,1,2
Z00013,P0473,1,5
Z00013,P0475,1,3
Z00013,P0483,1,2
Z00013,P0490,1,2
Z00013,P0507,1,3
Z00013,P0508,1,1
Z00013,P0514,1,2
Z00013,P0515,1,2
Z00013,P0521,1,2
Z00013,P0522,1,3
Z00013,P0526,1,2
Z00013,P0538,1,3
Z00013,P0539,1,5
Z00013,P0549,1,6
Z00013,P0552,1,4
Z00013,P0564,1,1
Z00013,P0581,1,3
Z00013,P0585,1,1
Z00013,P0594,1,2
Z00013,P0605,1,2
Z00013,P0620,1,2
Z00013,P0621,1,3
Z00013,P0623,1,2
Z00013,P0626,1,5
Z00013,P0627,1,3
Z00013,P0631,1,2
Z00013,P0655,1,1
Z00013,P0657,1,6
Z00013,P0662,1,2
Z00013,P0665,1,3
Z00013,P0670,1,1
Z00013,P0734,1,2
Z00013,P0741,1,2
Z00013,P0752,1,1
Z00013,P0753,1,3
Z00013,P0763,1,3
Z00013,P0770,1,3
Z00013,P0777,1,1
Z00013,P0789,1,1
Z00013,P0791,1,2
Z00013,P0797,1,4
Z00014,P0011,1,4
Z00014,P0016,1,8
Z00014,P0087,1,2
Z00014,P0089,1,1
Z00014,P0122,1,3
Z00014,P0142,1,3
Z00014,P0154,1,6
Z00014,P0165,1,3
Z00014,P0167,1,2
Z00014,P0179,1,3
Z00014,P0204,1,2
Z00014,P0211,1,2
Z00014,P0227,1,3
Z00014,P0232,1,4
Z00014,P0239,1,2
Z00014,P0260,1,3
Z00014,P0291,1,6
Z00014,P0299,1,1
Z00014,P0314,1,4
Z00014,P0327,1,1
Z00014,P0344,1,2
Z00014,P0365,1,2
Z00014,P0369,1,3
Z00014,P0396,1,1
Z00014,P0425,1,2
Z00014,P0460,1,2
Z00014,P0461,1,4
Z00014,P0484,1,1
Z00014,P0490,1,1
Z00014,P0507,1,2
Z00014,P0508,1,3
Z00014,P0572,1,2
Z00014,P0578,1,2
Z00014,P0581,1,1
Z00014,P0588,1,3
Z00014,P0603,1,2
Z00014,P0605,1,1
Z00014,P0623,1,4
Z00014,P0630,1,1
Z00014,P0665,1,1
Z00014,P0685,1,2
Z00014,P0708,1,4
Z00014,P0741,1,4
Z00014,P0783,1,2
Z00014,P0795,1,3
Z00015,P0001,1,1
Z00015,P0011,1,1
Z00015,P0012,1,1
Z00015,P0056,1,2
Z00015,P0062,1,1
Z00015,P0066,1,1
Z00015,P0071,1,5
Z00015,P0072,1,4
Z00015,P0079,1,2
Z00015,P0118,1,3
Z00015,P0142,1,3
Z00015,P0145,1,5
Z00015,P0170,1,3
Z00015,P0171,1,2
Z00015,P0175,1,2
Z00015,P0184,1,2
Z00015,P0196,1,3
Z00015,P0219,1,3
Z00015,P0222,1,5
