zip_id,hub_id,d_ij
Z00001,H109,1386.07
Z00001,H110,2075.7
Z00001,H111,1019.4
Z00001,H112,1605.9
Z00001,H113,1733.39
Z00001,H114,6845.44
Z00001,H115,9907.38
Z00001,H116,1847.57
Z00001,H117,1505.46
Z00001,H118,9051.28
Z00001,H119,1635.86
Z00001,H120,9600.77
Z00001,H121,1345.5
Z00001,H122,2009.97
Z00001,H123,8367.23
Z00001,H124,9212.95
Z00001,H125,6095.71
Z00001,H126,8440.8
Z00001,H127,7525.53
Z00001,H128,1462.82
Z00001,H129,2208.63
Z00001,H130,6294.76
Z00001,H131,9050.68
Z00001,H132,5473.34
Z00001,H133,1763.75
Z00001,H134,9658.55
Z00001,H135,1944.48
Z00001,H136,8023.16
Z00001,H137,1877.04
Z00001,H138,5524.23
Z00001,H139,2337.07
Z00001,H140,1061.27
Z00001,H141,795.63
Z00001,H142,1870.91
Z00001,H143,2252.61
Z00001,H144,6003.98
Z00001,H145,6200.26
Z00001,H146,8737.57
Z00001,H147,1903.72
Z00001,H148,1148.08
Z00001,H149,1917.06
Z00001,H150,6003.14
Z00001,H151,6479.57
Z00001,H152,1403.8
Z00001,H153,1245.76
Z00001,H154,8467.81
Z00001,H155,6187.35
Z00001,H156,1424.02
Z00001,H157,7199.16
Z00001,H158,8043.34
Z00001,H159,5893.35
Z00001,H160,6321.2
Z00001,H161,6179.76
Z00001,H162,6359.87
Z00001,H163,5922.86
Z00001,H164,5941.59
Z00001,H165,7572.68
Z00001,H166,5976.28
Z00001,H167,7510.21
Z00001,H168,1972.06
Z00001,H169,1489.07
Z00001,H170,1310.36
Z00001,H171,2280.95
Z00001,H172,1733.74
Z00001,H173,5957.83
Z00001,H174,147.17
Z00001,H175,8458.1
Z00001,H176,8543.13
Z00001,H177,8814.36
Z00001,H178,2122.54
Z00001,H179,7939.85
Z00001,H180,2923.76
Z00001,H181,6810.96
Z00001,H182,7910.47
Z00001,H183,1176.97
Z00001,H184,7806.57
Z00001,H185,6101.5
Z00001,H186,8880.48
Z00001,H187,6825.43
Z00001,H188,2182.91
Z00001,H189,2027.42
Z00001,H190,2424.2
Z00001,H191,6170.05
Z00001,H192,6228.57
Z00001,H193,1739.72
Z00001,H194,1684.13
Z00001,H195,7072.47
Z00001,H196,3361.74
Z00001,H197,1581.43
Z00001,H198,1864.19
Z00001,H199,1528.78
Z00001,H200,1645.41
Z00001,H201,1770.59
Z00001,H202,9464.95
Z00001,H203,6063.01
Z00001,H204,1955.52
Z00001,H205,1262.19
Z00001,H206,1643.4
Z00001,H207,1983.63
Z00001,H208,8697.09
Z00001,H209,8002.52
Z00001,H210,7621.9
Z00001,H211,7994.99
Z00001,H212,8012.22
Z00001,H213,9479.21
Z00001,H214,1338.96
Z00001,H215,4963.9
Z00001,H216,7276.3
Z00001,H217,3277.88
Z00001,H218,6133.34
Z00001,H219,1915.19
Z00001,H220,1776.34
Z00001,H221,1456.07
Z00001,H222,8152.89
Z00001,H223,9278.91
Z00001,H224,7839.27
Z00001,H225,6173.2
Z00001,H226,6131.51
Z00001,H227,1949.54
Z00001,H228,6043.92
Z00001,H229,6539.09
Z00001,H230,893.96
Z00001,H231,1786.2
Z00001,H232,2370.2
Z00001,H233,2156.34
Z00001,H234,1700.62
Z00001,H235,6094.07
Z00001,H236,9331.46
Z00001,H237,6251.89
Z00001,H238,6657.66
Z00001,H239,8581.24
Z00001,H240,1823.61
Z00001,H241,1775.42
Z00001,H242,1117.65
Z00001,H243,1580.0
Z00001,H244,1973.65
Z00001,H245,629.8
Z00001,H246,1241.62
Z00001,H247,8014.36
Z00001,H248,1431.18
Z00001,H249,5874.42
Z00001,H250,5641.38
Z00001,H251,5916.82
Z00001,H252,2609.74
Z00001,H253,1758.09
Z00001,H254,7639.07
Z00001,H255,6007.63
Z00001,H256,5910.3
Z00001,H257,5983.38
Z00001,H258,1512.17
Z00001,H259,5683.14
Z00001,H260,5597.48
Z00001,H261,6523.12
Z00001,H262,6460.91
Z00001,H263,1527.42
Z00001,H264,2108.86
Z00001,H265,5759.68
Z00001,H266,8308.12
Z00001,H267,8194.12
Z00001,H268,1715.98
Z00001,H269,947.31
Z00001,H270,6585.01
Z00001,H271,9152.72
Z00001,H272,6140.34
Z00001,H273,1445.61
Z00001,H274,9241.67
Z00001,H275,8461.51
Z00001,H276,1779.4
Z00001,H277,1959.66
Z00001,H278,6244.62
Z00001,H279,9541.71
Z00001,H280,10108.57
Z00001,H281,2232.29
Z00001,H282,1478.65
Z00001,H283,1655.51
Z00001,H284,1839.94
Z00001,H285,6331.9
Z00001,H286,1846.47
Z00001,H287,6318.55
Z00001,H288,1184.77
Z00001,H289,1977.33
Z00001,H290,501.74
Z00001,H291,5001.88
Z00001,H292,6167.89
Z00001,H293,2516.21
Z00001,H294,2021.62
Z00001,H295,6759.67
Z00001,H296,2156.23
Z00001,H297,9716.34
Z00001,H298,1820.44
Z00001,H299,1940.63
Z00001,H300,1878.4
Z00001,H301,6832.73
Z00001,H302,9557.77
Z00001,H303,9580.17
Z00001,H304,5986.15
Z00001,H305,8684.09
Z00001,H306,8067.29
Z00001,H307,7693.77
Z00001,H308,6720.54
Z00001,H309,1580.16
Z00001,H310,6179.07
Z00001,H311,2398.54
Z00001,H312,1176.3
Z00001,H313,2329.75
Z00001,H314,7679.03
Z00001,H315,6313.03
Z00001,H316,7755.22
Z00001,H317,1825.45
Z00001,H318,7764.85
Z00001,H319,8005.48
Z00001,H320,1546.78
Z00001,H321,6259.17
Z00001,H322,823.99
Z00001,H323,6174.19
Z00001,H324,6993.38
Z00001,H325,1158.5
Z00001,H326,1556.21
Z00001,H327,6456.76
Z00001,H328,7712.33
Z00001,H329,1622.42
Z00001,H330,1911.33
Z00001,H331,5856.68
Z00001,H332,6044.28
Z00001,H333,10068.23
Z00001,H334,6240.17
Z00001,H335,1416.99
Z00001,H336,5937.46
Z00001,H337,1936.97
Z00001,H338,9187.18
Z00001,H339,1341.11
Z00001,H340,9760.32
Z00001,H341,2279.39
Z00001,H342,6333.34
Z00001,H343,1272.16
Z00001,H344,2421.44
Z00001,H345,1611.48
Z00001,H346,5922.05
Z00001,H347,1663.73
Z00001,H348,2593.73
Z00001,H349,5653.2
Z00001,H350,6357.69
Z00001,H351,6469.52
Z00001,H352,1072.54
Z00001,H353,9486.87
Z00001,H354,1425.18
Z00001,H355,487.04
Z00001,H356,1243.81
Z00001,H357,7521.07
Z00001,H358,2660.36
Z00001,H359,7926.33
Z00001,H360,1863.74
Z00001,H361,1950.7
Z00001,H362,1650.54
Z00001,H363,1717.51
Z00001,H364,6419.6
Z00001,H365,5792.35
Z00001,H366,1575.63
Z00001,H367,1190.29
Z00001,H368,8815.25
Z00001,H369,1935.73
Z00001,H370,1797.68
Z00001,H371,1998.48
Z00001,H372,6604.81
Z00001,H373,1577.38
Z00001,H374,6120.63
Z00001,H375,5923.93
Z00001,H376,5868.84
Z00001,H377,6111.03
Z00001,H378,2028.84
Z00001,H379,1258.8
Z00001,H380,1489.49
Z00001,H381,6367.04
Z00001,H382,2180.08
Z00001,H383,1463.56
Z00001,H384,5102.89
Z00001,H385,836.41
Z00001,H386,1117.38
Z00001,H387,1533.28
Z00001,H388,2570.06
Z00001,H389,1384.0
Z00001,H390,6523.49
Z00001,H391,5912.76
Z00001,H392,7932.18
Z00001,H393,8111.04
Z00001,H394,1359.01
Z00001,H395,5824.18
Z00001,H396,5022.03
Z00001,H397,5017.23
Z00001,H398,4990.57
Z00001,H399,6344.92
Z00001,H400,1717.25
Z00001,H401,6204.8
Z00001,H402,2277.78
Z00001,H403,2108.33
Z00001,H404,9859.4
Z00001,H405,5877.64
Z00001,H406,7706.49
Z00001,H407,8291.38
Z00001,H408,7802.03
Z00001,H409,1921.18
Z00001,H410,5655.7
Z00001,H411,7128.27
Z00001,H412,1074.79
Z00001,H413,7850.33
Z00001,H414,7643.87
Z00001,H415,6092.6
Z00001,H416,1625.97
Z00001,H417,1687.21
Z00001,H418,7007.48
Z00001,H419,1759.86
Z00001,H420,2005.07
Z00001,H421,1646.25
Z00001,H422,1384.11
Z00001,H423,1564.98
Z00001,H424,1541.87
Z00001,H425,6162.47
Z00001,H426,6211.34
Z00001,H427,9720.54
Z00001,H428,2317.02
Z00001,H429,6227.55
Z00001,H430,8066.38
Z00001,H431,7717.64
Z00001,H432,7826.08
Z00001,H433,1500.1
Z00001,H434,1548.38
Z00001,H435,7998.21
Z00001,H436,6862.68
Z00001,H437,7755.95
Z00001,H438,1708.44
Z00001,H439,1151.94
Z00001,H440,5912.17
Z00001,H441,1596.09
Z00001,H442,5958.99
Z00001,H443,6790.15
Z00001,H444,1424.76
Z00001,H445,2211.75
Z00001,H446,6059.63
Z00001,H447,7771.35
Z00001,H448,2589.6
Z00001,H449,889.24
Z00001,H450,6283.29
Z00001,H451,6148.85
Z00001,H452,1422.22
Z00001,H453,1624.42
Z00001,H454,1048.32
Z00001,H455,6256.96
Z00001,H456,6053.72
Z00001,H457,2357.77
Z00001,H458,6926.25
Z00001,H459,2223.7
Z00001,H460,6505.67
Z00001,H461,6503.59
Z00001,H462,2116.53
Z00001,H463,9747.84
Z00001,H464,5225.93
Z00001,H465,938.17
Z00001,H466,1933.74
Z00001,H467,7382.77
Z00001,H468,2025.37
Z00001,H469,6622.57
Z00001,H470,2049.57
Z00001,H471,6121.77
Z00001,H472,2005.4
Z00001,H473,1301.17
Z00001,H474,2212.58
Z00001,H475,2086.06
Z00001,H476,2097.76
Z00001,H477,1881.33
Z00001,H478,2480.3
Z00001,H479,7797.13
Z00001,H480,8173.56
Z00001,H481,7277.33
Z00001,H482,7875.37
Z00001,H483,7735.34
Z00001,H484,2004.62
Z00001,H485,7660.79
Z00001,H486,8143.7
Z00001,H487,8323.65
Z00001,H488,7837.74
Z00001,H489,8042.51
Z00001,H490,2179.17
Z00001,H491,1614.84
Z00001,H492,8147.5
Z00001,H493,1025.11
Z00001,H494,8819.63
Z00001,H495,6589.96
Z00001,H496,6010.82
Z00001,H497,8191.65
Z00001,H498,7745.23
Z00001,H499,7575.46
Z00001,H500,6237.51
Z00002,H001,5709.49
Z00002,H002,1458.08
Z00002,H003,3142.24
Z00002,H004,4973.57
Z00002,H005,5537.47
Z00002,H006,4600.19
Z00002,H007,6168.84
Z00002,H008,5880.98
Z00002,H009,1315.36
Z00002,H010,4758.98
Z00002,H011,6005.98
Z00002,H012,1101.5
Z00002,H013,5181.11
Z00002,H014,531.05
Z00002,H015,880.69
Z00002,H016,5501.93
Z00002,H017,4728.33
Z00002,H018,5071.4
Z00002,H019,1050.49
Z00002,H020,1006.48
Z00002,H021,2242.85
Z00002,H022,5388.54
Z00002,H023,4771.01
Z00002,H024,5540.21
Z00002,H025,10841.91
Z00002,H026,6497.49
Z00002,H027,6427.88
Z00002,H028,9330.85
Z00002,H029,4863.33
Z00002,H030,4902.38
Z00002,H031,6413.89
Z00002,H032,4199.51
Z00002,H033,1112.23
Z00002,H034,6009.16
Z00002,H035,5116.7
Z00002,H036,4509.81
Z00002,H037,1526.57
Z00002,H038,4674.94
Z00002,H039,5732.68
Z00002,H040,9325.72
Z00002,H041,3808.61
Z00002,H042,709.49
Z00002,H043,776.85
Z00002,H044,912.17
Z00002,H045,5601.84
Z00002,H046,5547.42
Z00002,H047,5331.75
Z00002,H048,5111.8
Z00002,H049,5255.37
Z00002,H050,975.41
Z00002,H051,622.79
Z00002,H052,4504.52
Z00002,H053,5843.75
Z00002,H054,5360.05
Z00002,H055,4830.71
Z00002,H056,161.62
Z00002,H057,447.62
Z00002,H058,1038.21
Z00002,H059,681.99
Z00002,H060,1389.06
Z00002,H061,9423.11
Z00002,H062,1335.54
Z00002,H063,513.79
Z00002,H064,6364.17
Z00002,H065,1035.68
Z00002,H066,123.86
Z00002,H067,351.88
Z00002,H068,7473.28
Z00002,H069,4789.35
Z00002,H070,5125.78
Z00002,H071,359.71
Z00002,H072,705.27
Z00002,H073,8604.38
Z00002,H074,1024.41
Z00002,H075,5423.41
Z00002,H076,5372.39
Z00002,H077,1821.58
Z00002,H078,5710.84
Z00002,H079,627.37
Z00002,H080,5296.31
Z00002,H081,4875.98
Z00002,H082,3080.46
Z00002,H083,4861.68
Z00002,H084,5107.09
Z00002,H085,5224.34
Z00002,H086,4996.4
Z00002,H087,5412.39
Z00002,H088,4084.8
Z00002,H089,4335.56
Z00002,H090,3932.28
Z00002,H091,5766.3
Z00002,H092,5163.76
Z00002,H093,6290.09
Z00002,H094,5181.27
Z00002,H095,5418.09
Z00002,H096,1026.5
Z00002,H097,4960.65
Z00002,H098,214.16
Z00002,H099,5686.0
Z00002,H100,1664.87
Z00002,H101,5478.04
Z00002,H102,5083.22
Z00002,H103,240.77
Z00002,H104,1541.19
Z00002,H105,1588.45
Z00002,H106,6257.2
Z00002,H107,6013.13
Z00002,H108,1308.34
Z00002,H109,5676.91
Z00002,H110,4932.78
Z00002,H111,5965.46
Z00002,H112,5412.6
Z00002,H113,5248.68
Z00002,H114,4565.85
Z00002,H115,3619.83
Z00002,H116,5138.36
Z00002,H117,5500.04
Z00002,H118,3094.75
Z00002,H119,5547.54
Z00002,H120,6698.37
Z00002,H121,5850.92
Z00002,H122,4972.15
Z00002,H123,4331.44
Z00002,H124,3954.99
Z00002,H125,943.61
Z00002,H126,5131.36
Z00002,H127,4702.98
Z00002,H128,5605.71
Z00002,H129,4825.17
Z00002,H130,694.29
Z00002,H131,2185.18
Z00002,H132,1515.78
Z00002,H133,5237.41
Z00002,H134,5100.74
Z00002,H135,5108.49
Z00002,H136,4853.15
Z00002,H137,5148.42
Z00002,H138,1459.11
Z00002,H139,5260.77
Z00002,H140,6566.25
Z00002,H141,6355.42
Z00002,H142,5111.41
Z00002,H143,4745.17
Z00002,H144,977.93
Z00002,H145,782.17
Z00002,H146,4927.38
Z00002,H147,5209.71
Z00002,H148,6121.22
Z00002,H149,5151.89
Z00002,H150,1002.32
Z00002,H151,628.61
Z00002,H152,5805.69
Z00002,H153,5739.02
Z00002,H154,5101.44
Z00002,H155,824.01
Z00002,H156,6430.18
Z00002,H157,5379.51
Z00002,H158,5252.58
Z00002,H159,1329.91
Z00002,H160,774.09
Z00002,H161,881.29
Z00002,H162,740.91
Z00002,H163,1066.3
Z00002,H164,1622.71
Z00002,H165,9184.56
Z00002,H166,1096.73
Z00002,H167,9464.5
Z00002,H168,5099.6
Z00002,H169,5577.41
Z00002,H170,5994.67
Z00002,H171,4703.97
Z00002,H172,5305.33
Z00002,H173,1026.02
Z00002,H174,6875.65
Z00002,H175,5103.02
Z00002,H176,4635.4
Z00002,H177,2810.87
Z00002,H178,4891.82
Z00002,H179,962.07
Z00002,H180,4107.31
Z00002,H181,5613.08
Z00002,H182,3397.14
Z00002,H183,5845.87
Z00002,H184,5096.43
Z00002,H185,884.09
Z00002,H186,4837.58
Z00002,H187,4663.37
Z00002,H188,4829.78
Z00002,H189,4992.68
Z00002,H190,4595.54
Z00002,H191,820.02
Z00002,H192,1140.77
Z00002,H193,5365.58
Z00002,H194,5418.25
Z00002,H195,5422.33
Z00002,H196,7945.89
Z00002,H197,5406.28
Z00002,H198,5135.61
Z00002,H199,5478.26
Z00002,H200,5829.15
Z00002,H201,5211.87
Z00002,H202,3271.3
Z00002,H203,919.1
Z00002,H204,5026.36
Z00002,H205,5742.26
Z00002,H206,5494.43
Z00002,H207,5105.55
Z00002,H208,1767.12
Z00002,H209,1028.64
Z00002,H210,4673.2
Z00002,H211,3940.36
Z00002,H212,4934.96
Z00002,H213,4835.19
Z00002,H214,5653.2
Z00002,H215,6426.21
Z00002,H216,5484.36
Z00002,H217,7976.01
Z00002,H218,859.16
Z00002,H219,5067.54
Z00002,H220,5207.58
Z00002,H221,5548.97
Z00002,H222,5460.21
Z00002,H223,2745.47
Z00002,H224,2930.24
Z00002,H225,821.7
Z00002,H226,850.46
Z00002,H227,5826.51
Z00002,H228,959.8
Z00002,H229,519.62
Z00002,H230,6089.25
Z00002,H231,5230.11
Z00002,H232,4641.2
Z00002,H233,4826.49
Z00002,H234,5312.52
Z00002,H235,891.86
Z00002,H236,3901.86
Z00002,H237,758.64
Z00002,H238,369.69
Z00002,H239,1654.53
Z00002,H240,5191.03
Z00002,H241,5206.48
Z00002,H242,6429.47
Z00002,H243,5619.1
Z00002,H244,5008.66
Z00002,H245,6352.29
Z00002,H246,6348.9
Z00002,H247,9603.36
Z00002,H248,5578.4
Z00002,H249,1171.71
Z00002,H250,1341.32
Z00002,H251,1065.83
Z00002,H252,4398.22
Z00002,H253,5235.29
Z00002,H254,4860.22
Z00002,H255,980.63
Z00002,H256,1083.92
Z00002,H257,1115.09
Z00002,H258,5529.3
Z00002,H259,1737.17
Z00002,H260,1387.63
Z00002,H261,485.79
Z00002,H262,595.06
Z00002,H263,5927.15
Z00002,H264,4873.94
Z00002,H265,1233.77
Z00002,H266,4544.09
Z00002,H267,5191.87
Z00002,H268,5271.38
Z00002,H269,6098.67
Z00002,H270,526.99
Z00002,H271,3351.39
Z00002,H272,941.59
Z00002,H273,6423.67
Z00002,H274,6742.79
Z00002,H275,5872.87
Z00002,H276,5264.66
Z00002,H277,5026.8
Z00002,H278,924.18
Z00002,H279,6740.03
Z00002,H280,5290.75
Z00002,H281,6386.9
Z00002,H282,6412.22
Z00002,H283,5653.42
Z00002,H284,5143.56
Z00002,H285,730.98
Z00002,H286,5197.86
Z00002,H287,819.1
Z00002,H288,5805.77
Z00002,H289,5004.96
Z00002,H290,6482.92
Z00002,H291,7393.4
Z00002,H292,996.15
Z00002,H293,4471.9
Z00002,H294,4980.94
Z00002,H295,1032.88
Z00002,H296,5751.2
Z00002,H297,3291.51
Z00002,H298,5162.24
Z00002,H299,5045.61
Z00002,H300,5216.6
Z00002,H301,5556.97
Z00002,H302,3501.16
Z00002,H303,3208.17
Z00002,H304,1005.04
Z00002,H305,4878.55
Z00002,H306,5173.46
Z00002,H307,5048.62
Z00002,H308,526.75
Z00002,H309,5414.23
Z00002,H310,834.95
Z00002,H311,4624.98
Z00002,H312,5858.96
Z00002,H313,4694.48
Z00002,H314,9567.21
Z00002,H315,827.05
Z00002,H316,775.01
Z00002,H317,5160.87
Z00002,H318,5177.43
Z00002,H319,5234.74
Z00002,H320,5680.34
Z00002,H321,724.88
Z00002,H322,6213.13
Z00002,H323,829.28
Z00002,H324,5468.66
Z00002,H325,5845.45
Z00002,H326,5480.89
Z00002,H327,557.45
Z00002,H328,4237.57
Z00002,H329,5570.18
Z00002,H330,5087.54
Z00002,H331,1248.79
Z00002,H332,938.37
Z00002,H333,5904.83
Z00002,H334,1127.5
Z00002,H335,5669.97
Z00002,H336,1083.14
Z00002,H337,5060.8
Z00002,H338,3612.8
Z00002,H339,5720.35
Z00002,H340,7791.55
Z00002,H341,4704.33
Z00002,H342,648.74
Z00002,H343,5711.63
Z00002,H344,4588.56
Z00002,H345,5875.12
Z00002,H346,1158.77
Z00002,H347,5586.3
Z00002,H348,4418.18
Z00002,H349,1654.33
Z00002,H350,627.34
Z00002,H351,635.62
Z00002,H352,6365.67
Z00002,H353,4804.15
Z00002,H354,6011.92
Z00002,H355,6764.46
Z00002,H356,5923.99
Z00002,H357,4845.09
Z00002,H358,4327.03
Z00002,H359,5099.25
Z00002,H360,5125.16
Z00002,H361,5108.2
Z00002,H362,5553.73
Z00002,H363,6247.73
Z00002,H364,657.89
Z00002,H365,1258.71
Z00002,H366,6257.53
Z00002,H367,6544.17
Z00002,H368,1839.92
Z00002,H369,5090.86
Z00002,H370,5194.15
Z00002,H371,5065.43
Z00002,H372,587.35
Z00002,H373,5445.69
Z00002,H374,892.49
Z00002,H375,1059.41
Z00002,H376,1146.57
Z00002,H377,886.23
Z00002,H378,4953.8
Z00002,H379,6251.14
Z00002,H380,5522.87
Z00002,H381,1156.05
Z00002,H382,4864.13
Z00002,H383,5986.72
Z00002,H384,5533.4
Z00002,H385,6167.35
Z00002,H386,6614.19
Z00002,H387,6442.08
Z00002,H388,5343.19
Z00002,H389,6542.88
Z00002,H390,568.34
Z00002,H391,1289.33
Z00002,H392,4496.32
Z00002,H393,5165.98
Z00002,H394,6558.18
Z00002,H395,1377.92
Z00002,H396,6441.51
Z00002,H397,6382.7
Z00002,H398,6433.68
Z00002,H399,5309.8
Z00002,H400,5386.05
Z00002,H401,778.21
Z00002,H402,4730.39
Z00002,H403,5802.65
Z00002,H404,6381.41
Z00002,H405,1615.53
Z00002,H406,5111.34
Z00002,H407,5255.11
Z00002,H408,5128.43
Z00002,H409,5072.22
Z00002,H410,1328.14
Z00002,H411,4716.34
Z00002,H412,5912.3
Z00002,H413,4111.85
Z00002,H414,4364.26
Z00002,H415,890.36
Z00002,H416,5429.83
Z00002,H417,5384.79
Z00002,H418,72.3
Z00002,H419,5281.94
Z00002,H420,5700.97
Z00002,H421,5338.14
Z00002,H422,5602.99
Z00002,H423,5417.94
Z00002,H424,6389.55
Z00002,H425,840.29
Z00002,H426,783.31
Z00002,H427,6509.26
Z00002,H428,4676.9
Z00002,H429,795.5
Z00002,H430,5405.47
Z00002,H431,4429.27
Z00002,H432,5228.62
Z00002,H433,5599.12
Z00002,H434,5645.42
Z00002,H435,5395.13
Z00002,H436,404.42
Z00002,H437,1071.81
Z00002,H438,5273.45
Z00002,H439,5830.04
Z00002,H440,1070.87
Z00002,H441,5575.67
Z00002,H442,1024.99
Z00002,H443,192.99
Z00002,H444,5589.52
Z00002,H445,4771.86
Z00002,H446,1116.85
Z00002,H447,8762.46
Z00002,H448,4397.18
Z00002,H449,6467.12
Z00002,H450,802.62
Z00002,H451,1161.21
Z00002,H452,5593.36
Z00002,H453,5944.0
Z00002,H454,5933.57
Z00002,H455,739.02
Z00002,H456,1148.26
Z00002,H457,4638.91
Z00002,H458,729.74
Z00002,H459,5713.12
Z00002,H460,476.3
Z00002,H461,763.91
Z00002,H462,4948.17
Z00002,H463,3860.65
Z00002,H464,5998.24
Z00002,H465,6044.57
Z00002,H466,5078.31
Z00002,H467,4853.63
Z00002,H468,4968.83
Z00002,H469,10953.92
Z00002,H470,5774.93
Z00002,H471,861.66
Z00002,H472,4990.54
Z00002,H473,5718.92
Z00002,H474,4790.8
Z00002,H475,4930.44
Z00002,H476,5061.54
Z00002,H477,5158.43
Z00002,H478,4538.61
Z00002,H479,4103.96
Z00002,H480,5269.02
Z00002,H481,4330.82
Z00002,H482,4648.33
Z00002,H483,4793.06
Z00002,H484,5830.22
Z00002,H485,4956.91
Z00002,H486,4393.72
Z00002,H487,4511.66
Z00002,H488,1086.37
Z00002,H489,5046.95
Z00002,H490,4837.56
Z00002,H491,6322.35
Z00002,H492,4815.57
Z00002,H493,6544.3
Z00002,H494,4528.9
Z00002,H495,413.35
Z00002,H496,1259.16
Z00002,H497,5247.55
Z00002,H498,4977.82
Z00002,H499,4713.88
Z00002,H500,781.76
Z00003,H001,1154.12
Z00003,H002,3717.94
Z00003,H003,6085.66
Z00003,H004,892.12
Z00003,H005,1307.64
Z00003,H006,1182.25
Z00003,H007,1005.57
Z00003,H008,1162.22
Z00003,H009,4593.5
Z00003,H010,1171.68
Z00003,H011,900.63
Z00003,H012,4163.92
Z00003,H013,2238.57
Z00003,H014,5644.81
Z00003,H015,4479.98
Z00003,H016,1135.04
Z00003,H017,5824.94
Z00003,H018,479.23
Z00003,H019,4128.0
Z00003,H020,4189.34
Z00003,H021,5566.62
Z00003,H022,1187.6
Z00003,H023,1266.18
Z00003,H024,1208.87
Z00003,H025,7964.88
Z00003,H026,1413.77
Z00003,H027,8640.38
Z00003,H028,9346.87
Z00003,H029,1174.0
Z00003,H030,8050.85
Z00003,H031,8836.73
Z00003,H032,6109.69
Z00003,H033,4551.17
Z00003,H034,1231.25
Z00003,H035,1055.99
Z00003,H036,6041.34
Z00003,H037,3691.51
Z00003,H038,973.6
Z00003,H039,1166.81
Z00003,H040,9296.11
Z00003,H041,8227.54
Z00003,H042,4611.76
Z00003,H043,4394.47
Z00003,H044,4269.77
Z00003,H045,558.38
Z00003,H046,1118.74
Z00003,H047,187.08
Z00003,H048,1112.73
Z00003,H049,793.01
Z00003,H050,4218.29
Z00003,H051,4728.14
Z00003,H052,1315.05
Z00003,H053,673.09
Z00003,H054,918.38
Z00003,H055,871.81
Z00003,H056,5112.01
Z00003,H057,4726.75
Z00003,H058,4170.58
Z00003,H059,4638.18
Z00003,H060,3990.18
Z00003,H061,8498.99
Z00003,H062,3929.33
Z00003,H063,4657.52
Z00003,H064,1510.58
Z00003,H065,4189.86
Z00003,H066,5194.44
Z00003,H067,4819.26
Z00003,H068,6173.29
Z00003,H069,941.96
Z00003,H070,1206.86
Z00003,H071,5521.09
Z00003,H072,4496.38
Z00003,H073,8334.05
Z00003,H074,6177.54
Z00003,H075,796.91
Z00003,H076,9035.63
Z00003,H077,4523.88
Z00003,H078,562.45
Z00003,H079,5218.91
Z00003,H080,477.22
Z00003,H081,1102.54
Z00003,H082,6090.62
