hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H165,OPEN,1,0,1,0,399,859,500000.0
H166,OPEN,1,0,1,0,492,1783,500000.0
H167,OPEN,1,0,0,1,226,279,500000.0
H168,OPEN,1,0,1,0,285,423,500000.0
H169,CLOSED,0,1,0,0,0,0,0.0
H170,OPEN,1,0,1,0,328,546,500000.0
H171,OPEN,1,0,1,0,367,686,500000.0
H172,CLOSED,0,1,1,0,0,0,0.0
H173,CLOSED,0,1,1,0,0,0,0.0
H174,OPEN,1,0,1,0,367,841,500000.0
H175,CLOSED,0,1,1,0,0,0,0.0
H176,OPEN,1,0,1,0,541,1963,500000.0
H177,CLOSED,0,1,0,0,0,0,0.0
H178,OPEN,1,0,0,1,401,778,500000.0
H179,OPEN,1,0,0,1,318,763,500000.0
H180,CLOSED,0,1,0,0,0,0,0.0
H181,CLOSED,0,1,0,0,0,0,0.0
H182,OPEN,1,0,1,0,352,716,500000.0
H183,CLOSED,0,1,1,0,0,0,0.0
H184,CLOSED,0,1,1,0,0,0,0.0
H185,OPEN,1,0,0,1,373,819,500000.0
H186,CLOSED,0,1,1,0,0,0,0.0
H187,CLOSED,0,1,1,0,0,0,0.0
H188,OPEN,1,0,1,0,462,1081,500000.0
H189,OPEN,1,0,1,0,414,1445,500000.0
H190,OPEN,1,0,1,0,573,4449,500000.0
H191,OPEN,1,0,1,0,338,537,500000.0
H192,OPEN,1,0,1,0,367,685,500000.0
H193,CLOSED,0,1,1,0,0,0,0.0
H194,OPEN,1,0,1,0,340,674,500000.0
H195,OPEN,1,0,0,1,233,310,500000.0
H196,OPEN,1,0,1,0,262,422,500000.0
H197,CLOSED,0,1,1,0,0,0,0.0
H198,OPEN,1,0,1,0,319,515,500000.0
H199,OPEN,1,0,1,0,397,955,500000.0
H200,OPEN,1,0,1,0,469,1140,500000.0
