zip_id,hub_id,part_id
Z00005,H295,P0263
Z00005,H295,P0292
Z00005,H295,P0293
Z00005,H295,P0303
Z00005,H295,P0306
Z00005,H295,P0319
Z00005,H295,P0320
Z00005,H295,P0330
Z00005,H295,P0333
Z00005,H295,P0347
Z00005,H295,P0366
Z00005,H295,P0377
Z00005,H295,P0391
Z00005,H295,P0400
Z00005,H295,P0406
Z00005,H295,P0411
Z00005,H295,P0419
Z00005,H295,P0422
Z00005,H295,P0428
Z00005,H295,P0436
Z00005,H295,P0463
Z00005,H295,P0466
Z00005,H295,P0473
Z00005,H295,P0481
Z00005,H295,P0503
Z00005,H295,P0507
Z00005,H295,P0537
Z00005,H295,P0538
Z00005,H295,P0551
Z00005,H295,P0592
Z00005,H295,P0596
Z00005,H295,P0597
Z00005,H295,P0605
Z00005,H295,P0608
Z00005,H295,P0627
Z00005,H295,P0629
Z00005,H295,P0645
Z00005,H295,P0649
Z00005,H295,P0652
Z00005,H295,P0703
Z00005,H295,P0712
Z00005,H295,P0721
Z00005,H295,P0723
Z00005,H295,P0738
Z00005,H295,P0739
Z00005,H295,P0746
Z00005,H295,P0763
Z00005,H295,P0773
Z00005,H295,P0794
Z00006,H105,P0034
Z00006,H105,P0080
Z00006,H105,P0103
Z00006,H105,P0113
Z00006,H105,P0135
Z00006,H105,P0138
Z00006,H105,P0144
Z00006,H105,P0200
Z00006,H105,P0236
Z00006,H105,P0252
Z00006,H105,P0269
Z00006,H105,P0291
Z00006,H105,P0293
Z00006,H105,P0322
Z00006,H105,P0339
Z00006,H105,P0345
Z00006,H105,P0348
Z00006,H105,P0353
Z00006,H105,P0360
Z00006,H105,P0377
Z00006,H105,P0459
Z00006,H105,P0465
Z00006,H105,P0493
Z00006,H105,P0503
Z00006,H105,P0506
Z00006,H105,P0528
Z00006,H105,P0531
Z00006,H105,P0577
Z00006,H105,P0583
Z00006,H105,P0597
Z00006,H105,P0609
Z00006,H105,P0623
Z00006,H105,P0631
Z00006,H105,P0638
Z00006,H105,P0665
Z00006,H105,P0741
Z00006,H105,P0770
Z00006,H132,P0007
Z00006,H132,P0016
Z00006,H132,P0071
Z00006,H132,P0082
Z00006,H132,P0107
Z00006,H132,P0120
Z00006,H132,P0124
Z00006,H132,P0161
Z00006,H132,P0165
Z00006,H132,P0168
Z00006,H132,P0172
Z00006,H132,P0184
Z00006,H132,P0188
Z00006,H132,P0191
Z00006,H132,P0213
Z00006,H132,P0227
Z00006,H132,P0232
Z00006,H132,P0242
Z00006,H132,P0255
Z00006,H132,P0263
Z00006,H132,P0282
Z00006,H132,P0290
Z00006,H132,P0369
Z00006,H132,P0373
Z00006,H132,P0390
Z00006,H132,P0401
Z00006,H132,P0425
Z00006,H132,P0434
Z00006,H132,P0482
Z00006,H132,P0505
Z00006,H132,P0544
Z00006,H132,P0549
Z00006,H132,P0637
Z00006,H132,P0651
Z00006,H132,P0666
Z00006,H132,P0687
Z00006,H132,P0697
Z00006,H132,P0720
Z00006,H132,P0723
Z00006,H132,P0728
Z00006,H132,P0794
Z00007,H009,P0011
Z00007,H009,P0019
Z00007,H009,P0020
Z00007,H009,P0045
Z00007,H009,P0050
Z00007,H009,P0085
Z00007,H009,P0113
Z00007,H009,P0119
Z00007,H009,P0126
Z00007,H009,P0131
Z00007,H009,P0145
Z00007,H009,P0154
Z00007,H009,P0163
Z00007,H009,P0178
Z00007,H009,P0179
Z00007,H009,P0192
Z00007,H009,P0199
Z00007,H009,P0200
Z00007,H009,P0202
Z00007,H009,P0204
Z00007,H009,P0206
Z00007,H009,P0209
Z00007,H009,P0219
Z00007,H009,P0226
Z00007,H009,P0227
Z00007,H009,P0233
Z00007,H009,P0259
Z00007,H009,P0268
Z00007,H009,P0305
Z00007,H009,P0309
Z00007,H009,P0323
Z00007,H009,P0331
Z00007,H009,P0337
Z00007,H009,P0348
Z00007,H009,P0350
Z00007,H009,P0363
Z00007,H009,P0376
Z00007,H009,P0406
Z00007,H009,P0412
Z00007,H009,P0445
Z00007,H009,P0474
Z00007,H009,P0479
Z00007,H009,P0484
Z00007,H009,P0533
Z00007,H009,P0552
Z00007,H009,P0556
Z00007,H009,P0565
Z00007,H009,P0577
Z00007,H009,P0585
Z00007,H009,P0597
Z00007,H009,P0601
Z00007,H009,P0605
Z00007,H009,P0620
Z00007,H009,P0623
Z00007,H009,P0626
Z00007,H009,P0627
Z00007,H009,P0629
Z00007,H009,P0645
Z00007,H009,P0677
Z00007,H009,P0712
Z00007,H009,P0714
Z00007,H009,P0715
Z00007,H009,P0735
Z00007,H009,P0737
Z00007,H009,P0740
Z00007,H009,P0748
Z00007,H009,P0765
Z00007,H009,P0772
Z00007,H009,P0778
Z00007,H009,P0779
Z00007,H009,P0782
Z00007,H009,P0788
Z00008,H268,P0668
Z00008,H284,P0344
Z00008,H298,P0034
Z00008,H317,P0060
Z00008,H317,P0093
Z00008,H317,P0115
Z00008,H317,P0129
Z00008,H317,P0179
Z00008,H317,P0181
Z00008,H317,P0573
Z00008,H317,P0695
Z00008,H317,P0712
Z00008,H421,P0145
Z00008,H421,P0213
Z00008,H421,P0242
Z00008,H421,P0437
Z00008,H421,P0474
Z00008,H421,P0516
Z00008,H421,P0551
Z00008,H421,P0697
Z00008,H438,P0040
Z00008,H438,P0076
Z00008,H438,P0105
Z00008,H438,P0114
Z00008,H438,P0177
Z00008,H438,P0202
Z00008,H438,P0212
Z00008,H438,P0238
Z00008,H438,P0329
Z00008,H438,P0348
Z00008,H438,P0422
Z00008,H438,P0452
Z00008,H438,P0519
Z00008,H438,P0541
Z00008,H438,P0546
Z00008,H438,P0564
Z00008,H438,P0574
Z00008,H438,P0612
Z00008,H438,P0653
Z00008,H438,P0670
Z00008,H438,P0682
Z00008,H438,P0686
Z00008,H438,P0782
Z00009,H019,P0680
Z00009,H019,P0785
Z00009,H150,P0062
Z00009,H150,P0071
Z00009,H150,P0227
Z00009,H150,P0599
Z00009,H228,P0108
Z00009,H228,P0111
Z00009,H228,P0197
Z00009,H228,P0328
Z00009,H228,P0331
Z00009,H228,P0562
Z00009,H228,P0622
Z00009,H228,P0762
Z00009,H310,P0158
Z00009,H310,P0188
Z00009,H310,P0451
Z00009,H310,P0576
Z00009,H310,P0612
Z00009,H310,P0613
Z00009,H310,P0687
Z00009,H310,P0753
Z00009,H310,P0763
Z00009,H374,P0024
Z00009,H374,P0027
Z00009,H374,P0034
Z00009,H374,P0070
Z00009,H374,P0109
Z00009,H374,P0119
Z00009,H374,P0127
Z00009,H374,P0135
Z00009,H374,P0153
Z00009,H374,P0170
Z00009,H374,P0179
Z00009,H374,P0205
Z00009,H374,P0224
Z00009,H374,P0228
Z00009,H374,P0230
Z00009,H374,P0282
Z00009,H374,P0304
Z00009,H374,P0329
Z00009,H374,P0353
Z00009,H374,P0360
Z00009,H374,P0372
Z00009,H374,P0374
Z00009,H374,P0380
Z00009,H374,P0428
Z00009,H374,P0497
Z00009,H374,P0511
Z00009,H374,P0529
Z00009,H374,P0549
Z00009,H374,P0572
Z00009,H374,P0574
Z00009,H374,P0616
Z00009,H374,P0640
Z00009,H374,P0748
Z00009,H374,P0791
Z00009,H429,P0013
Z00009,H429,P0017
Z00009,H429,P0030
Z00009,H429,P0048
Z00009,H429,P0076
Z00009,H429,P0090
Z00009,H429,P0114
Z00009,H429,P0168
Z00009,H429,P0194
Z00009,H429,P0196
Z00009,H429,P0206
Z00009,H429,P0216
Z00009,H429,P0233
Z00009,H429,P0238
Z00009,H429,P0279
Z00009,H429,P0296
Z00009,H429,P0297
Z00009,H429,P0311
Z00009,H429,P0314
Z00009,H429,P0340
Z00009,H429,P0371
Z00009,H429,P0404
Z00009,H429,P0414
Z00009,H429,P0438
Z00009,H429,P0452
Z00009,H429,P0463
Z00009,H429,P0475
Z00009,H429,P0477
Z00009,H429,P0483
Z00009,H429,P0501
Z00009,H429,P0504
Z00009,H429,P0509
Z00009,H429,P0519
Z00009,H429,P0539
Z00009,H429,P0544
Z00009,H429,P0552
Z00009,H429,P0556
Z00009,H429,P0567
Z00009,H429,P0577
Z00009,H429,P0580
Z00009,H429,P0593
Z00009,H429,P0618
Z00009,H429,P0626
Z00009,H429,P0627
Z00009,H429,P0628
Z00009,H429,P0718
Z00009,H429,P0744
Z00009,H429,P0761
Z00009,H429,P0770
Z00009,H429,P0781
Z00009,H429,P0793
Z00010,H042,P0150
Z00010,H042,P0474
Z00010,H042,P0756
Z00010,H151,P0117
Z00010,H151,P0330
Z00010,H151,P0418
Z00010,H162,P0390
Z00010,H351,P0053
Z00010,H351,P0504
Z00010,H351,P0541
Z00010,H351,P0580
Z00010,H364,P0109
Z00010,H364,P0168
Z00010,H364,P0169
Z00010,H364,P0179
Z00010,H364,P0344
Z00010,H364,P0696
Z00010,H372,P0188
Z00010,H372,P0215
Z00010,H372,P0234
Z00010,H372,P0257
Z00010,H372,P0282
Z00010,H372,P0343
Z00010,H372,P0376
Z00010,H372,P0421
Z00010,H372,P0430
Z00010,H372,P0431
Z00010,H372,P0503
Z00010,H372,P0521
Z00010,H372,P0531
Z00010,H372,P0532
Z00010,H372,P0557
Z00010,H372,P0737
Z00010,H372,P0750
Z00010,H372,P0770
Z00010,H390,P0028
Z00010,H390,P0032
Z00010,H390,P0041
Z00010,H390,P0071
Z00010,H390,P0084
Z00010,H390,P0099
Z00010,H390,P0102
Z00010,H390,P0107
Z00010,H390,P0135
Z00010,H390,P0153
Z00010,H390,P0184
Z00010,H390,P0250
Z00010,H390,P0268
Z00010,H390,P0293
Z00010,H390,P0314
Z00010,H390,P0319
Z00010,H390,P0323
Z00010,H390,P0380
Z00010,H390,P0387
Z00010,H390,P0425
Z00010,H390,P0428
Z00010,H390,P0465
Z00010,H390,P0468
Z00010,H390,P0489
Z00010,H390,P0534
Z00010,H390,P0538
Z00010,H390,P0563
Z00010,H390,P0593
Z00010,H390,P0672
Z00010,H390,P0718
Z00010,H390,P0734
Z00010,H390,P0779
Z00010,H390,P0781
Z00011,H008,P0157
Z00011,H008,P0193
Z00011,H008,P0289
Z00011,H008,P0305
Z00011,H008,P0674
Z00011,H183,P0293
Z00011,H183,P0443
Z00011,H183,P0472
Z00011,H183,P0538
Z00011,H205,P0233
Z00011,H205,P0239
Z00011,H205,P0329
Z00011,H205,P0391
Z00011,H205,P0411
Z00011,H205,P0522
Z00011,H205,P0595
Z00011,H205,P0718
Z00011,H205,P0779
Z00011,H288,P0030
Z00011,H288,P0052
Z00011,H288,P0084
Z00011,H288,P0105
Z00011,H288,P0109
Z00011,H288,P0114
Z00011,H288,P0163
Z00011,H288,P0218
Z00011,H288,P0265
Z00011,H288,P0353
Z00011,H288,P0379
Z00011,H288,P0381
Z00011,H288,P0459
Z00011,H288,P0476
Z00011,H288,P0486
Z00011,H288,P0511
Z00011,H288,P0572
Z00011,H288,P0722
Z00011,H288,P0732
Z00011,H288,P0750
Z00011,H312,P0004
Z00011,H312,P0026
Z00011,H312,P0028
Z00011,H312,P0050
Z00011,H312,P0061
Z00011,H312,P0070
Z00011,H312,P0072
Z00011,H312,P0082
Z00011,H312,P0087
Z00011,H312,P0108
Z00011,H312,P0124
Z00011,H312,P0172
Z00011,H312,P0205
Z00011,H312,P0220
Z00011,H312,P0234
Z00011,H312,P0255
Z00011,H312,P0260
Z00011,H312,P0267
Z00011,H312,P0302
Z00011,H312,P0308
Z00011,H312,P0309
Z00011,H312,P0313
Z00011,H312,P0328
Z00011,H312,P0347
Z00011,H312,P0355
Z00011,H312,P0378
Z00011,H312,P0395
Z00011,H312,P0406
Z00011,H312,P0490
Z00011,H312,P0492
Z00011,H312,P0508
Z00011,H312,P0518
Z00011,H312,P0519
Z00011,H312,P0536
Z00011,H312,P0537
Z00011,H312,P0552
Z00011,H312,P0556
Z00011,H312,P0558
Z00011,H312,P0565
Z00011,H312,P0580
Z00011,H312,P0588
Z00011,H312,P0627
Z00011,H312,P0670
Z00011,H312,P0705
Z00011,H312,P0770
Z00011,H312,P0793
Z00012,H311,P0193
Z00012,H311,P0447
Z00012,H402,P0056
Z00012,H457,P0135
Z00012,H457,P0234
Z00012,H457,P0271
Z00012,H457,P0531
Z00012,H457,P0712
Z00012,H457,P0737
Z00012,H474,P0054
Z00012,H474,P0122
Z00012,H474,P0145
Z00012,H474,P0178
Z00012,H474,P0462
Z00012,H474,P0562
Z00012,H474,P0620
Z00012,H474,P0629
Z00012,H474,P0643
Z00012,H474,P0662
Z00012,H478,P0153
Z00012,H478,P0207
Z00012,H478,P0272
Z00012,H478,P0289
Z00012,H478,P0292
Z00012,H478,P0331
Z00012,H478,P0385
Z00012,H478,P0486
Z00012,H478,P0526
Z00012,H478,P0719
Z00012,H478,P0758
Z00012,H478,P0774
Z00012,H478,P0777
Z00013,H147,P0035
Z00013,H147,P0053
Z00013,H147,P0083
Z00013,H147,P0090
Z00013,H147,P0120
Z00013,H147,P0175
Z00013,H147,P0211
Z00013,H147,P0243
Z00013,H147,P0291
Z00013,H147,P0328
Z00013,H147,P0332
Z00013,H147,P0363
Z00013,H147,P0398
Z00013,H147,P0473
Z00013,H147,P0475
Z00013,H147,P0483
Z00013,H147,P0507
Z00013,H147,P0522
Z00013,H147,P0538
Z00013,H147,P0539
Z00013,H147,P0552
Z00013,H147,P0594
Z00013,H147,P0620
Z00013,H147,P0655
Z00013,H147,P0657
Z00013,H147,P0797
Z00013,H276,P0020
Z00013,H276,P0043
Z00013,H276,P0084
Z00013,H276,P0151
Z00013,H276,P0166
Z00013,H276,P0284
Z00013,H276,P0297
Z00013,H276,P0305
Z00013,H276,P0343
Z00013,H276,P0347
Z00013,H276,P0508
Z00013,H276,P0514
Z00013,H276,P0515
Z00013,H276,P0526
Z00013,H276,P0549
Z00013,H276,P0581
Z00013,H276,P0585
Z00013,H276,P0605
Z00013,H276,P0623
Z00013,H276,P0627
Z00013,H276,P0662
Z00013,H276,P0741
Z00013,H276,P0777
Z00013,H276,P0789
Z00013,H276,P0791
Z00013,H417,P0014
Z00013,H417,P0070
Z00013,H417,P0072
Z00013,H417,P0093
Z00013,H417,P0101
Z00013,H417,P0104
Z00013,H417,P0115
Z00013,H417,P0135
Z00013,H417,P0137
Z00013,H417,P0142
Z00013,H417,P0145
Z00013,H417,P0181
Z00013,H417,P0226
Z00013,H417,P0228
Z00013,H417,P0236
Z00013,H417,P0252
Z00013,H417,P0253
Z00013,H417,P0258
Z00013,H417,P0271
Z00013,H417,P0319
Z00013,H417,P0324
Z00013,H417,P0335
Z00013,H417,P0361
Z00013,H417,P0376
Z00013,H417,P0380
Z00013,H417,P0394
Z00013,H417,P0420
Z00013,H417,P0470
Z00013,H417,P0490
Z00013,H417,P0521
Z00013,H417,P0564
Z00013,H417,P0621
Z00013,H417,P0626
Z00013,H417,P0631
Z00013,H417,P0665
Z00013,H417,P0670
Z00013,H417,P0734
Z00013,H417,P0752
Z00013,H417,P0753
Z00013,H417,P0763
Z00013,H417,P0770
Z00014,H036,P0011
Z00014,H036,P0016
Z00014,H036,P0087
Z00014,H036,P0089
Z00014,H036,P0122
Z00014,H036,P0142
Z00014,H036,P0154
Z00014,H036,P0165
Z00014,H036,P0167
Z00014,H036,P0179
Z00014,H036,P0204
Z00014,H036,P0211
Z00014,H036,P0227
Z00014,H036,P0232
Z00014,H036,P0239
Z00014,H036,P0260
Z00014,H036,P0291
Z00014,H036,P0299
Z00014,H036,P0314
Z00014,H036,P0327
Z00014,H036,P0344
Z00014,H036,P0365
Z00014,H036,P0369
Z00014,H036,P0396
Z00014,H036,P0425
Z00014,H036,P0460
Z00014,H036,P0461
Z00014,H036,P0484
Z00014,H036,P0490
Z00014,H036,P0507
Z00014,H036,P0508
Z00014,H036,P0572
Z00014,H036,P0578
Z00014,H036,P0581
Z00014,H036,P0588
Z00014,H036,P0603
Z00014,H036,P0605
Z00014,H036,P0623
Z00014,H036,P0630
Z00014,H036,P0665
Z00014,H036,P0685
Z00014,H036,P0708
Z00014,H036,P0741
Z00014,H036,P0783
Z00014,H036,P0795
Z00015,H220,P0056
Z00015,H241,P0118
Z00015,H241,P0320
Z00015,H268,P0552
Z00015,H298,P0175
Z00015,H298,P0474
Z00015,H298,P0481
Z00015,H309,P0250
Z00015,H309,P0511
Z00015,H309,P0700
Z00015,H421,P0062
Z00015,H421,P0066
Z00015,H421,P0071
Z00015,H421,P0170
Z00015,H421,P0184
Z00015,H421,P0196
Z00015,H421,P0256
Z00015,H421,P0274
Z00015,H421,P0697
Z00015,H421,P0770
Z00015,H423,P0001
Z00015,H423,P0011
Z00015,H423,P0012
Z00015,H423,P0072
Z00015,H423,P0222
Z00015,H423,P0288
Z00015,H423,P0289
Z00015,H423,P0348
Z00015,H423,P0477
Z00015,H423,P0485
Z00015,H423,P0503
Z00015,H423,P0527
Z00015,H423,P0537
Z00015,H423,P0618
Z00015,H423,P0619
Z00015,H423,P0674
Z00015,H423,P0682
Z00015,H423,P0707
Z00015,H423,P0716
Z00015,H423,P0721
Z00015,H423,P0779
Z00015,H423,P0794
Z00015,H438,P0079
Z00015,H438,P0142
Z00015,H438,P0145
Z00015,H438,P0171
Z00015,H438,P0219
Z00015,H438,P0236
Z00015,H438,P0239
Z00015,H438,P0260
Z00015,H438,P0292
Z00015,H438,P0302
Z00015,H438,P0305
Z00015,H438,P0329
Z00015,H438,P0343
Z00015,H438,P0358
Z00015,H438,P0366
Z00015,H438,P0377
Z00015,H438,P0380
Z00015,H438,P0388
Z00015,H438,P0391
Z00015,H438,P0398
Z00015,H438,P0422
Z00015,H438,P0470
Z00015,H438,P0508
Z00015,H438,P0510
Z00015,H438,P0514
Z00015,H438,P0528
Z00015,H438,P0601
Z00015,H438,P0625
Z00015,H438,P0626
Z00015,H438,P0628
Z00015,H438,P0675
Z00015,H438,P0684
Z00015,H438,P0687
Z00015,H438,P0746
Z00016,H019,P0190
Z00016,H150,P0452
Z00016,H150,P0771
Z00016,H228,P0129
Z00016,H228,P0269
Z00016,H228,P0411
Z00016,H228,P0544
Z00016,H228,P0620
Z00016,H228,P0645
Z00016,H310,P0011
Z00016,H310,P0081
Z00016,H310,P0084
Z00016,H310,P0254
Z00016,H310,P0486
Z00016,H310,P0507
Z00016,H310,P0598
Z00016,H310,P0600
Z00016,H310,P0623
Z00016,H310,P0727
Z00016,H374,P0028
Z00016,H374,P0034
Z00016,H374,P0076
Z00016,H374,P0145
Z00016,H374,P0180
Z00016,H374,P0212
Z00016,H374,P0224
Z00016,H374,P0350
Z00016,H374,P0360
Z00016,H374,P0405
Z00016,H374,P0430
Z00016,H374,P0484
Z00016,H374,P0489
Z00016,H374,P0541
Z00016,H374,P0594
