hub_id,part_id,part_cost_P_k,hub_existing_T_j,new_hub_transfer_cost
H001,P0670,20.6,1,0.0
H001,P0671,176.53,1,0.0
H001,P0672,299.64,1,0.0
H001,P0674,77.2,1,0.0
H001,P0675,49.4,1,0.0
H001,P0678,21.45,1,0.0
H001,P0679,243.35,1,0.0
H001,P0681,111.68,1,0.0
H001,P0682,15.01,1,0.0
H001,P0683,57.1,1,0.0
H001,P0684,424.65,1,0.0
H001,P0686,102.4,1,0.0
H001,P0689,76.25,1,0.0
H001,P0690,201.38,1,0.0
H001,P0691,232.89,1,0.0
H001,P0692,730.88,1,0.0
H001,P0694,196.39,1,0.0
H001,P0695,36.79,1,0.0
H001,P0696,408.71,1,0.0
H001,P0697,70.61,1,0.0
H001,P0698,84.52,1,0.0
H001,P0699,137.22,1,0.0
H001,P0701,172.01,1,0.0
H001,P0702,334.41,1,0.0
H001,P0703,182.23,1,0.0
H001,P0704,33.5,1,0.0
H001,P0705,125.24,1,0.0
H001,P0706,273.0,1,0.0
H001,P0708,53.22,1,0.0
H001,P0710,178.52,1,0.0
H001,P0711,202.84,1,0.0
H001,P0713,213.44,1,0.0
H001,P0714,253.09,1,0.0
H001,P0715,1605.7,1,0.0
H001,P0716,115.49,1,0.0
H001,P0717,68.28,1,0.0
H001,P0718,205.75,1,0.0
H001,P0719,207.83,1,0.0
H001,P0721,55.28,1,0.0
H001,P0722,1119.35,1,0.0
H001,P0723,187.88,1,0.0
H001,P0726,126.9,1,0.0
H001,P0727,111.5,1,0.0
H001,P0728,232.22,1,0.0
H001,P0729,43.77,1,0.0
H001,P0731,783.13,1,0.0
H001,P0733,99.79,1,0.0
H001,P0734,88.7,1,0.0
H001,P0735,96.77,1,0.0
H001,P0736,111.39,1,0.0
H001,P0737,99.65,1,0.0
H001,P0740,304.13,1,0.0
H001,P0741,99.48,1,0.0
H001,P0746,332.05,1,0.0
H001,P0747,35.81,1,0.0
H001,P0748,295.26,1,0.0
H001,P0750,33.01,1,0.0
H001,P0752,194.36,1,0.0
H001,P0753,230.93,1,0.0
H001,P0756,527.36,1,0.0
H001,P0757,422.03,1,0.0
H001,P0759,105.21,1,0.0
H001,P0760,120.72,1,0.0
H001,P0761,28.93,1,0.0
H001,P0763,430.75,1,0.0
H001,P0764,52.65,1,0.0
H001,P0765,189.5,1,0.0
H001,P0766,61.4,1,0.0
H001,P0769,85.91,1,0.0
H001,P0770,212.22,1,0.0
H001,P0771,25.99,1,0.0
H001,P0772,748.24,1,0.0
H001,P0773,240.82,1,0.0
H001,P0774,118.79,1,0.0
H001,P0775,235.01,1,0.0
H001,P0776,39.36,1,0.0
H001,P0777,405.82,1,0.0
H001,P0778,104.59,1,0.0
H001,P0779,116.51,1,0.0
H001,P0781,83.02,1,0.0
H001,P0782,261.61,1,0.0
H001,P0783,176.26,1,0.0
H001,P0784,251.69,1,0.0
H001,P0785,138.9,1,0.0
H001,P0790,435.5,1,0.0
H001,P0792,65.02,1,0.0
H001,P0793,1041.05,1,0.0
H001,P0794,342.95,1,0.0
H001,P0795,335.52,1,0.0
H001,P0797,115.14,1,0.0
H001,P0798,115.95,1,0.0
H001,P0799,198.96,1,0.0
H003,P0004,477.24,1,0.0
H003,P0005,54.88,1,0.0
H003,P0008,1388.58,1,0.0
H003,P0009,97.21,1,0.0
H003,P0011,105.87,1,0.0
H003,P0015,235.86,1,0.0
H003,P0016,224.46,1,0.0
H003,P0020,163.43,1,0.0
H003,P0026,98.52,1,0.0
H003,P0029,628.13,1,0.0
H003,P0030,51.85,1,0.0
H003,P0032,186.63,1,0.0
H003,P0034,164.24,1,0.0
H003,P0035,416.93,1,0.0
H003,P0037,30.54,1,0.0
H003,P0038,137.8,1,0.0
H003,P0040,102.88,1,0.0
H003,P0041,130.09,1,0.0
H003,P0043,32.71,1,0.0
H003,P0044,216.05,1,0.0
H003,P0045,87.46,1,0.0
H003,P0046,13.92,1,0.0
H003,P0047,283.72,1,0.0
H003,P0059,431.9,1,0.0
H003,P0064,539.25,1,0.0
H003,P0065,92.64,1,0.0
H003,P0066,95.52,1,0.0
H003,P0067,185.73,1,0.0
H003,P0069,329.8,1,0.0
H003,P0070,18.45,1,0.0
H003,P0072,69.23,1,0.0
H003,P0074,58.81,1,0.0
H003,P0077,381.2,1,0.0
H003,P0079,55.36,1,0.0
H003,P0080,133.0,1,0.0
H003,P0081,359.93,1,0.0
H003,P0083,61.69,1,0.0
H003,P0084,231.44,1,0.0
H003,P0085,114.69,1,0.0
H003,P0087,138.29,1,0.0
H003,P0089,55.15,1,0.0
H003,P0090,138.49,1,0.0
H003,P0093,34.28,1,0.0
H003,P0096,55.79,1,0.0
H003,P0097,128.39,1,0.0
H003,P0100,36.4,1,0.0
H003,P0101,61.01,1,0.0
H003,P0104,279.28,1,0.0
H003,P0107,209.49,1,0.0
H003,P0108,147.54,1,0.0
H003,P0111,179.82,1,0.0
H003,P0114,289.44,1,0.0
H003,P0115,32.58,1,0.0
H003,P0117,344.89,1,0.0
H003,P0118,407.73,1,0.0
H003,P0120,26.25,1,0.0
H003,P0122,323.56,1,0.0
H003,P0124,222.81,1,0.0
H003,P0126,62.67,1,0.0
H003,P0127,141.45,1,0.0
H003,P0136,208.5,1,0.0
H003,P0137,431.1,1,0.0
H003,P0138,248.01,1,0.0
H003,P0140,248.35,1,0.0
H003,P0142,28.12,1,0.0
H003,P0145,44.25,1,0.0
H003,P0149,176.15,1,0.0
H003,P0153,52.33,1,0.0
H003,P0157,133.7,1,0.0
H003,P0163,145.68,1,0.0
H003,P0164,116.63,1,0.0
H003,P0166,122.2,1,0.0
H003,P0169,221.79,1,0.0
H003,P0170,199.09,1,0.0
H003,P0172,125.36,1,0.0
H003,P0173,343.01,1,0.0
H003,P0175,352.45,1,0.0
H003,P0179,190.91,1,0.0
H003,P0182,376.77,1,0.0
H003,P0183,124.29,1,0.0
H003,P0186,170.23,1,0.0
H003,P0187,116.72,1,0.0
H003,P0188,83.22,1,0.0
H003,P0196,50.21,1,0.0
H003,P0197,90.79,1,0.0
H003,P0203,143.95,1,0.0
H003,P0209,50.74,1,0.0
H003,P0211,71.1,1,0.0
H003,P0212,62.6,1,0.0
H003,P0213,104.38,1,0.0
H003,P0217,777.59,1,0.0
H003,P0219,678.55,1,0.0
H003,P0220,128.72,1,0.0
H003,P0221,157.53,1,0.0
H003,P0225,74.08,1,0.0
H003,P0226,334.87,1,0.0
H003,P0227,101.09,1,0.0
H003,P0228,90.1,1,0.0
H003,P0229,317.15,1,0.0
H003,P0232,141.77,1,0.0
H003,P0233,189.53,1,0.0
H003,P0236,255.08,1,0.0
H003,P0237,57.85,1,0.0
H003,P0239,132.83,1,0.0
H003,P0241,75.0,1,0.0
H003,P0242,295.77,1,0.0
H003,P0248,56.52,1,0.0
H003,P0251,25.51,1,0.0
H003,P0253,138.46,1,0.0
H003,P0254,114.75,1,0.0
H003,P0258,328.5,1,0.0
H003,P0260,48.76,1,0.0
H003,P0263,429.27,1,0.0
H003,P0264,94.96,1,0.0
H003,P0268,84.75,1,0.0
H003,P0270,144.95,1,0.0
H003,P0275,215.43,1,0.0
H003,P0278,153.54,1,0.0
H003,P0280,584.7,1,0.0
H003,P0282,894.18,1,0.0
H003,P0283,114.29,1,0.0
H003,P0286,53.14,1,0.0
H003,P0290,79.97,1,0.0
H003,P0291,340.46,1,0.0
H003,P0293,509.95,1,0.0
H003,P0297,105.16,1,0.0
H003,P0299,155.86,1,0.0
H003,P0300,83.71,1,0.0
H003,P0305,113.59,1,0.0
H003,P0309,399.58,1,0.0
H003,P0311,184.99,1,0.0
H003,P0316,305.21,1,0.0
H003,P0323,189.41,1,0.0
H003,P0324,10.02,1,0.0
H003,P0328,210.24,1,0.0
H003,P0329,215.17,1,0.0
H003,P0330,49.18,1,0.0
H003,P0331,73.76,1,0.0
H003,P0335,139.76,1,0.0
H003,P0337,599.94,1,0.0
H003,P0340,126.84,1,0.0
H003,P0342,40.99,1,0.0
H003,P0343,111.21,1,0.0
H003,P0344,71.78,1,0.0
H003,P0346,144.43,1,0.0
H003,P0347,108.54,1,0.0
H003,P0348,127.24,1,0.0
H003,P0350,243.9,1,0.0
H003,P0356,208.74,1,0.0
H003,P0357,212.44,1,0.0
H003,P0358,35.3,1,0.0
H003,P0360,271.42,1,0.0
H003,P0363,39.56,1,0.0
H003,P0365,106.62,1,0.0
H003,P0366,90.66,1,0.0
H003,P0369,703.86,1,0.0
H003,P0372,192.31,1,0.0
H003,P0373,279.16,1,0.0
H003,P0374,156.13,1,0.0
H003,P0376,293.84,1,0.0
H003,P0378,72.62,1,0.0
H003,P0380,247.69,1,0.0
H003,P0381,140.38,1,0.0
H003,P0385,276.52,1,0.0
H003,P0386,196.88,1,0.0
H003,P0390,31.57,1,0.0
H003,P0398,186.06,1,0.0
H003,P0399,202.45,1,0.0
H003,P0403,19.68,1,0.0
H003,P0405,139.42,1,0.0
H003,P0407,407.69,1,0.0
H003,P0408,168.03,1,0.0
H003,P0410,216.65,1,0.0
H003,P0411,87.05,1,0.0
H003,P0414,84.75,1,0.0
H003,P0415,289.09,1,0.0
H003,P0416,257.57,1,0.0
H003,P0421,70.5,1,0.0
H003,P0423,86.29,1,0.0
H003,P0424,228.14,1,0.0
H003,P0427,45.79,1,0.0
H003,P0428,116.51,1,0.0
H003,P0429,154.52,1,0.0
H003,P0433,160.21,1,0.0
H003,P0434,202.69,1,0.0
H003,P0435,155.73,1,0.0
H003,P0436,208.91,1,0.0
H003,P0437,121.92,1,0.0
H003,P0441,78.39,1,0.0
H003,P0445,514.02,1,0.0
H003,P0448,51.34,1,0.0
H003,P0451,61.56,1,0.0
H003,P0452,171.7,1,0.0
H003,P0456,509.49,1,0.0
H003,P0458,122.18,1,0.0
H003,P0459,206.64,1,0.0
H003,P0462,96.94,1,0.0
H003,P0465,252.03,1,0.0
H003,P0466,109.14,1,0.0
H003,P0467,81.87,1,0.0
H003,P0468,141.08,1,0.0
H003,P0469,286.31,1,0.0
H003,P0471,77.57,1,0.0
H003,P0475,336.28,1,0.0
H003,P0476,428.12,1,0.0
H003,P0479,239.88,1,0.0
H003,P0480,223.48,1,0.0
H003,P0489,49.63,1,0.0
H003,P0493,388.37,1,0.0
H003,P0498,140.39,1,0.0
H003,P0501,118.62,1,0.0
H003,P0502,109.78,1,0.0
H003,P0504,128.13,1,0.0
H003,P0505,112.41,1,0.0
H003,P0506,21.2,1,0.0
H003,P0507,62.61,1,0.0
H003,P0510,485.5,1,0.0
H003,P0511,120.69,1,0.0
H003,P0513,147.99,1,0.0
H003,P0514,144.77,1,0.0
H003,P0517,657.57,1,0.0
H003,P0518,17.36,1,0.0
H003,P0519,23.11,1,0.0
H003,P0520,85.87,1,0.0
H003,P0522,260.53,1,0.0
H003,P0523,214.31,1,0.0
H003,P0526,353.83,1,0.0
H003,P0527,165.22,1,0.0
H003,P0528,332.96,1,0.0
H003,P0529,178.94,1,0.0
H003,P0530,84.46,1,0.0
H003,P0532,154.65,1,0.0
H003,P0533,140.17,1,0.0
H003,P0534,527.05,1,0.0
H003,P0536,39.08,1,0.0
H003,P0537,48.1,1,0.0
H003,P0539,111.33,1,0.0
H003,P0543,1278.35,1,0.0
H003,P0544,708.54,1,0.0
H003,P0549,126.02,1,0.0
H003,P0552,33.16,1,0.0
H003,P0553,70.52,1,0.0
H003,P0555,194.66,1,0.0
H003,P0558,302.13,1,0.0
H003,P0560,247.45,1,0.0
